MDS1,MDS2,Source
-1.1530673009805,-0.233109555206993,Chicken
-1.51615595283821,0.0370852388056663,Chicken
-1.1688645664008,-0.206634329293283,Chicken
-1.26727155959827,-0.181680939062868,Chicken
-1.02624504119326,-0.572586283890284,Chicken
-1.09562571097491,-0.59357940376746,Chicken
-1.24566375515698,-0.342597356899766,Chicken
-1.24796386710271,-0.178664667575287,Chicken
-1.21282000314091,-0.574779689708675,Chicken
-1.2268513848369,-0.127314671302913,Chicken
-1.51167635286362,-0.0736166910965274,Chicken
-1.3286813466508,-0.582273765653364,Chicken
-1.32250389101551,-0.100701483438561,Chicken
-1.6306399249732,-0.995651151071221,Chicken
-1.51896366483366,-0.758125384745464,Chicken
-1.15299435534789,-1.23743611900253,Chicken
-1.04520705412976,-0.656518337443615,Chicken
-1.47814776638934,-0.0316978017321654,Chicken
-1.32754406397513,-0.0965780477661955,Chicken
-1.35755551835396,-1.23040028517211,Chicken
-1.39554454426164,-0.247732668632077,Chicken
-1.04015564930295,-0.389454054313156,Chicken
-1.57472128288229,0.0534385191213094,Chicken
-1.40545450808754,-0.126490647829687,Chicken
-1.39877776465658,-0.725119306321015,Chicken
-1.438031446925,-0.0415168085681788,Chicken
-1.56239253554258,-0.540718509961095,Chicken
-1.28201741481387,-0.340285011981993,Chicken
-1.11591399710926,-1.01253979077055,Chicken
-0.767925707585756,-1.34814693585968,Chicken
-0.744854245089877,-1.39868399022064,Chicken
-1.07590253062941,1.25066020018641,Chicken
-0.900921875769536,-1.28801161398471,Chicken
-0.805760149433654,-1.23187655003708,Chicken
-0.75379330841592,-1.23237733157643,Chicken
-1.03881908305148,1.03487488170876,Chicken
-0.598537758893964,-1.32987464707317,Chicken
-0.95295682986907,-1.25810288384076,Chicken
-0.999079498952433,-0.916525256294473,Chicken
-0.484438862989077,-1.40945700327967,Chicken
-1.11792753539231,1.10872014196899,Chicken
-1.0479467696333,1.15787916484448,Chicken
-1.16195665352249,0.822525454404553,Chicken
-0.970902695624773,1.18405991979978,Chicken
-0.528595582712016,-1.07227068576402,Chicken
-0.764858352149759,-1.23444822810349,Chicken
-1.03881495106406,1.09376560151189,Chicken
-1.20341283860185,1.00510553942235,Chicken
-0.337538303572885,-1.11829145150086,Chicken
-0.539705599708649,-1.41660682041764,Chicken
-0.322903897016063,-1.39405797028172,Chicken
-1.11295953028173,1.18309415847017,Chicken
0.0293841413557098,-1.38881543105636,Chicken
-0.338069726464722,-1.51927892700459,Chicken
-0.0812278283825078,-1.39660938842463,Chicken
-0.911449870081058,1.32418115578713,Chicken
0.0259306202361451,-1.31126392185781,Chicken
-0.436986741557838,-1.47873570061645,Chicken
-0.817818009683394,1.3014311343619,Chicken
-0.271384355471082,-1.52749868668526,Chicken
-0.813554352545063,-1.51656586031788,Chicken
-0.880135648606821,-1.37617359226233,Chicken
-0.439058556367865,-1.40863954768064,Chicken
-0.00743199249285897,-1.53205437418442,Chicken
-0.438002746927151,-1.44402541238325,Chicken
-0.331585336668857,-1.38046963066932,Chicken
-0.518849875931985,-1.42769731376088,Chicken
-0.630001581258321,-1.2526197342796,Chicken
-0.901606280740978,-1.39614309927369,Chicken
-0.701613196940784,-1.56670420440428,Chicken
-1.53899535511611,-1.33337743934397,Chicken
-0.343582591673763,-1.35478255705159,Chicken
-1.06957227307889,1.16630561679598,Chicken
-0.885528526565682,1.27303160760232,Chicken
-0.208582442242493,-1.6048843021812,Chicken
-1.35890629586815,-1.15904535612361,Chicken
-0.292248082472452,-1.66499418965134,Chicken
-0.476764070932667,-1.48211733861433,Chicken
-0.423541341449114,-1.39768130178398,Chicken
0.117873916358108,-1.49169234282856,Chicken
-0.573936909664111,-1.43691611706737,Chicken
-0.372483342983426,-1.5929388037382,Chicken
-0.427106699886953,-1.50420462150201,Chicken
-1.37579916004388,0.756335154950369,Chicken
-0.784048099987798,1.18335035330826,Chicken
-0.369994830750815,-1.41261880681361,Chicken
-0.712846925723025,1.37456667779928,Chicken
-0.0400720324426945,-1.45171785110583,Chicken
-0.434457081971786,-1.52721540657496,Chicken
-0.531887500712175,-1.53276087390564,Chicken
-1.46372324202585,1.08471918199858,Chicken
-0.554494455117866,-1.68339125438335,Chicken
-0.138578582337633,-1.31118905803308,Chicken
-1.02756445101747,1.1451734305977,Chicken
-0.717718219747201,1.1829216893467,Chicken
-0.409032903624279,-1.25769435799408,Chicken
-0.479595856059593,-1.06264147660109,Chicken
-0.932453501306869,1.21356412678707,Chicken
-0.513857597939282,1.40376852455649,Chicken
-1.0019262516908,0.972070433648288,Chicken
-0.134858204844792,-1.47754140109561,Chicken
-0.187306496092982,-1.41184214446807,Chicken
-0.951338009670696,1.27692296326625,Chicken
-0.192604784160859,-1.41028935379218,Chicken
-0.940698627547919,1.23792447296879,Chicken
-0.61968485408243,-1.47589998225495,Chicken
-1.17246162025283,1.34186919470912,Chicken
-0.460575168969339,-1.48793134060926,Chicken
-0.858909524312282,-1.53183368103538,Chicken
-1.24768583193162,1.63294967572477,Chicken
-0.171004893023573,-1.41309451168342,Chicken
-1.09397575573898,0.935948938721519,Chicken
-0.529177602814739,1.39001570269816,Chicken
-1.9019360060258,0.127979735164794,Chicken
-0.0425010269040306,-1.13175535345824,Chicken
-0.306988107771556,-1.53923042720963,Chicken
-0.662411396259394,1.28626309096341,Chicken
-0.340139299257072,-1.31028648756283,Chicken
-1.18459456138485,1.03546286996476,Chicken
-0.373870134883493,-1.36751424789202,Chicken
-0.568880099495092,-1.51470888315272,Chicken
-0.321272153911456,-1.3451031918019,Chicken
-0.822244253644352,0.99260170985313,Chicken
-0.86397621700369,1.22748429530871,Chicken
-0.603134907853243,-1.45935420387128,Chicken
-0.561644154819789,1.54406850814518,Chicken
-0.528946150131532,-1.39798084473333,Chicken
-0.00162673301845819,-1.33021035335888,Chicken
-0.895928458789667,-0.922560835509266,Chicken
-0.00266909666130284,-1.337568631152,Chicken
-0.345592712053715,-0.708146782037781,Chicken
-0.279696926660655,-0.725234913010177,Chicken
-0.088810507823738,-0.684339589001108,Chicken
0.0492488028128371,-1.32012844094506,Chicken
-0.172602781962202,-1.39156177145669,Chicken
0.000132722598975893,-1.36898006950326,Chicken
0.157093977057525,-1.46958594279968,Chicken
0.265781707609431,-1.3391332585026,Chicken
-0.857034441821931,1.13422724052681,Chicken
0.00326259572585101,-1.33289502774443,Chicken
-0.556612938602016,1.45021080826164,Chicken
-1.83964371312913,0.619676462594367,Chicken
-0.0419496576594296,-1.29931699034693,Chicken
-0.512651791648223,-1.14810337219672,Chicken
-0.176015861463029,-1.52231079237063,Chicken
0.0958370789814645,-1.43698740062374,Chicken
0.245717506518233,-1.43428273630789,Chicken
-0.383127203193087,-1.08170096315053,Chicken
-0.861338162584052,1.46986628821446,Chicken
-0.820972460223828,1.34632124875588,Chicken
-0.5458832204051,1.46620823367041,Chicken
-0.242365538251527,-0.911630854910115,Chicken
0.459676047057464,-0.910884148185808,Chicken
-0.00468615511449993,-1.20374853787767,Chicken
0.108365226995194,-1.04478893039171,Chicken
-0.187253453753011,-1.14557373367832,Chicken
-0.0207410933688088,-1.17493304406053,Chicken
-0.238638763034139,-1.08859940471177,Chicken
0.00814426744961708,1.12820089451293,Chicken
0.0862829589330038,1.23781198910553,Chicken
-0.226432249750516,1.2445572623724,Chicken
-0.21215960042955,1.16625720587689,Chicken
0.538146766862152,0.905849648585797,Chicken
0.261612973005286,1.2607992836146,Chicken
-0.163545579661505,1.40055551021064,Chicken
-0.0519463007034253,1.42918374167467,Chicken
-0.310095295158669,-1.31265587777308,Chicken
0.333662082168929,-1.18905382153097,Chicken
0.366207349901777,-1.1188818977767,Chicken
0.279509316446253,-1.05893539288375,Chicken
-0.654748397839464,1.26137514752768,Chicken
0.359684221351175,-0.831103465756818,Chicken
1.28450501038424,0.22988069862517,Chicken
-0.130807142385732,-0.966640227071354,Chicken
0.323018799411952,-0.979094793273016,Chicken
1.39727476610605,0.321071084190794,Chicken
0.469308669630833,-1.08164032178689,Chicken
0.351698072041737,-1.24998820345537,Chicken
1.04159838119994,0.233155795560217,Chicken
-1.63712148075301,0.0458289817267572,Chicken
-0.375413589473214,1.37226701360643,Chicken
-1.96181958621656,0.585594972790976,Chicken
-1.98229468763991,-0.207423726445199,Chicken
-1.83660346213844,-0.349813773416241,Chicken
-1.30382357903055,-0.249739546071041,Chicken
-1.36130988466403,-1.37793890615241,Chicken
0.997424237598825,0.503199854546022,Chicken
-1.55728371334359,0.0225922838379614,Chicken
-1.64693008444666,0.02059894749597,Chicken
0.121502507839303,-1.01870168837323,Chicken
1.09179414646767,0.463859088250207,Chicken
0.223109100959188,-1.04477635927991,Chicken
0.106989974195965,-1.14398829565891,Chicken
-0.267015629492677,1.35171879215154,Chicken
0.0920433189116797,-0.967984282724965,Chicken
-0.675878561641335,-1.0464373661932,Chicken
-0.701411397588918,-0.774442424535887,Chicken
0.171451378541618,-1.25188740962424,Chicken
1.27530731100221,0.614753403594305,Chicken
-1.75676801605838,1.01038125537723,Chicken
-0.836734888583369,-1.4440652277727,Chicken
-1.38748765579816,-0.140125772016867,Chicken
-1.22534862920269,-0.0231248814197182,Chicken
-1.4797505231261,0.0223050319066232,Chicken
-0.935937505502276,-0.293461203381589,Chicken
-0.510059745752075,-0.792042860252801,Chicken
-0.756366913163038,-0.583356275922044,Chicken
0.245752506552965,-0.819273991891596,Chicken
0.222295926736566,-0.965144799598024,Chicken
-0.89701295339569,-0.248051938324735,Chicken
0.176365531902624,-1.04529787905849,Chicken
0.345014010165599,-1.24360061583464,Chicken
0.186358587165602,-1.31532758352546,Chicken
0.192917727194133,-1.16805128250348,Chicken
0.969360665330083,0.659821918792622,Chicken
0.891383356458213,0.326308718071296,Chicken
0.0258108551936516,-1.04940619294546,Chicken
0.233460416602628,-1.10100241218457,Chicken
-1.9302413184042,0.193058816546566,Chicken
0.34580570406332,-1.09255920449849,Chicken
0.457935598026023,1.17943780693146,Chicken
0.462308653588247,-1.26388721408302,Chicken
0.276781465241283,-1.31231208219272,Chicken
-1.56811479452024,-0.186250889302636,Chicken
-0.19356495597206,-1.2467585436058,Chicken
-0.534771175826781,1.05939537587973,Chicken
-0.605338295208226,-1.28886693634226,Chicken
-1.75004576288038,0.113375415805412,Chicken
0.98453066729592,0.621780513805623,Chicken
-1.46509041049539,0.0381666532933363,Chicken
0.142805461145266,-1.05386756368984,Chicken
0.173603250037106,-0.867444332111734,Chicken
1.2289094928413,0.563889886502107,Chicken
0.435689508054584,-0.956729958340563,Chicken
0.389804811255155,-1.07238971388975,Chicken
0.617775415053682,0.72525254454033,Chicken
0.25883006580764,-1.39677289417576,Chicken
-1.48708594911934,-0.230544279400991,Chicken
0.388675412349514,-1.29230369915813,Chicken
1.2533776382465,0.238228349860778,Chicken
0.113407784243112,-1.13245478154949,Chicken
1.33532951803803,0.0663776225824289,Chicken
-0.526140669944453,1.30713232087849,Chicken
0.730672904062934,0.0816170712989605,Chicken
-1.66372888741559,0.0311717039956931,Chicken
-1.54370144890911,0.0131455883904874,Chicken
-0.618702398092825,-1.44835872153799,Chicken
-1.503988451747,-0.0480637259835016,Chicken
1.08389037563099,0.588041701765977,Chicken
-1.64018982873616,0.0378280769009764,Chicken
-1.80850730447695,0.0989348698670241,Chicken
-1.32553920545594,1.21690340995492,Chicken
-0.817689524501691,-0.794129226371403,Chicken
0.0897284418112957,-0.991598441709713,Chicken
-0.551213522051487,-0.649808881891865,Chicken
0.235350239492832,-1.19613710225705,Chicken
-0.102767153123782,-0.91506381500274,Chicken
-1.7440512120794,0.0826663031024623,Chicken
-1.70660667425682,0.0593662548357051,Chicken
-0.877143301474487,1.32157587564827,Chicken
0.219208712415468,-0.968901937063299,Chicken
-0.698493984052934,-0.691521762214632,Chicken
-1.74568778136805,0.0818494833827668,Chicken
-0.679973513480256,-0.445367657680618,Chicken
-1.74219623229585,-0.390439109290461,Chicken
-1.76520815090748,0.0390865845842913,Chicken
-0.252316579712052,-1.06228649938133,Chicken
-0.303666252445787,1.11872039048431,Chicken
0.306722911015237,-1.35238772426791,Chicken
-0.507110103115319,-1.75317768564027,Chicken
0.472465733899346,-1.01652265837748,Chicken
-1.4422803377098,-1.07310928906472,Chicken
-1.58938440989062,-0.704581189024157,Chicken
-1.03443143467037,1.93559580758408,Chicken
0.611609649998971,-1.36144945700783,Chicken
-1.62887079846708,-1.50520680334645,Chicken
-1.64190373762206,-1.65853430867481,Chicken
-1.71378870180207,-0.52647798981255,Chicken
-1.62120305897324,0.0562190659171327,Chicken
-1.52800142145461,-0.515384359445373,Chicken
-1.5900717051541,-0.397419376977645,Chicken
-1.76002544080095,-0.82120557657952,Chicken
-0.731769447565077,-0.592754134142213,Chicken
-1.77217909355574,0.0425842483232706,Chicken
-1.2940133676873,-0.600426873355831,Chicken
-0.827023117956474,-1.1325425433461,Chicken
-1.37680072630374,-0.236630376934351,Chicken
-0.545116466934149,-0.530038564120006,Chicken
0.217359737709528,-1.20814805355774,Chicken
1.29601139273121,0.149072211060497,Chicken
0.823251414819696,-1.07320774770781,Chicken
0.37267195839702,-1.31902257487207,Chicken
-0.104298318523058,-0.794929436670878,Chicken
-1.46419432911085,-0.165644266580175,Chicken
1.38278593803911,0.322967349842138,Chicken
-1.45192108071897,0.050218543151222,Chicken
-0.668126181221988,0.802857343494044,Chicken
-0.262920042211185,0.844946813064552,Chicken
-0.771839673910469,0.596192382841748,Chicken
-0.0243937695994583,-1.37521287641057,Chicken
-0.238638763034138,-1.08859940471177,Chicken
-0.214391921275441,1.22237251631174,Chicken
0.33366208216899,-1.18905382153131,Chicken
1.04109852213809,0.578242350130642,Chicken
1.04110835602093,0.356438191425133,Chicken
-0.294998741794986,-1.30790871583147,Chicken
0.0189545833039012,1.12774702952922,Chicken
-0.187253453752998,-1.14557373367827,Chicken
-0.0207410933688154,-1.17493304406059,Chicken
0.0666287562201421,1.28325180178212,Chicken
-0.163534536152,1.40055726047877,Chicken
0.107832483376898,-1.05711852576212,Chicken
0.316938825426636,-0.825525116790447,Chicken
-0.0843925363347048,-0.940011152248663,Chicken
0.0886574141432682,-1.18971920870101,Chicken
0.0998496945332695,1.18618765188975,Chicken
-0.400152921653165,-1.55537856286268,Chicken
0.553610757861515,-0.848509013198969,Chicken
-1.30663553828279,-0.0133421969135439,Chicken
-1.72151963392306,-0.484995192695554,Chicken
-1.54229102130246,-0.147996330446331,Chicken
0.902663822753481,0.608992844342909,Chicken
-2.42123558444741,0.580841865205657,Chicken
-1.62284962199578,-0.000852323170801982,Chicken
-0.931920058234824,-0.151144254499738,Chicken
-1.19797333591282,-0.0435377003657956,Chicken
-1.50516785385485,-0.0458831468925883,Chicken
-1.65584940708978,-0.0214302015731929,Chicken
-1.62326996231756,-0.482024606381156,Chicken
-1.57758970255485,-0.0866110104392709,Chicken
-1.56316069244716,-0.0475244698692422,Chicken
-1.45949880504569,0.0439640864103872,Chicken
-1.4928882588668,0.0055418820299626,Chicken
-0.724677595067362,-0.23678658575275,Chicken
-0.563528068635978,-0.37975104607476,Chicken
0.932513897790622,0.433947524867971,Chicken
-1.39335832890095,-0.518236873964781,Chicken
-1.5059576626887,-0.0558326967637501,Chicken
0.740969728791493,0.500422241575097,Chicken
0.533120763080499,-0.738299523418662,Chicken
-1.71285688554299,-0.0183562016582037,Chicken
0.892933584035961,0.48715818181367,Chicken
-1.5947949919869,-0.204688481267891,Chicken
-1.00296277520907,-0.813048260260178,Chicken
-1.54685234275978,-0.0716556525562601,Chicken
1.00456207264104,0.405924757027035,Chicken
-1.52189543534892,-0.130117156025882,Chicken
0.932154490055849,0.518884609513582,Chicken
-0.0612984789150647,0.977034336454702,Chicken
-1.0956121187302,-0.526626453074957,Chicken
-1.67270808461198,-0.343896722097273,Chicken
0.493778556638,0.679232921335311,Chicken
0.732995403972582,0.434841168755741,Chicken
0.998060821353876,0.685844920199054,Chicken
-1.56541538475843,-0.0365652947659927,Chicken
0.931707480954977,0.367443102919775,Chicken
-1.51081571505755,0.024473115127509,Chicken
0.699165759073874,0.629311272418973,Chicken
0.765343723101254,0.545160241364892,Chicken
-1.53243455225437,-0.0507408775856821,Chicken
-1.56139982231525,-0.153604595933556,Chicken
-1.60888676092738,0.0683702499254116,Chicken
-1.60737546154805,-0.0127986075645064,Chicken
-1.55424999971481,-0.148690495756658,Chicken
0.796156855646325,0.552740861647987,Chicken
-1.68770898880459,-0.129989365604832,Chicken
-1.58822174158346,-0.0116141472962563,Chicken
-0.43346248509174,-0.0747476038648459,Pig
0.0380537337892712,0.0112434971329936,Pig
-0.319924761901656,-0.261352620133918,Pig
0.451218346286483,-0.331561656714872,Pig
-0.186530865088426,-0.211118380131347,Pig
-0.160268973706717,-0.0756681546239481,Pig
0.23938012110203,-0.313659157566463,Pig
0.217767046943267,-0.255957490158884,Pig
0.248018047094376,-0.103649243039438,Pig
-0.447710002897277,-0.0695230646031127,Pig
0.115431042007362,-0.465647169162048,Pig
-0.221127583610946,-0.219996601268264,Pig
-0.0659248078394033,-0.150235542024027,Pig
-0.325497796224971,-0.290092847873903,Pig
0.167839262355123,-0.0893417582957851,Pig
0.412540193317185,-0.394185181779628,Pig
0.311621289545712,-0.14085390800144,Pig
0.112308809580871,0.171830586052739,Pig
-0.383548093050767,-0.253772114574558,Pig
-0.0540601958071616,0.0179038718233388,Pig
-0.866223692297429,-0.0301142704242014,Pig
-0.120162421843515,-0.161228811255776,Pig
-0.306662451069266,-0.191614681968079,Pig
0.130138945079504,0.0312383831777517,Pig
-0.27253677963515,-0.0682698129100869,Pig
0.134765193279521,-0.624796345352718,Pig
-0.0798131654786386,-0.0580026450125286,Pig
0.24753596727561,-0.356941995514196,Pig
-0.0572100175667634,-0.0043517193322492,Pig
0.414531425563164,-0.295828588331025,Pig
0.159683230373037,-0.179938619227157,Pig
-0.266988269216496,-0.228124290882214,Pig
-0.173961828348995,-0.0948780265807104,Pig
-0.525076536777954,-0.0923761190986412,Pig
-0.398200980832157,-0.0246534825899336,Pig
-0.0130599991137217,-0.114638810192387,Pig
-0.0565078302718631,-0.00706852869872146,Pig
-0.0777506676205498,-0.215514367274027,Pig
-0.130296395320855,-0.103340133386068,Pig
0.243675495348396,-0.257887971923337,Pig
0.44484092500622,-0.252791277785185,Pig
0.0170632809096033,0.0282220944965663,Pig
-0.480755935530068,-0.26509995726124,Pig
-0.0249448857926846,-0.123392864293088,Pig
-0.0836101262467257,-0.131628758235285,Pig
0.37217631602039,0.0413944483996761,Pig
0.347506781130989,0.101005516435077,Pig
-0.114775496491785,-0.0122842794355553,Pig
-0.129075564990351,-0.208926975375357,Pig
0.722413159575715,0.563099518841049,Pig
0.67778923902341,0.0436387962700132,Pig
0.816381290228466,0.627029235709272,Pig
0.682322507485273,-0.0196535511763885,Pig
0.832541016603554,0.165575181709969,Pig
0.933260932537886,0.246875002470529,Pig
0.793962303487289,0.501852100876558,Pig
0.718136380093653,0.558791483747124,Pig
1.30728617744484,0.822723507644744,Pig
0.829082878733829,0.654641469641118,Pig
0.471835427273706,0.700647921422726,Pig
0.692309109863198,0.302386901788061,Pig
0.742237462748381,0.172647467847176,Pig
0.855208419800279,0.0965925012989865,Pig
0.39348201162668,0.332707857443787,Pig
0.418001724519184,0.217484879373158,Pig
0.481122552788767,0.0414817140069505,Pig
0.436857568131948,0.379267090119903,Pig
0.394785385328849,0.265931699594155,Pig
0.457403902393864,-0.136834999593222,Pig
0.303239879999915,0.0014869644900965,Pig
0.557597868938927,-0.00680750734404051,Pig
0.354307571378847,0.575618045910289,Pig
0.432539829023647,0.0295043999466018,Pig
0.420166740461799,0.519900744240268,Pig
0.499286146251017,0.241726323752708,Pig
0.408993623021466,0.57232515222579,Pig
0.585835775366962,0.0441497665162486,Pig
0.434352040909509,0.216376300415627,Pig
0.34092345282248,0.445504297107598,Pig
0.357786474228923,0.39922128907276,Pig
0.27604026144822,0.708402739868996,Pig
0.258721713785182,0.45138253749972,Pig
0.330564428687571,0.603348900209282,Pig
0.276076926299094,0.621090053602733,Pig
0.345536784005827,0.719544920100842,Pig
0.310424233250156,1.04263624363015,Pig
0.159708621516328,0.857737454885249,Pig
0.291798586357018,0.449848240453017,Pig
0.0277620516913803,0.735433323802922,Pig
0.0220874444108487,0.613594918571087,Pig
0.139061047728865,0.546932299588589,Pig
0.264240089222416,0.52573951269512,Pig
0.166227824569377,0.786454995003874,Pig
0.200647251386934,0.519648393093881,Pig
-0.162912673662767,-0.911898674031093,Pig
-0.0366910778518285,0.8849102694758,Pig
0.396269542406626,0.334000650219048,Pig
0.349569697297905,1.17880265359748,Pig
0.0805428842909395,0.65053374785956,Pig
0.189598400226623,0.307668174430346,Pig
0.0927449885568781,0.0102994960943024,Pig
0.425944755044325,-0.650729261387545,Pig
0.565234523029243,-0.770000349551213,Pig
