Run	BioProject	Source	continent	country
SRR11124978	PRJNA526405	feces	Oceania	Australia
SRR8960206	PRJNA526405	feces	Oceania	Australia
SRR11183476	PRJNA526405	feces	Oceania	Australia
SRR11125560	PRJNA526405	feces	Oceania	Australia
SRR11183348	PRJNA526405	feces	Oceania	Australia
SRR8960501	PRJNA526405	feces	Oceania	Australia
SRR8960165	PRJNA526405	feces	Oceania	Australia
SRR8960454	PRJNA526405	feces	Oceania	Australia
SRR11125363	PRJNA526405	feces	Oceania	Australia
SRR11126100	PRJNA526405	feces	Oceania	Australia
SRR11126485	PRJNA526405	feces	Oceania	Australia
SRR11125684	PRJNA526405	feces	Oceania	Australia
SRR11126352	PRJNA526405	feces	Oceania	Australia
SRR8960542	PRJNA526405	feces	Oceania	Australia
SRR11125691	PRJNA526405	feces	Oceania	Australia
SRR8960269	PRJNA526405	feces	Oceania	Australia
SRR11125036	PRJNA526405	feces	Oceania	Australia
SRR11124657	PRJNA526405	feces	Oceania	Australia
SRR8960181	PRJNA526405	feces	Oceania	Australia
SRR11183696	PRJNA526405	feces	Oceania	Australia
SRR11125757	PRJNA526405	feces	Oceania	Australia
SRR11126211	PRJNA526405	feces	Oceania	Australia
SRR8960122	PRJNA526405	feces	Oceania	Australia
SRR11183817	PRJNA526405	feces	Oceania	Australia
SRR8960218	PRJNA526405	feces	Oceania	Australia
SRR11125147	PRJNA526405	feces	Oceania	Australia
SRR8960559	PRJNA526405	feces	Oceania	Australia
SRR11125250	PRJNA526405	feces	Oceania	Australia
SRR11185232	PRJNA526405	feces	Oceania	Australia
SRR11183667	PRJNA526405	feces	Oceania	Australia
SRR8960361	PRJNA526405	feces	Oceania	Australia
SRR8960230	PRJNA526405	feces	Oceania	Australia
SRR11183531	PRJNA526405	feces	Oceania	Australia
SRR8960500	PRJNA526405	feces	Oceania	Australia
SRR11183850	PRJNA526405	feces	Oceania	Australia
SRR8960481	PRJNA526405	feces	Oceania	Australia
SRR8960196	PRJNA526405	feces	Oceania	Australia
SRR11124987	PRJNA526405	feces	Oceania	Australia
SRR11184069	PRJNA526405	feces	Oceania	Australia
SRR8960580	PRJNA526405	feces	Oceania	Australia
SRR8960383	PRJNA526405	feces	Oceania	Australia
SRR11183732	PRJNA526405	feces	Oceania	Australia
SRR11125899	PRJNA526405	feces	Oceania	Australia
SRR11183660	PRJNA526405	feces	Oceania	Australia
SRR11185256	PRJNA526405	feces	Oceania	Australia
SRR11126511	PRJNA526405	feces	Oceania	Australia
SRR11126437	PRJNA526405	feces	Oceania	Australia
SRR11184008	PRJNA526405	feces	Oceania	Australia
SRR8960614	PRJNA526405	feces	Oceania	Australia
SRR11125904	PRJNA526405	feces	Oceania	Australia
SRR8960544	PRJNA526405	feces	Oceania	Australia
SRR11183675	PRJNA526405	feces	Oceania	Australia
SRR8960480	PRJNA526405	feces	Oceania	Australia
SRR8960612	PRJNA526405	feces	Oceania	Australia
SRR11184049	PRJNA526405	feces	Oceania	Australia
SRR8960594	PRJNA526405	feces	Oceania	Australia
SRR11126350	PRJNA526405	feces	Oceania	Australia
SRR11183921	PRJNA526405	feces	Oceania	Australia
SRR11126275	PRJNA526405	feces	Oceania	Australia
SRR11125432	PRJNA526405	feces	Oceania	Australia
SRR8960374	PRJNA526405	feces	Oceania	Australia
SRR11183396	PRJNA526405	feces	Oceania	Australia
SRR11126494	PRJNA526405	feces	Oceania	Australia
SRR11125159	PRJNA526405	feces	Oceania	Australia
SRR11183796	PRJNA526405	feces	Oceania	Australia
SRR8960371	PRJNA526405	feces	Oceania	Australia
SRR8960574	PRJNA526405	feces	Oceania	Australia
SRR11125368	PRJNA526405	feces	Oceania	Australia
SRR11124688	PRJNA526405	feces	Oceania	Australia
SRR11125534	PRJNA526405	feces	Oceania	Australia
SRR11125263	PRJNA526405	feces	Oceania	Australia
SRR11183845	PRJNA526405	feces	Oceania	Australia
SRR11183980	PRJNA526405	feces	Oceania	Australia
SRR11125793	PRJNA526405	feces	Oceania	Australia
SRR11125386	PRJNA526405	feces	Oceania	Australia
SRR8960460	PRJNA526405	feces	Oceania	Australia
SRR8960148	PRJNA526405	feces	Oceania	Australia
SRR11126003	PRJNA526405	feces	Oceania	Australia
SRR8960511	PRJNA526405	feces	Oceania	Australia
SRR11125175	PRJNA526405	feces	Oceania	Australia
SRR11184092	PRJNA526405	feces	Oceania	Australia
SRR11184039	PRJNA526405	feces	Oceania	Australia
SRR11126153	PRJNA526405	feces	Oceania	Australia
SRR11183369	PRJNA526405	feces	Oceania	Australia
SRR8960291	PRJNA526405	feces	Oceania	Australia
SRR8960260	PRJNA526405	feces	Oceania	Australia
SRR11183403	PRJNA526405	feces	Oceania	Australia
SRR8960547	PRJNA526405	feces	Oceania	Australia
SRR11125439	PRJNA526405	feces	Oceania	Australia
SRR11125771	PRJNA526405	feces	Oceania	Australia
SRR11125849	PRJNA526405	feces	Oceania	Australia
SRR11125497	PRJNA526405	feces	Oceania	Australia
SRR11125702	PRJNA526405	feces	Oceania	Australia
SRR11183775	PRJNA526405	feces	Oceania	Australia
SRR11183461	PRJNA526405	feces	Oceania	Australia
SRR11125739	PRJNA526405	feces	Oceania	Australia
SRR11126251	PRJNA526405	feces	Oceania	Australia
SRR8960259	PRJNA526405	feces	Oceania	Australia
SRR11126145	PRJNA526405	feces	Oceania	Australia
SRR11184089	PRJNA526405	feces	Oceania	Australia
SRR11124775	PRJNA526405	feces	Oceania	Australia
SRR8960089	PRJNA526405	feces	Oceania	Australia
SRR11125290	PRJNA526405	feces	Oceania	Australia
SRR8960087	PRJNA526405	feces	Oceania	Australia
SRR11124695	PRJNA526405	feces	Oceania	Australia
SRR11125171	PRJNA526405	feces	Oceania	Australia
SRR11126117	PRJNA526405	feces	Oceania	Australia
SRR11126426	PRJNA526405	feces	Oceania	Australia
SRR11183744	PRJNA526405	feces	Oceania	Australia
SRR11126020	PRJNA526405	feces	Oceania	Australia
SRR11125294	PRJNA526405	feces	Oceania	Australia
SRR11126048	PRJNA526405	feces	Oceania	Australia
SRR11126530	PRJNA526405	feces	Oceania	Australia
SRR8960090	PRJNA526405	feces	Oceania	Australia
SRR11125099	PRJNA526405	feces	Oceania	Australia
SRR11125933	PRJNA526405	feces	Oceania	Australia
SRR8960553	PRJNA526405	feces	Oceania	Australia
SRR11125529	PRJNA526405	feces	Oceania	Australia
SRR11124795	PRJNA526405	feces	Oceania	Australia
SRR11183698	PRJNA526405	feces	Oceania	Australia
SRR8960337	PRJNA526405	feces	Oceania	Australia
SRR8960384	PRJNA526405	feces	Oceania	Australia
SRR11184047	PRJNA526405	feces	Oceania	Australia
SRR11183360	PRJNA526405	feces	Oceania	Australia
SRR8960141	PRJNA526405	feces	Oceania	Australia
SRR11126230	PRJNA526405	feces	Oceania	Australia
SRR8960517	PRJNA526405	feces	Oceania	Australia
SRR11125303	PRJNA526405	feces	Oceania	Australia
SRR8960117	PRJNA526405	feces	Oceania	Australia
SRR11125177	PRJNA526405	feces	Oceania	Australia
SRR11184036	PRJNA526405	feces	Oceania	Australia
SRR8960095	PRJNA526405	feces	Oceania	Australia
SRR11126077	PRJNA526405	feces	Oceania	Australia
SRR8960464	PRJNA526405	feces	Oceania	Australia
SRR11125010	PRJNA526405	feces	Oceania	Australia
SRR11125327	PRJNA526405	feces	Oceania	Australia
SRR11183419	PRJNA526405	feces	Oceania	Australia
SRR8960395	PRJNA526405	feces	Oceania	Australia
SRR11125479	PRJNA526405	feces	Oceania	Australia
SRR11126122	PRJNA526405	feces	Oceania	Australia
SRR11126075	PRJNA526405	feces	Oceania	Australia
SRR8960406	PRJNA526405	feces	Oceania	Australia
SRR11125535	PRJNA526405	feces	Oceania	Australia
SRR11124932	PRJNA526405	feces	Oceania	Australia
SRR8960385	PRJNA526405	feces	Oceania	Australia
SRR11183503	PRJNA526405	feces	Oceania	Australia
SRR11125494	PRJNA526405	feces	Oceania	Australia
SRR11125762	PRJNA526405	feces	Oceania	Australia
SRR11183743	PRJNA526405	feces	Oceania	Australia
SRR11124656	PRJNA526405	feces	Oceania	Australia
SRR8960161	PRJNA526405	feces	Oceania	Australia
SRR8960394	PRJNA526405	feces	Oceania	Australia
SRR11183972	PRJNA526405	feces	Oceania	Australia
SRR11183733	PRJNA526405	feces	Oceania	Australia
SRR11184028	PRJNA526405	feces	Oceania	Australia
SRR8960380	PRJNA526405	feces	Oceania	Australia
SRR11125672	PRJNA526405	feces	Oceania	Australia
SRR11124710	PRJNA526405	feces	Oceania	Australia
SRR8960471	PRJNA526405	feces	Oceania	Australia
SRR11126501	PRJNA526405	feces	Oceania	Australia
SRR11183466	PRJNA526405	feces	Oceania	Australia
SRR11185236	PRJNA526405	feces	Oceania	Australia
SRR11183781	PRJNA526405	feces	Oceania	Australia
SRR11126409	PRJNA526405	feces	Oceania	Australia
SRR11183893	PRJNA526405	feces	Oceania	Australia
SRR8960498	PRJNA526405	feces	Oceania	Australia
SRR11183991	PRJNA526405	feces	Oceania	Australia
SRR11126132	PRJNA526405	feces	Oceania	Australia
SRR11126446	PRJNA526405	feces	Oceania	Australia
SRR11125249	PRJNA526405	feces	Oceania	Australia
SRR11183339	PRJNA526405	feces	Oceania	Australia
SRR11125069	PRJNA526405	feces	Oceania	Australia
SRR11125204	PRJNA526405	feces	Oceania	Australia
SRR11183981	PRJNA526405	feces	Oceania	Australia
SRR11183371	PRJNA526405	feces	Oceania	Australia
SRR11183682	PRJNA526405	feces	Oceania	Australia
SRR8960345	PRJNA526405	feces	Oceania	Australia
SRR11124926	PRJNA526405	feces	Oceania	Australia
SRR11125480	PRJNA526405	feces	Oceania	Australia
SRR8960311	PRJNA526405	feces	Oceania	Australia
SRR8960160	PRJNA526405	feces	Oceania	Australia
SRR8960268	PRJNA526405	feces	Oceania	Australia
SRR11124683	PRJNA526405	feces	Oceania	Australia
SRR8960449	PRJNA526405	feces	Oceania	Australia
SRR8960208	PRJNA526405	feces	Oceania	Australia
SRR11125412	PRJNA526405	feces	Oceania	Australia
SRR11125530	PRJNA526405	feces	Oceania	Australia
SRR8960557	PRJNA526405	feces	Oceania	Australia
SRR11183860	PRJNA526405	feces	Oceania	Australia
SRR11126060	PRJNA526405	feces	Oceania	Australia
SRR11183473	PRJNA526405	feces	Oceania	Australia
SRR11125266	PRJNA526405	feces	Oceania	Australia
SRR11126133	PRJNA526405	feces	Oceania	Australia
SRR11125973	PRJNA526405	feces	Oceania	Australia
SRR11125246	PRJNA526405	feces	Oceania	Australia
SRR11126495	PRJNA526405	feces	Oceania	Australia
SRR11125705	PRJNA526405	feces	Oceania	Australia
SRR11183767	PRJNA526405	feces	Oceania	Australia
SRR11124687	PRJNA526405	feces	Oceania	Australia
SRR8960343	PRJNA526405	feces	Oceania	Australia
SRR8960398	PRJNA526405	feces	Oceania	Australia
SRR11124959	PRJNA526405	feces	Oceania	Australia
SRR8960167	PRJNA526405	feces	Oceania	Australia
SRR8960598	PRJNA526405	feces	Oceania	Australia
SRR11126144	PRJNA526405	feces	Oceania	Australia
SRR8960456	PRJNA526405	feces	Oceania	Australia
SRR11126120	PRJNA526405	feces	Oceania	Australia
SRR11124894	PRJNA526405	feces	Oceania	Australia
SRR8960336	PRJNA526405	feces	Oceania	Australia
SRR11183460	PRJNA526405	feces	Oceania	Australia
SRR8960357	PRJNA526405	feces	Oceania	Australia
SRR11125397	PRJNA526405	feces	Oceania	Australia
SRR11126448	PRJNA526405	feces	Oceania	Australia
SRR11126502	PRJNA526405	feces	Oceania	Australia
SRR11184024	PRJNA526405	feces	Oceania	Australia
SRR8960201	PRJNA526405	feces	Oceania	Australia
SRR11125111	PRJNA526405	feces	Oceania	Australia
SRR8960410	PRJNA526405	feces	Oceania	Australia
SRR8960459	PRJNA526405	feces	Oceania	Australia
SRR8960222	PRJNA526405	feces	Oceania	Australia
SRR11124703	PRJNA526405	feces	Oceania	Australia
SRR8960282	PRJNA526405	feces	Oceania	Australia
SRR8960396	PRJNA526405	feces	Oceania	Australia
SRR11125087	PRJNA526405	feces	Oceania	Australia
SRR11183784	PRJNA526405	feces	Oceania	Australia
SRR8960413	PRJNA526405	feces	Oceania	Australia
SRR8960473	PRJNA526405	feces	Oceania	Australia
SRR11125847	PRJNA526405	feces	Oceania	Australia
SRR11124817	PRJNA526405	feces	Oceania	Australia
SRR11183635	PRJNA526405	feces	Oceania	Australia
SRR11125112	PRJNA526405	feces	Oceania	Australia
SRR11183693	PRJNA526405	feces	Oceania	Australia
SRR11126127	PRJNA526405	feces	Oceania	Australia
SRR11183686	PRJNA526405	feces	Oceania	Australia
SRR11125216	PRJNA526405	feces	Oceania	Australia
SRR11126366	PRJNA526405	feces	Oceania	Australia
SRR8960424	PRJNA526405	feces	Oceania	Australia
SRR11125123	PRJNA526405	feces	Oceania	Australia
SRR11184020	PRJNA526405	feces	Oceania	Australia
SRR11125449	PRJNA526405	feces	Oceania	Australia
SRR8960309	PRJNA526405	feces	Oceania	Australia
SRR8960257	PRJNA526405	feces	Oceania	Australia
SRR11125118	PRJNA526405	feces	Oceania	Australia
SRR11125938	PRJNA526405	feces	Oceania	Australia
SRR11183885	PRJNA526405	feces	Oceania	Australia
SRR11126170	PRJNA526405	feces	Oceania	Australia
SRR11125838	PRJNA526405	feces	Oceania	Australia
SRR11125395	PRJNA526405	feces	Oceania	Australia
SRR8960467	PRJNA526405	feces	Oceania	Australia
SRR11125027	PRJNA526405	feces	Oceania	Australia
SRR11184062	PRJNA526405	feces	Oceania	Australia
SRR11126340	PRJNA526405	feces	Oceania	Australia
SRR11124998	PRJNA526405	feces	Oceania	Australia
SRR11124951	PRJNA526405	feces	Oceania	Australia
SRR11124857	PRJNA526405	feces	Oceania	Australia
SRR8960177	PRJNA526405	feces	Oceania	Australia
SRR8960566	PRJNA526405	feces	Oceania	Australia
SRR8960400	PRJNA526405	feces	Oceania	Australia
SRR11183759	PRJNA526405	feces	Oceania	Australia
SRR11125975	PRJNA526405	feces	Oceania	Australia
SRR11125104	PRJNA526405	feces	Oceania	Australia
SRR11124793	PRJNA526405	feces	Oceania	Australia
SRR8960390	PRJNA526405	feces	Oceania	Australia
SRR11184109	PRJNA526405	feces	Oceania	Australia
SRR11125384	PRJNA526405	feces	Oceania	Australia
SRR11183931	PRJNA526405	feces	Oceania	Australia
SRR11126363	PRJNA526405	feces	Oceania	Australia
SRR11125409	PRJNA526405	feces	Oceania	Australia
SRR11183977	PRJNA526405	feces	Oceania	Australia
SRR11126108	PRJNA526405	feces	Oceania	Australia
SRR11125435	PRJNA526405	feces	Oceania	Australia
SRR11125500	PRJNA526405	feces	Oceania	Australia
SRR11183655	PRJNA526405	feces	Oceania	Australia
SRR11125122	PRJNA526405	feces	Oceania	Australia
SRR11185257	PRJNA526405	feces	Oceania	Australia
SRR11124915	PRJNA526405	feces	Oceania	Australia
SRR11184055	PRJNA526405	feces	Oceania	Australia
SRR11124873	PRJNA526405	feces	Oceania	Australia
SRR11126160	PRJNA526405	feces	Oceania	Australia
SRR11125667	PRJNA526405	feces	Oceania	Australia
SRR11124883	PRJNA526405	feces	Oceania	Australia
SRR11183769	PRJNA526405	feces	Oceania	Australia
SRR11126399	PRJNA526405	feces	Oceania	Australia
SRR8960324	PRJNA526405	feces	Oceania	Australia
SRR11183648	PRJNA526405	feces	Oceania	Australia
SRR11125292	PRJNA526405	feces	Oceania	Australia
SRR11125875	PRJNA526405	feces	Oceania	Australia
SRR8960494	PRJNA526405	feces	Oceania	Australia
SRR11124991	PRJNA526405	feces	Oceania	Australia
SRR11124912	PRJNA526405	feces	Oceania	Australia
SRR11126365	PRJNA526405	feces	Oceania	Australia
SRR11125690	PRJNA526405	feces	Oceania	Australia
SRR11126304	PRJNA526405	feces	Oceania	Australia
SRR8960538	PRJNA526405	feces	Oceania	Australia
SRR8960099	PRJNA526405	feces	Oceania	Australia
SRR11126237	PRJNA526405	feces	Oceania	Australia
SRR8960521	PRJNA526405	feces	Oceania	Australia
SRR8960132	PRJNA526405	feces	Oceania	Australia
SRR11125410	PRJNA526405	feces	Oceania	Australia
SRR11125820	PRJNA526405	feces	Oceania	Australia
SRR11126171	PRJNA526405	feces	Oceania	Australia
SRR11183406	PRJNA526405	feces	Oceania	Australia
SRR11183823	PRJNA526405	feces	Oceania	Australia
SRR11125373	PRJNA526405	feces	Oceania	Australia
SRR11124787	PRJNA526405	feces	Oceania	Australia
SRR11184107	PRJNA526405	feces	Oceania	Australia
SRR11126299	PRJNA526405	feces	Oceania	Australia
SRR8960490	PRJNA526405	feces	Oceania	Australia
SRR11126130	PRJNA526405	feces	Oceania	Australia
SRR11124968	PRJNA526405	feces	Oceania	Australia
SRR11183988	PRJNA526405	feces	Oceania	Australia
SRR11124713	PRJNA526405	feces	Oceania	Australia
SRR11183384	PRJNA526405	feces	Oceania	Australia
SRR11185254	PRJNA526405	feces	Oceania	Australia
SRR8960314	PRJNA526405	feces	Oceania	Australia
SRR11124957	PRJNA526405	feces	Oceania	Australia
SRR11124767	PRJNA526405	feces	Oceania	Australia
SRR11125020	PRJNA526405	feces	Oceania	Australia
SRR11126285	PRJNA526405	feces	Oceania	Australia
SRR8960102	PRJNA526405	feces	Oceania	Australia
SRR8960135	PRJNA526405	feces	Oceania	Australia
SRR11126394	PRJNA526405	feces	Oceania	Australia
SRR11126078	PRJNA526405	feces	Oceania	Australia
SRR11184015	PRJNA526405	feces	Oceania	Australia
SRR11183839	PRJNA526405	feces	Oceania	Australia
SRR11183868	PRJNA526405	feces	Oceania	Australia
SRR11183477	PRJNA526405	feces	Oceania	Australia
SRR8960416	PRJNA526405	feces	Oceania	Australia
SRR11183553	PRJNA526405	feces	Oceania	Australia
SRR11125309	PRJNA526405	feces	Oceania	Australia
SRR11124680	PRJNA526405	feces	Oceania	Australia
SRR11125958	PRJNA526405	feces	Oceania	Australia
SRR11126411	PRJNA526405	feces	Oceania	Australia
SRR11125224	PRJNA526405	feces	Oceania	Australia
SRR11184022	PRJNA526405	feces	Oceania	Australia
SRR11183578	PRJNA526405	feces	Oceania	Australia
SRR11183437	PRJNA526405	feces	Oceania	Australia
SRR11126253	PRJNA526405	feces	Oceania	Australia
SRR8960157	PRJNA526405	feces	Oceania	Australia
SRR11183623	PRJNA526405	feces	Oceania	Australia
SRR8960486	PRJNA526405	feces	Oceania	Australia
SRR11183899	PRJNA526405	feces	Oceania	Australia
SRR11124796	PRJNA526405	feces	Oceania	Australia
SRR8960543	PRJNA526405	feces	Oceania	Australia
SRR11125943	PRJNA526405	feces	Oceania	Australia
SRR11183552	PRJNA526405	feces	Oceania	Australia
SRR11124752	PRJNA526405	feces	Oceania	Australia
SRR8960199	PRJNA526405	feces	Oceania	Australia
SRR11125051	PRJNA526405	feces	Oceania	Australia
SRR11183640	PRJNA526405	feces	Oceania	Australia
SRR8960378	PRJNA526405	feces	Oceania	Australia
SRR11183717	PRJNA526405	feces	Oceania	Australia
SRR8960332	PRJNA526405	feces	Oceania	Australia
SRR11124862	PRJNA526405	feces	Oceania	Australia
SRR11125256	PRJNA526405	feces	Oceania	Australia
SRR8960350	PRJNA526405	feces	Oceania	Australia
SRR8960312	PRJNA526405	feces	Oceania	Australia
SRR11125685	PRJNA526405	feces	Oceania	Australia
SRR8960545	PRJNA526405	feces	Oceania	Australia
SRR11125058	PRJNA526405	feces	Oceania	Australia
SRR11125883	PRJNA526405	feces	Oceania	Australia
SRR11125143	PRJNA526405	feces	Oceania	Australia
SRR11125293	PRJNA526405	feces	Oceania	Australia
SRR11126072	PRJNA526405	feces	Oceania	Australia
SRR11125983	PRJNA526405	feces	Oceania	Australia
SRR11124791	PRJNA526405	feces	Oceania	Australia
SRR11185262	PRJNA526405	feces	Oceania	Australia
SRR11125127	PRJNA526405	feces	Oceania	Australia
SRR8960369	PRJNA526405	feces	Oceania	Australia
SRR11126189	PRJNA526405	feces	Oceania	Australia
SRR11183633	PRJNA526405	feces	Oceania	Australia
SRR8960279	PRJNA526405	feces	Oceania	Australia
SRR8960228	PRJNA526405	feces	Oceania	Australia
SRR11185264	PRJNA526405	feces	Oceania	Australia
SRR11126079	PRJNA526405	feces	Oceania	Australia
SRR11183995	PRJNA526405	feces	Oceania	Australia
SRR11125665	PRJNA526405	feces	Oceania	Australia
SRR11125090	PRJNA526405	feces	Oceania	Australia
SRR11126471	PRJNA526405	feces	Oceania	Australia
SRR11124738	PRJNA526405	feces	Oceania	Australia
SRR11126421	PRJNA526405	feces	Oceania	Australia
SRR8960327	PRJNA526405	feces	Oceania	Australia
SRR8960254	PRJNA526405	feces	Oceania	Australia
SRR11183515	PRJNA526405	feces	Oceania	Australia
SRR11124992	PRJNA526405	feces	Oceania	Australia
SRR8960539	PRJNA526405	feces	Oceania	Australia
SRR8960478	PRJNA526405	feces	Oceania	Australia
SRR11125021	PRJNA526405	feces	Oceania	Australia
SRR11124755	PRJNA526405	feces	Oceania	Australia
SRR11183758	PRJNA526405	feces	Oceania	Australia
SRR8960243	PRJNA526405	feces	Oceania	Australia
SRR11124800	PRJNA526405	feces	Oceania	Australia
SRR11125507	PRJNA526405	feces	Oceania	Australia
SRR11124794	PRJNA526405	feces	Oceania	Australia
SRR8960372	PRJNA526405	feces	Oceania	Australia
SRR11124731	PRJNA526405	feces	Oceania	Australia
SRR11126467	PRJNA526405	feces	Oceania	Australia
SRR11125990	PRJNA526405	feces	Oceania	Australia
SRR8960173	PRJNA526405	feces	Oceania	Australia
SRR11125150	PRJNA526405	feces	Oceania	Australia
SRR8960187	PRJNA526405	feces	Oceania	Australia
SRR11126377	PRJNA526405	feces	Oceania	Australia
SRR8960121	PRJNA526405	feces	Oceania	Australia
SRR11126475	PRJNA526405	feces	Oceania	Australia
SRR8960455	PRJNA526405	feces	Oceania	Australia
SRR11183536	PRJNA526405	feces	Oceania	Australia
SRR8960493	PRJNA526405	feces	Oceania	Australia
SRR11125785	PRJNA526405	feces	Oceania	Australia
SRR11126295	PRJNA526405	feces	Oceania	Australia
SRR11183681	PRJNA526405	feces	Oceania	Australia
SRR11126271	PRJNA526405	feces	Oceania	Australia
SRR11183929	PRJNA526405	feces	Oceania	Australia
SRR8960325	PRJNA526405	feces	Oceania	Australia
SRR11126175	PRJNA526405	feces	Oceania	Australia
SRR11125103	PRJNA526405	feces	Oceania	Australia
SRR8960176	PRJNA526405	feces	Oceania	Australia
SRR11126318	PRJNA526405	feces	Oceania	Australia
SRR8960136	PRJNA526405	feces	Oceania	Australia
SRR8960348	PRJNA526405	feces	Oceania	Australia
SRR11125977	PRJNA526405	feces	Oceania	Australia
SRR8960465	PRJNA526405	feces	Oceania	Australia
SRR8960252	PRJNA526405	feces	Oceania	Australia
SRR11126113	PRJNA526405	feces	Oceania	Australia
SRR8960110	PRJNA526405	feces	Oceania	Australia
SRR11183697	PRJNA526405	feces	Oceania	Australia
SRR8960214	PRJNA526405	feces	Oceania	Australia
SRR8960081	PRJNA526405	feces	Oceania	Australia
SRR8960204	PRJNA526405	feces	Oceania	Australia
SRR11183494	PRJNA526405	feces	Oceania	Australia
SRR11185227	PRJNA526405	feces	Oceania	Australia
SRR11183920	PRJNA526405	feces	Oceania	Australia
SRR11125347	PRJNA526405	feces	Oceania	Australia
SRR8960113	PRJNA526405	feces	Oceania	Australia
SRR11126403	PRJNA526405	feces	Oceania	Australia
SRR11183940	PRJNA526405	feces	Oceania	Australia
SRR11125989	PRJNA526405	feces	Oceania	Australia
SRR11124732	PRJNA526405	feces	Oceania	Australia
SRR11126480	PRJNA526405	feces	Oceania	Australia
SRR11126066	PRJNA526405	feces	Oceania	Australia
SRR8960507	PRJNA526405	feces	Oceania	Australia
SRR11124818	PRJNA526405	feces	Oceania	Australia
SRR11126464	PRJNA526405	feces	Oceania	Australia
SRR11183898	PRJNA526405	feces	Oceania	Australia
SRR8960475	PRJNA526405	feces	Oceania	Australia
SRR8960232	PRJNA526405	feces	Oceania	Australia
SRR11126194	PRJNA526405	feces	Oceania	Australia
SRR11183677	PRJNA526405	feces	Oceania	Australia
SRR11183794	PRJNA526405	feces	Oceania	Australia
SRR11125420	PRJNA526405	feces	Oceania	Australia
SRR11183726	PRJNA526405	feces	Oceania	Australia
SRR11124801	PRJNA526405	feces	Oceania	Australia
SRR11183551	PRJNA526405	feces	Oceania	Australia
SRR11183768	PRJNA526405	feces	Oceania	Australia
SRR11126451	PRJNA526405	feces	Oceania	Australia
SRR8960404	PRJNA526405	feces	Oceania	Australia
SRR8960125	PRJNA526405	feces	Oceania	Australia
SRR11183359	PRJNA526405	feces	Oceania	Australia
SRR8960351	PRJNA526405	feces	Oceania	Australia
SRR8960528	PRJNA526405	feces	Oceania	Australia
SRR11125448	PRJNA526405	feces	Oceania	Australia
SRR11125664	PRJNA526405	feces	Oceania	Australia
SRR11125743	PRJNA526405	feces	Oceania	Australia
SRR11125777	PRJNA526405	feces	Oceania	Australia
SRR11125498	PRJNA526405	feces	Oceania	Australia
SRR8960202	PRJNA526405	feces	Oceania	Australia
SRR11124702	PRJNA526405	feces	Oceania	Australia
SRR8960251	PRJNA526405	feces	Oceania	Australia
SRR11124741	PRJNA526405	feces	Oceania	Australia
SRR8960561	PRJNA526405	feces	Oceania	Australia
SRR8960533	PRJNA526405	feces	Oceania	Australia
SRR11184019	PRJNA526405	feces	Oceania	Australia
SRR11125028	PRJNA526405	feces	Oceania	Australia
SRR11125650	PRJNA526405	feces	Oceania	Australia
SRR11125101	PRJNA526405	feces	Oceania	Australia
SRR11183441	PRJNA526405	feces	Oceania	Australia
SRR8960284	PRJNA526405	feces	Oceania	Australia
SRR11183730	PRJNA526405	feces	Oceania	Australia
SRR8960554	PRJNA526405	feces	Oceania	Australia
SRR11124756	PRJNA526405	feces	Oceania	Australia
SRR11125210	PRJNA526405	feces	Oceania	Australia
SRR11126180	PRJNA526405	feces	Oceania	Australia
SRR11125657	PRJNA526405	feces	Oceania	Australia
SRR8960590	PRJNA526405	feces	Oceania	Australia
SRR11183354	PRJNA526405	feces	Oceania	Australia
SRR11183928	PRJNA526405	feces	Oceania	Australia
SRR11125126	PRJNA526405	feces	Oceania	Australia
SRR11126401	PRJNA526405	feces	Oceania	Australia
SRR11124955	PRJNA526405	feces	Oceania	Australia
SRR11126395	PRJNA526405	feces	Oceania	Australia
SRR8960387	PRJNA526405	feces	Oceania	Australia
SRR11124806	PRJNA526405	feces	Oceania	Australia
SRR11183942	PRJNA526405	feces	Oceania	Australia
SRR11125434	PRJNA526405	feces	Oceania	Australia
SRR11126091	PRJNA526405	feces	Oceania	Australia
SRR11183790	PRJNA526405	feces	Oceania	Australia
SRR11125680	PRJNA526405	feces	Oceania	Australia
SRR11183695	PRJNA526405	feces	Oceania	Australia
SRR11124701	PRJNA526405	feces	Oceania	Australia
SRR8960278	PRJNA526405	feces	Oceania	Australia
SRR11126418	PRJNA526405	feces	Oceania	Australia
SRR11125768	PRJNA526405	feces	Oceania	Australia
SRR11125330	PRJNA526405	feces	Oceania	Australia
SRR11183877	PRJNA526405	feces	Oceania	Australia
SRR11125557	PRJNA526405	feces	Oceania	Australia
SRR8960523	PRJNA526405	feces	Oceania	Australia
SRR11125741	PRJNA526405	feces	Oceania	Australia
SRR11124848	PRJNA526405	feces	Oceania	Australia
SRR11125922	PRJNA526405	feces	Oceania	Australia
SRR11124868	PRJNA526405	feces	Oceania	Australia
SRR8960084	PRJNA526405	feces	Oceania	Australia
SRR11125128	PRJNA526405	feces	Oceania	Australia
SRR11125965	PRJNA526405	feces	Oceania	Australia
SRR8960288	PRJNA526405	feces	Oceania	Australia
SRR11125342	PRJNA526405	feces	Oceania	Australia
SRR11124907	PRJNA526405	feces	Oceania	Australia
SRR11126099	PRJNA526405	feces	Oceania	Australia
SRR11125544	PRJNA526405	feces	Oceania	Australia
