Run	BioProject	Source	continent	country
SRR11185228	PRJNA526405	feces	Oceania	Australia
SRR11126279	PRJNA526405	feces	Oceania	Australia
SRR11125370	PRJNA526405	feces	Oceania	Australia
SRR11125908	PRJNA526405	feces	Oceania	Australia
SRR11124761	PRJNA526405	feces	Oceania	Australia
SRR11184103	PRJNA526405	feces	Oceania	Australia
SRR11125273	PRJNA526405	feces	Oceania	Australia
SRR8960540	PRJNA526405	feces	Oceania	Australia
SRR11183813	PRJNA526405	feces	Oceania	Australia
SRR11183527	PRJNA526405	feces	Oceania	Australia
SRR11125376	PRJNA526405	feces	Oceania	Australia
SRR8960317	PRJNA526405	feces	Oceania	Australia
SRR8960479	PRJNA526405	feces	Oceania	Australia
SRR8960461	PRJNA526405	feces	Oceania	Australia
SRR11124927	PRJNA526405	feces	Oceania	Australia
SRR11183754	PRJNA526405	feces	Oceania	Australia
SRR11126059	PRJNA526405	feces	Oceania	Australia
SRR11183666	PRJNA526405	feces	Oceania	Australia
SRR11126086	PRJNA526405	feces	Oceania	Australia
SRR11183687	PRJNA526405	feces	Oceania	Australia
SRR8960591	PRJNA526405	feces	Oceania	Australia
SRR8960076	PRJNA526405	feces	Oceania	Australia
SRR11124685	PRJNA526405	feces	Oceania	Australia
SRR11125415	PRJNA526405	feces	Oceania	Australia
SRR8960564	PRJNA526405	feces	Oceania	Australia
SRR11125467	PRJNA526405	feces	Oceania	Australia
SRR8960434	PRJNA526405	feces	Oceania	Australia
SRR11126064	PRJNA526405	feces	Oceania	Australia
SRR8960213	PRJNA526405	feces	Oceania	Australia
SRR8960128	PRJNA526405	feces	Oceania	Australia
SRR11183447	PRJNA526405	feces	Oceania	Australia
SRR8960271	PRJNA526405	feces	Oceania	Australia
SRR8960408	PRJNA526405	feces	Oceania	Australia
SRR8960537	PRJNA526405	feces	Oceania	Australia
SRR11125971	PRJNA526405	feces	Oceania	Australia
SRR11183741	PRJNA526405	feces	Oceania	Australia
SRR11125357	PRJNA526405	feces	Oceania	Australia
SRR11183909	PRJNA526405	feces	Oceania	Australia
SRR11184083	PRJNA526405	feces	Oceania	Australia
SRR11126073	PRJNA526405	feces	Oceania	Australia
SRR11126466	PRJNA526405	feces	Oceania	Australia
SRR8960144	PRJNA526405	feces	Oceania	Australia
SRR8960432	PRJNA526405	feces	Oceania	Australia
SRR8960316	PRJNA526405	feces	Oceania	Australia
SRR8960301	PRJNA526405	feces	Oceania	Australia
SRR8960323	PRJNA526405	feces	Oceania	Australia
SRR11124973	PRJNA526405	feces	Oceania	Australia
SRR8960322	PRJNA526405	feces	Oceania	Australia
SRR11124838	PRJNA526405	feces	Oceania	Australia
SRR11125236	PRJNA526405	feces	Oceania	Australia
SRR11126085	PRJNA526405	feces	Oceania	Australia
SRR11124996	PRJNA526405	feces	Oceania	Australia
SRR11183984	PRJNA526405	feces	Oceania	Australia
SRR11125539	PRJNA526405	feces	Oceania	Australia
SRR11125765	PRJNA526405	feces	Oceania	Australia
SRR11124712	PRJNA526405	feces	Oceania	Australia
SRR11126111	PRJNA526405	feces	Oceania	Australia
SRR8960318	PRJNA526405	feces	Oceania	Australia
SRR11183590	PRJNA526405	feces	Oceania	Australia
SRR11126309	PRJNA526405	feces	Oceania	Australia
SRR11183722	PRJNA526405	feces	Oceania	Australia
SRR11183445	PRJNA526405	feces	Oceania	Australia
SRR8960131	PRJNA526405	feces	Oceania	Australia
SRR11183302	PRJNA526405	feces	Oceania	Australia
SRR11126283	PRJNA526405	feces	Oceania	Australia
SRR11126499	PRJNA526405	feces	Oceania	Australia
SRR11126420	PRJNA526405	feces	Oceania	Australia
SRR8960267	PRJNA526405	feces	Oceania	Australia
SRR11125188	PRJNA526405	feces	Oceania	Australia
SRR11185252	PRJNA526405	feces	Oceania	Australia
SRR11125284	PRJNA526405	feces	Oceania	Australia
SRR11183349	PRJNA526405	feces	Oceania	Australia
SRR8960569	PRJNA526405	feces	Oceania	Australia
SRR11125041	PRJNA526405	feces	Oceania	Australia
SRR8960300	PRJNA526405	feces	Oceania	Australia
SRR11126523	PRJNA526405	feces	Oceania	Australia
SRR11183513	PRJNA526405	feces	Oceania	Australia
SRR11183765	PRJNA526405	feces	Oceania	Australia
SRR11183538	PRJNA526405	feces	Oceania	Australia
SRR8960293	PRJNA526405	feces	Oceania	Australia
SRR8960174	PRJNA526405	feces	Oceania	Australia
SRR11126316	PRJNA526405	feces	Oceania	Australia
SRR8960412	PRJNA526405	feces	Oceania	Australia
SRR11183957	PRJNA526405	feces	Oceania	Australia
SRR11125086	PRJNA526405	feces	Oceania	Australia
SRR8960556	PRJNA526405	feces	Oceania	Australia
SRR8960258	PRJNA526405	feces	Oceania	Australia
SRR8960430	PRJNA526405	feces	Oceania	Australia
SRR8960261	PRJNA526405	feces	Oceania	Australia
SRR11126503	PRJNA526405	feces	Oceania	Australia
SRR11125145	PRJNA526405	feces	Oceania	Australia
SRR8960389	PRJNA526405	feces	Oceania	Australia
SRR11126398	PRJNA526405	feces	Oceania	Australia
SRR11183573	PRJNA526405	feces	Oceania	Australia
SRR11125237	PRJNA526405	feces	Oceania	Australia
SRR8960147	PRJNA526405	feces	Oceania	Australia
SRR8960285	PRJNA526405	feces	Oceania	Australia
SRR11126388	PRJNA526405	feces	Oceania	Australia
SRR11126242	PRJNA526405	feces	Oceania	Australia
SRR8960290	PRJNA526405	feces	Oceania	Australia
SRR11126019	PRJNA526405	feces	Oceania	Australia
SRR11183753	PRJNA526405	feces	Oceania	Australia
SRR11125322	PRJNA526405	feces	Oceania	Australia
SRR11126119	PRJNA526405	feces	Oceania	Australia
SRR11125471	PRJNA526405	feces	Oceania	Australia
SRR8960086	PRJNA526405	feces	Oceania	Australia
SRR11183865	PRJNA526405	feces	Oceania	Australia
SRR11125362	PRJNA526405	feces	Oceania	Australia
SRR8960212	PRJNA526405	feces	Oceania	Australia
SRR8960392	PRJNA526405	feces	Oceania	Australia
SRR8960109	PRJNA526405	feces	Oceania	Australia
SRR11125089	PRJNA526405	feces	Oceania	Australia
SRR8960399	PRJNA526405	feces	Oceania	Australia
SRR11125873	PRJNA526405	feces	Oceania	Australia
SRR11183901	PRJNA526405	feces	Oceania	Australia
SRR11125790	PRJNA526405	feces	Oceania	Australia
SRR11183543	PRJNA526405	feces	Oceania	Australia
SRR11183423	PRJNA526405	feces	Oceania	Australia
SRR8960529	PRJNA526405	feces	Oceania	Australia
SRR11125881	PRJNA526405	feces	Oceania	Australia
SRR8960375	PRJNA526405	feces	Oceania	Australia
SRR8960178	PRJNA526405	feces	Oceania	Australia
SRR11125135	PRJNA526405	feces	Oceania	Australia
SRR11126429	PRJNA526405	feces	Oceania	Australia
SRR11124901	PRJNA526405	feces	Oceania	Australia
SRR11183550	PRJNA526405	feces	Oceania	Australia
SRR8960189	PRJNA526405	feces	Oceania	Australia
SRR8960093	PRJNA526405	feces	Oceania	Australia
SRR11125642	PRJNA526405	feces	Oceania	Australia
SRR8960562	PRJNA526405	feces	Oceania	Australia
SRR11124724	PRJNA526405	feces	Oceania	Australia
SRR11183752	PRJNA526405	feces	Oceania	Australia
SRR8960152	PRJNA526405	feces	Oceania	Australia
SRR11124744	PRJNA526405	feces	Oceania	Australia
SRR11125287	PRJNA526405	feces	Oceania	Australia
SRR11125736	PRJNA526405	feces	Oceania	Australia
SRR11126233	PRJNA526405	feces	Oceania	Australia
SRR8960516	PRJNA526405	feces	Oceania	Australia
SRR8960401	PRJNA526405	feces	Oceania	Australia
SRR8960417	PRJNA526405	feces	Oceania	Australia
SRR11126269	PRJNA526405	feces	Oceania	Australia
SRR11183816	PRJNA526405	feces	Oceania	Australia
SRR11126058	PRJNA526405	feces	Oceania	Australia
SRR11183432	PRJNA526405	feces	Oceania	Australia
SRR11125861	PRJNA526405	feces	Oceania	Australia
SRR11124869	PRJNA526405	feces	Oceania	Australia
SRR8960550	PRJNA526405	feces	Oceania	Australia
SRR11125447	PRJNA526405	feces	Oceania	Australia
SRR11125345	PRJNA526405	feces	Oceania	Australia
SRR11125493	PRJNA526405	feces	Oceania	Australia
SRR11125315	PRJNA526405	feces	Oceania	Australia
SRR11125100	PRJNA526405	feces	Oceania	Australia
SRR11124879	PRJNA526405	feces	Oceania	Australia
SRR11184100	PRJNA526405	feces	Oceania	Australia
SRR11183418	PRJNA526405	feces	Oceania	Australia
SRR8960094	PRJNA526405	feces	Oceania	Australia
SRR11183824	PRJNA526405	feces	Oceania	Australia
SRR11124760	PRJNA526405	feces	Oceania	Australia
SRR11125074	PRJNA526405	feces	Oceania	Australia
SRR11126373	PRJNA526405	feces	Oceania	Australia
SRR11124824	PRJNA526405	feces	Oceania	Australia
SRR8960358	PRJNA526405	feces	Oceania	Australia
SRR8960463	PRJNA526405	feces	Oceania	Australia
SRR8960602	PRJNA526405	feces	Oceania	Australia
SRR11124773	PRJNA526405	feces	Oceania	Australia
SRR11126257	PRJNA526405	feces	Oceania	Australia
SRR8960266	PRJNA526405	feces	Oceania	Australia
SRR11183422	PRJNA526405	feces	Oceania	Australia
SRR11124714	PRJNA526405	feces	Oceania	Australia
SRR8960453	PRJNA526405	feces	Oceania	Australia
SRR11184059	PRJNA526405	feces	Oceania	Australia
SRR11183923	PRJNA526405	feces	Oceania	Australia
SRR11183939	PRJNA526405	feces	Oceania	Australia
SRR8960223	PRJNA526405	feces	Oceania	Australia
SRR11125151	PRJNA526405	feces	Oceania	Australia
SRR8960520	PRJNA526405	feces	Oceania	Australia
SRR11125107	PRJNA526405	feces	Oceania	Australia
SRR8960330	PRJNA526405	feces	Oceania	Australia
SRR11125707	PRJNA526405	feces	Oceania	Australia
SRR11183483	PRJNA526405	feces	Oceania	Australia
SRR11183431	PRJNA526405	feces	Oceania	Australia
SRR11126265	PRJNA526405	feces	Oceania	Australia
SRR8960603	PRJNA526405	feces	Oceania	Australia
SRR11125839	PRJNA526405	feces	Oceania	Australia
SRR11124765	PRJNA526405	feces	Oceania	Australia
SRR11183862	PRJNA526405	feces	Oceania	Australia
SRR11125427	PRJNA526405	feces	Oceania	Australia
SRR11125632	PRJNA526405	feces	Oceania	Australia
SRR11183925	PRJNA526405	feces	Oceania	Australia
SRR11126526	PRJNA526405	feces	Oceania	Australia
SRR11125903	PRJNA526405	feces	Oceania	Australia
SRR8960522	PRJNA526405	feces	Oceania	Australia
SRR11125124	PRJNA526405	feces	Oceania	Australia
SRR8960492	PRJNA526405	feces	Oceania	Australia
SRR11184104	PRJNA526405	feces	Oceania	Australia
SRR11183516	PRJNA526405	feces	Oceania	Australia
SRR11124896	PRJNA526405	feces	Oceania	Australia
SRR8960484	PRJNA526405	feces	Oceania	Australia
SRR11184054	PRJNA526405	feces	Oceania	Australia
SRR11183411	PRJNA526405	feces	Oceania	Australia
SRR11125017	PRJNA526405	feces	Oceania	Australia
SRR11126333	PRJNA526405	feces	Oceania	Australia
SRR11183878	PRJNA526405	feces	Oceania	Australia
SRR11183772	PRJNA526405	feces	Oceania	Australia
SRR11183301	PRJNA526405	feces	Oceania	Australia
SRR11126381	PRJNA526405	feces	Oceania	Australia
SRR11183449	PRJNA526405	feces	Oceania	Australia
SRR11124766	PRJNA526405	feces	Oceania	Australia
SRR11183908	PRJNA526405	feces	Oceania	Australia
SRR8960162	PRJNA526405	feces	Oceania	Australia
SRR11125483	PRJNA526405	feces	Oceania	Australia
SRR11124662	PRJNA526405	feces	Oceania	Australia
SRR8960080	PRJNA526405	feces	Oceania	Australia
SRR11125783	PRJNA526405	feces	Oceania	Australia
SRR11126080	PRJNA526405	feces	Oceania	Australia
SRR11183412	PRJNA526405	feces	Oceania	Australia
SRR11183691	PRJNA526405	feces	Oceania	Australia
SRR11125297	PRJNA526405	feces	Oceania	Australia
SRR8960428	PRJNA526405	feces	Oceania	Australia
SRR11183347	PRJNA526405	feces	Oceania	Australia
SRR11126370	PRJNA526405	feces	Oceania	Australia
SRR11125811	PRJNA526405	feces	Oceania	Australia
SRR11183499	PRJNA526405	feces	Oceania	Australia
SRR11125531	PRJNA526405	feces	Oceania	Australia
SRR8960549	PRJNA526405	feces	Oceania	Australia
SRR11125481	PRJNA526405	feces	Oceania	Australia
SRR11126212	PRJNA526405	feces	Oceania	Australia
SRR8960231	PRJNA526405	feces	Oceania	Australia
SRR8960420	PRJNA526405	feces	Oceania	Australia
SRR11125712	PRJNA526405	feces	Oceania	Australia
SRR11183804	PRJNA526405	feces	Oceania	Australia
SRR11184004	PRJNA526405	feces	Oceania	Australia
SRR11126219	PRJNA526405	feces	Oceania	Australia
SRR11183336	PRJNA526405	feces	Oceania	Australia
SRR11124962	PRJNA526405	feces	Oceania	Australia
SRR11124829	PRJNA526405	feces	Oceania	Australia
SRR11126163	PRJNA526405	feces	Oceania	Australia
SRR8960105	PRJNA526405	feces	Oceania	Australia
SRR11185245	PRJNA526405	feces	Oceania	Australia
SRR11125863	PRJNA526405	feces	Oceania	Australia
SRR11125821	PRJNA526405	feces	Oceania	Australia
SRR11124995	PRJNA526405	feces	Oceania	Australia
SRR11183990	PRJNA526405	feces	Oceania	Australia
SRR8960233	PRJNA526405	feces	Oceania	Australia
SRR11125473	PRJNA526405	feces	Oceania	Australia
SRR8960124	PRJNA526405	feces	Oceania	Australia
SRR8960558	PRJNA526405	feces	Oceania	Australia
SRR8960091	PRJNA526405	feces	Oceania	Australia
SRR8960585	PRJNA526405	feces	Oceania	Australia
SRR11125921	PRJNA526405	feces	Oceania	Australia
SRR11125770	PRJNA526405	feces	Oceania	Australia
SRR11125081	PRJNA526405	feces	Oceania	Australia
SRR11125876	PRJNA526405	feces	Oceania	Australia
SRR11183947	PRJNA526405	feces	Oceania	Australia
SRR11183478	PRJNA526405	feces	Oceania	Australia
SRR11125780	PRJNA526405	feces	Oceania	Australia
SRR8960092	PRJNA526405	feces	Oceania	Australia
SRR11125919	PRJNA526405	feces	Oceania	Australia
SRR8960366	PRJNA526405	feces	Oceania	Australia
SRR11125258	PRJNA526405	feces	Oceania	Australia
SRR8960381	PRJNA526405	feces	Oceania	Australia
SRR11183882	PRJNA526405	feces	Oceania	Australia
SRR11125936	PRJNA526405	feces	Oceania	Australia
SRR11126517	PRJNA526405	feces	Oceania	Australia
SRR11126483	PRJNA526405	feces	Oceania	Australia
SRR11125072	PRJNA526405	feces	Oceania	Australia
SRR11124770	PRJNA526405	feces	Oceania	Australia
SRR11125406	PRJNA526405	feces	Oceania	Australia
SRR8960205	PRJNA526405	feces	Oceania	Australia
SRR11125882	PRJNA526405	feces	Oceania	Australia
SRR11125505	PRJNA526405	feces	Oceania	Australia
SRR11183320	PRJNA526405	feces	Oceania	Australia
SRR11125837	PRJNA526405	feces	Oceania	Australia
SRR11125542	PRJNA526405	feces	Oceania	Australia
SRR8960331	PRJNA526405	feces	Oceania	Australia
SRR11126022	PRJNA526405	feces	Oceania	Australia
SRR8960283	PRJNA526405	feces	Oceania	Australia
SRR11124910	PRJNA526405	feces	Oceania	Australia
SRR11125095	PRJNA526405	feces	Oceania	Australia
SRR11126074	PRJNA526405	feces	Oceania	Australia
SRR11125164	PRJNA526405	feces	Oceania	Australia
SRR11183368	PRJNA526405	feces	Oceania	Australia
SRR11124675	PRJNA526405	feces	Oceania	Australia
SRR8960237	PRJNA526405	feces	Oceania	Australia
SRR8960352	PRJNA526405	feces	Oceania	Australia
SRR11124660	PRJNA526405	feces	Oceania	Australia
SRR11183397	PRJNA526405	feces	Oceania	Australia
SRR8960221	PRJNA526405	feces	Oceania	Australia
SRR11126105	PRJNA526405	feces	Oceania	Australia
SRR11125446	PRJNA526405	feces	Oceania	Australia
SRR8960250	PRJNA526405	feces	Oceania	Australia
SRR11183440	PRJNA526405	feces	Oceania	Australia
SRR11184072	PRJNA526405	feces	Oceania	Australia
SRR11124840	PRJNA526405	feces	Oceania	Australia
SRR11183375	PRJNA526405	feces	Oceania	Australia
SRR11183786	PRJNA526405	feces	Oceania	Australia
SRR11125442	PRJNA526405	feces	Oceania	Australia
SRR8960281	PRJNA526405	feces	Oceania	Australia
SRR11125328	PRJNA526405	feces	Oceania	Australia
SRR8960445	PRJNA526405	feces	Oceania	Australia
SRR11125457	PRJNA526405	feces	Oceania	Australia
SRR11125862	PRJNA526405	feces	Oceania	Australia
SRR11124822	PRJNA526405	feces	Oceania	Australia
SRR11125233	PRJNA526405	feces	Oceania	Australia
SRR11125045	PRJNA526405	feces	Oceania	Australia
SRR11126266	PRJNA526405	feces	Oceania	Australia
SRR11183427	PRJNA526405	feces	Oceania	Australia
SRR11125952	PRJNA526405	feces	Oceania	Australia
SRR11183789	PRJNA526405	feces	Oceania	Australia
SRR11183930	PRJNA526405	feces	Oceania	Australia
SRR8960159	PRJNA526405	feces	Oceania	Australia
SRR11125537	PRJNA526405	feces	Oceania	Australia
SRR11183805	PRJNA526405	feces	Oceania	Australia
SRR8960364	PRJNA526405	feces	Oceania	Australia
SRR11125158	PRJNA526405	feces	Oceania	Australia
SRR11183459	PRJNA526405	feces	Oceania	Australia
SRR11125167	PRJNA526405	feces	Oceania	Australia
SRR11124843	PRJNA526405	feces	Oceania	Australia
SRR8960458	PRJNA526405	feces	Oceania	Australia
SRR11125888	PRJNA526405	feces	Oceania	Australia
SRR11125641	PRJNA526405	feces	Oceania	Australia
SRR8960587	PRJNA526405	feces	Oceania	Australia
SRR11183560	PRJNA526405	feces	Oceania	Australia
SRR11126188	PRJNA526405	feces	Oceania	Australia
SRR11125751	PRJNA526405	feces	Oceania	Australia
SRR11183954	PRJNA526405	feces	Oceania	Australia
SRR11126239	PRJNA526405	feces	Oceania	Australia
SRR8960164	PRJNA526405	feces	Oceania	Australia
SRR11183358	PRJNA526405	feces	Oceania	Australia
SRR11184078	PRJNA526405	feces	Oceania	Australia
SRR8960457	PRJNA526405	feces	Oceania	Australia
SRR11126312	PRJNA526405	feces	Oceania	Australia
SRR11183549	PRJNA526405	feces	Oceania	Australia
SRR8960249	PRJNA526405	feces	Oceania	Australia
SRR11126532	PRJNA526405	feces	Oceania	Australia
SRR11124929	PRJNA526405	feces	Oceania	Australia
SRR11126519	PRJNA526405	feces	Oceania	Australia
SRR11124839	PRJNA526405	feces	Oceania	Australia
SRR11126223	PRJNA526405	feces	Oceania	Australia
SRR8960171	PRJNA526405	feces	Oceania	Australia
SRR8960235	PRJNA526405	feces	Oceania	Australia
SRR11125729	PRJNA526405	feces	Oceania	Australia
SRR11125763	PRJNA526405	feces	Oceania	Australia
SRR11124974	PRJNA526405	feces	Oceania	Australia
SRR11125486	PRJNA526405	feces	Oceania	Australia
SRR11184091	PRJNA526405	feces	Oceania	Australia
SRR8960295	PRJNA526405	feces	Oceania	Australia
SRR11185250	PRJNA526405	feces	Oceania	Australia
SRR8960163	PRJNA526405	feces	Oceania	Australia
SRR11183815	PRJNA526405	feces	Oceania	Australia
SRR11183842	PRJNA526405	feces	Oceania	Australia
SRR11125413	PRJNA526405	feces	Oceania	Australia
SRR11183689	PRJNA526405	feces	Oceania	Australia
SRR8960185	PRJNA526405	feces	Oceania	Australia
SRR11126512	PRJNA526405	feces	Oceania	Australia
SRR11183658	PRJNA526405	feces	Oceania	Australia
SRR11125160	PRJNA526405	feces	Oceania	Australia
SRR11125954	PRJNA526405	feces	Oceania	Australia
SRR11125740	PRJNA526405	feces	Oceania	Australia
SRR11125526	PRJNA526405	feces	Oceania	Australia
SRR11125385	PRJNA526405	feces	Oceania	Australia
SRR11183873	PRJNA526405	feces	Oceania	Australia
SRR11126436	PRJNA526405	feces	Oceania	Australia
SRR8960137	PRJNA526405	feces	Oceania	Australia
SRR8960577	PRJNA526405	feces	Oceania	Australia
SRR11126361	PRJNA526405	feces	Oceania	Australia
SRR11183585	PRJNA526405	feces	Oceania	Australia
SRR8960576	PRJNA526405	feces	Oceania	Australia
SRR11183855	PRJNA526405	feces	Oceania	Australia
SRR8960483	PRJNA526405	feces	Oceania	Australia
SRR11183490	PRJNA526405	feces	Oceania	Australia
SRR11183592	PRJNA526405	feces	Oceania	Australia
SRR11126273	PRJNA526405	feces	Oceania	Australia
SRR11126358	PRJNA526405	feces	Oceania	Australia
SRR8960340	PRJNA526405	feces	Oceania	Australia
SRR11185263	PRJNA526405	feces	Oceania	Australia
SRR11125906	PRJNA526405	feces	Oceania	Australia
SRR11126104	PRJNA526405	feces	Oceania	Australia
SRR8960078	PRJNA526405	feces	Oceania	Australia
SRR8960320	PRJNA526405	feces	Oceania	Australia
SRR11125259	PRJNA526405	feces	Oceania	Australia
SRR11183710	PRJNA526405	feces	Oceania	Australia
SRR11183357	PRJNA526405	feces	Oceania	Australia
SRR11185239	PRJNA526405	feces	Oceania	Australia
SRR11125886	PRJNA526405	feces	Oceania	Australia
SRR8960568	PRJNA526405	feces	Oceania	Australia
SRR8960130	PRJNA526405	feces	Oceania	Australia
SRR11125046	PRJNA526405	feces	Oceania	Australia
SRR11183950	PRJNA526405	feces	Oceania	Australia
SRR8960613	PRJNA526405	feces	Oceania	Australia
SRR11125857	PRJNA526405	feces	Oceania	Australia
SRR11183867	PRJNA526405	feces	Oceania	Australia
SRR8960200	PRJNA526405	feces	Oceania	Australia
SRR11184046	PRJNA526405	feces	Oceania	Australia
SRR11125173	PRJNA526405	feces	Oceania	Australia
SRR11183806	PRJNA526405	feces	Oceania	Australia
SRR11183631	PRJNA526405	feces	Oceania	Australia
SRR11183884	PRJNA526405	feces	Oceania	Australia
SRR11126214	PRJNA526405	feces	Oceania	Australia
SRR8960560	PRJNA526405	feces	Oceania	Australia
SRR11183770	PRJNA526405	feces	Oceania	Australia
SRR11125459	PRJNA526405	feces	Oceania	Australia
SRR8960305	PRJNA526405	feces	Oceania	Australia
SRR8960253	PRJNA526405	feces	Oceania	Australia
SRR11126293	PRJNA526405	feces	Oceania	Australia
SRR8960179	PRJNA526405	feces	Oceania	Australia
SRR11125982	PRJNA526405	feces	Oceania	Australia
SRR11125310	PRJNA526405	feces	Oceania	Australia
SRR11185246	PRJNA526405	feces	Oceania	Australia
SRR11124949	PRJNA526405	feces	Oceania	Australia
SRR8960299	PRJNA526405	feces	Oceania	Australia
SRR8960108	PRJNA526405	feces	Oceania	Australia
SRR11183429	PRJNA526405	feces	Oceania	Australia
SRR11125693	PRJNA526405	feces	Oceania	Australia
SRR11126537	PRJNA526405	feces	Oceania	Australia
SRR8960127	PRJNA526405	feces	Oceania	Australia
SRR11125239	PRJNA526405	feces	Oceania	Australia
SRR8960210	PRJNA526405	feces	Oceania	Australia
SRR11183428	PRJNA526405	feces	Oceania	Australia
SRR11183883	PRJNA526405	feces	Oceania	Australia
SRR11184079	PRJNA526405	feces	Oceania	Australia
SRR8960359	PRJNA526405	feces	Oceania	Australia
SRR11124810	PRJNA526405	feces	Oceania	Australia
SRR11125896	PRJNA526405	feces	Oceania	Australia
SRR11183714	PRJNA526405	feces	Oceania	Australia
SRR8960368	PRJNA526405	feces	Oceania	Australia
SRR8960170	PRJNA526405	feces	Oceania	Australia
SRR8960346	PRJNA526405	feces	Oceania	Australia
SRR11125884	PRJNA526405	feces	Oceania	Australia
SRR8960209	PRJNA526405	feces	Oceania	Australia
SRR11126169	PRJNA526405	feces	Oceania	Australia
SRR8960476	PRJNA526405	feces	Oceania	Australia
SRR11125456	PRJNA526405	feces	Oceania	Australia
SRR11125655	PRJNA526405	feces	Oceania	Australia
SRR11125786	PRJNA526405	feces	Oceania	Australia
SRR11183617	PRJNA526405	feces	Oceania	Australia
SRR11183434	PRJNA526405	feces	Oceania	Australia
SRR11125558	PRJNA526405	feces	Oceania	Australia
SRR8960452	PRJNA526405	feces	Oceania	Australia
SRR11126339	PRJNA526405	feces	Oceania	Australia
SRR11125492	PRJNA526405	feces	Oceania	Australia
SRR8960149	PRJNA526405	feces	Oceania	Australia
SRR8960329	PRJNA526405	feces	Oceania	Australia
SRR11124885	PRJNA526405	feces	Oceania	Australia
SRR11125865	PRJNA526405	feces	Oceania	Australia
SRR11125699	PRJNA526405	feces	Oceania	Australia
SRR11183407	PRJNA526405	feces	Oceania	Australia
SRR8960104	PRJNA526405	feces	Oceania	Australia
SRR8960514	PRJNA526405	feces	Oceania	Australia
SRR11125092	PRJNA526405	feces	Oceania	Australia
SRR8960306	PRJNA526405	feces	Oceania	Australia
SRR8960506	PRJNA526405	feces	Oceania	Australia
SRR11125035	PRJNA526405	feces	Oceania	Australia
SRR11126415	PRJNA526405	feces	Oceania	Australia
SRR11185258	PRJNA526405	feces	Oceania	Australia
SRR11126349	PRJNA526405	feces	Oceania	Australia
SRR8960307	PRJNA526405	feces	Oceania	Australia
SRR11126013	PRJNA526405	feces	Oceania	Australia
SRR11125807	PRJNA526405	feces	Oceania	Australia
SRR11126458	PRJNA526405	feces	Oceania	Australia
SRR11125137	PRJNA526405	feces	Oceania	Australia
SRR8960193	PRJNA526405	feces	Oceania	Australia
SRR11183735	PRJNA526405	feces	Oceania	Australia
SRR8960097	PRJNA526405	feces	Oceania	Australia
SRR11183312	PRJNA526405	feces	Oceania	Australia
SRR11183307	PRJNA526405	feces	Oceania	Australia
SRR11125211	PRJNA526405	feces	Oceania	Australia
SRR11125533	PRJNA526405	feces	Oceania	Australia
SRR8960315	PRJNA526405	feces	Oceania	Australia
SRR11125162	PRJNA526405	feces	Oceania	Australia
SRR8960151	PRJNA526405	feces	Oceania	Australia
SRR11124786	PRJNA526405	feces	Oceania	Australia
SRR8960527	PRJNA526405	feces	Oceania	Australia
SRR11126049	PRJNA526405	feces	Oceania	Australia
SRR11125968	PRJNA526405	feces	Oceania	Australia
SRR11125042	PRJNA526405	feces	Oceania	Australia
SRR11124909	PRJNA526405	feces	Oceania	Australia
SRR11125550	PRJNA526405	feces	Oceania	Australia
SRR11184018	PRJNA526405	feces	Oceania	Australia
SRR11125874	PRJNA526405	feces	Oceania	Australia
SRR11183906	PRJNA526405	feces	Oceania	Australia
SRR8960085	PRJNA526405	feces	Oceania	Australia
SRR8960112	PRJNA526405	feces	Oceania	Australia
SRR8960116	PRJNA526405	feces	Oceania	Australia
SRR11126035	PRJNA526405	feces	Oceania	Australia
SRR11184045	PRJNA526405	feces	Oceania	Australia
SRR11126297	PRJNA526405	feces	Oceania	Australia
SRR11125428	PRJNA526405	feces	Oceania	Australia
SRR8960338	PRJNA526405	feces	Oceania	Australia
SRR8960509	PRJNA526405	feces	Oceania	Australia
SRR11126027	PRJNA526405	feces	Oceania	Australia
SRR11183639	PRJNA526405	feces	Oceania	Australia
SRR11126261	PRJNA526405	feces	Oceania	Australia
SRR11125523	PRJNA526405	feces	Oceania	Australia
SRR8960502	PRJNA526405	feces	Oceania	Australia
SRR8960119	PRJNA526405	feces	Oceania	Australia
SRR11185255	PRJNA526405	feces	Oceania	Australia
SRR11183718	PRJNA526405	feces	Oceania	Australia
SRR8960571	PRJNA526405	feces	Oceania	Australia
SRR11126317	PRJNA526405	feces	Oceania	Australia
SRR8960565	PRJNA526405	feces	Oceania	Australia
SRR11124893	PRJNA526405	feces	Oceania	Australia
SRR11124851	PRJNA526405	feces	Oceania	Australia
SRR11125369	PRJNA526405	feces	Oceania	Australia
SRR11183709	PRJNA526405	feces	Oceania	Australia
SRR11125501	PRJNA526405	feces	Oceania	Australia
SRR8960244	PRJNA526405	feces	Oceania	Australia
SRR8960107	PRJNA526405	feces	Oceania	Australia
SRR8960229	PRJNA526405	feces	Oceania	Australia
SRR11125470	PRJNA526405	feces	Oceania	Australia
SRR8960354	PRJNA526405	feces	Oceania	Australia
SRR8960581	PRJNA526405	feces	Oceania	Australia
SRR8960386	PRJNA526405	feces	Oceania	Australia
SRR8960296	PRJNA526405	feces	Oceania	Australia
SRR8960495	PRJNA526405	feces	Oceania	Australia
SRR11184044	PRJNA526405	feces	Oceania	Australia
SRR8960339	PRJNA526405	feces	Oceania	Australia
