Species	Category	Rate
Pig	Bacteria	0.83588
Pig	Bacteria	0.68495
Pig	Bacteria	0.73738
Pig	Bacteria	0.66577
Pig	Bacteria	0.77874
Pig	Bacteria	0.58125
Pig	Bacteria	0.64879
Pig	Bacteria	0.61347
Pig	Bacteria	0.6725
Pig	Bacteria	0.63036
Pig	Bacteria	0.69245
Pig	Bacteria	0.66588
Pig	Bacteria	0.67885
Pig	Bacteria	0.77043
Pig	Bacteria	0.81144
Pig	Bacteria	0.77413
Pig	Bacteria	0.75226
Pig	Bacteria	0.76284
Pig	Bacteria	0.78122
Pig	Bacteria	0.13412
Pig	Bacteria	0.62271
Pig	Bacteria	0.5882
Pig	Bacteria	0.72911
Pig	Bacteria	0.823
Pig	Bacteria	0.6055
Pig	Bacteria	0.67863
Pig	Bacteria	0.75026
Pig	Bacteria	0.60122
Pig	Bacteria	0.72651
Pig	Bacteria	0.6389
Pig	Bacteria	0.80865
Pig	Bacteria	0.64097
Pig	Bacteria	0.78804
Pig	Bacteria	0.64634
Pig	Bacteria	0.79271
Pig	Bacteria	0.45013
Pig	Bacteria	0.64351
Pig	Bacteria	0.72055
Pig	Bacteria	0.63992
Pig	Bacteria	0.63696
Pig	Bacteria	0.67196
Pig	Bacteria	0.71075
Pig	Bacteria	0.64555
Pig	Bacteria	0.70248
Pig	Bacteria	0.79492
Pig	Bacteria	0.74864
Pig	Bacteria	0.63764
Pig	Bacteria	0.6502
Pig	Bacteria	0.6464
Pig	Bacteria	0.62265
Pig	Bacteria	0.79043
Pig	Bacteria	0.81501
Pig	Bacteria	0.76984
Pig	Bacteria	0.78372
Pig	Bacteria	0.74704
Pig	Bacteria	0.76337
Pig	Bacteria	0.64604
Pig	Bacteria	0.78537
Pig	Bacteria	0.73133
Pig	Bacteria	0.70154
Pig	Bacteria	0.61176
Pig	Bacteria	0.7016
Pig	Bacteria	0.64873
Pig	Bacteria	0.6635
Pig	Bacteria	0.65326
Pig	Bacteria	0.63754
Pig	Bacteria	0.76795
Pig	Bacteria	0.65243
Pig	Bacteria	0.81621
Pig	Bacteria	0.72491
Pig	Bacteria	0.64911
Pig	Bacteria	0.64024
Pig	Bacteria	0.80021
Pig	Bacteria	0.80404
Pig	Bacteria	0.68174
Pig	Bacteria	0.59633
Pig	Bacteria	0.65114
Pig	Bacteria	0.57972
Pig	Bacteria	0.64424
Pig	Bacteria	0.75797
Pig	Bacteria	0.82579
Pig	Bacteria	0.63001
Pig	Bacteria	0.60526
Pig	Bacteria	0.79409
Pig	Bacteria	0.73862
Pig	Bacteria	0.72628
Pig	Bacteria	0.76388
Pig	Bacteria	0.64474
Pig	Bacteria	0.80168
Pig	Bacteria	0.68717
Pig	Bacteria	0.74435
Pig	Bacteria	0.7388
Pig	Bacteria	0.73666
Pig	Bacteria	0.8009
Pig	Bacteria	0.83131
Pig	Bacteria	0.62073
Pig	Bacteria	0.81515
Pig	Bacteria	0.79826
Pig	Bacteria	0.84904
Pig	Bacteria	0.66723
Pig	Bacteria	0.80759
Pig	Bacteria	0.65039
Pig	Bacteria	0.77202
Pig	Bacteria	0.64094
Pig	Bacteria	0.83398
Pig	Bacteria	0.73563
Pig	Bacteria	0.67898
Pig	Bacteria	0.75809
Pig	Bacteria	0.75348
Pig	Bacteria	0.67071
Pig	Bacteria	0.74124
Pig	Bacteria	0.67018
Pig	Bacteria	0.71171
Pig	Bacteria	0.79586
Pig	Bacteria	0.61982
Pig	Bacteria	0.74911
Pig	Bacteria	0.79976
Pig	Bacteria	0.70541
Pig	Bacteria	0.65528
Pig	Bacteria	0.667
Pig	Bacteria	0.75145
Pig	Bacteria	0.57638
Pig	Bacteria	0.75998
Pig	Bacteria	0.68173
Pig	Bacteria	0.78783
Pig	Bacteria	0.86378
Pig	Bacteria	0.70329
Pig	Bacteria	0.71208
Pig	Bacteria	0.70239
Pig	Bacteria	0.74912
Pig	Bacteria	0.77975
Pig	Bacteria	0.76419
Pig	Bacteria	0.7559
Pig	Bacteria	0.7098
Pig	Bacteria	0.68621
Pig	Bacteria	0.5693
Pig	Bacteria	0.76595
Pig	Bacteria	0.67863
Pig	Bacteria	0.61146
Pig	Bacteria	0.60427
Pig	Bacteria	0.11179
Pig	Bacteria	0.68808
Pig	Bacteria	0.68862
Pig	Bacteria	0.7358
Pig	Bacteria	0.62668
Pig	Bacteria	0.66324
Pig	Bacteria	0.75251
Pig	Bacteria	0.78694
Pig	Bacteria	0.66339
Pig	Bacteria	0.60902
Pig	Bacteria	0.68008
Pig	Bacteria	0.7285
Pig	Bacteria	0.73567
Pig	Bacteria	0.79777
Pig	Bacteria	0.65366
Pig	Bacteria	0.82453
Pig	Bacteria	0.83015
Pig	Bacteria	0.65062
Pig	Bacteria	0.65217
Pig	Bacteria	0.66537
Pig	Bacteria	0.66523
Pig	Bacteria	0.78615
Pig	Bacteria	0.71223
Pig	Bacteria	0.60533
Pig	Bacteria	0.63648
Pig	Bacteria	0.70687
Pig	Bacteria	0.77165
Pig	Bacteria	0.75222
Pig	Bacteria	0.75778
Pig	Bacteria	0.64995
Pig	Bacteria	0.66932
Pig	Bacteria	0.73821
Pig	Bacteria	0.61643
Pig	Bacteria	0.70972
Pig	Bacteria	0.69369
Pig	Bacteria	0.76554
Pig	Bacteria	0.6209
Pig	Bacteria	0.78707
Pig	Bacteria	0.67275
Pig	Bacteria	0.6886
Pig	Bacteria	0.66304
Pig	Bacteria	0.64684
Pig	Bacteria	0.63133
Pig	Bacteria	0.79827
Pig	Bacteria	0.6422
Pig	Bacteria	0.77498
Pig	Bacteria	0.76475
Pig	Bacteria	0.74799
Pig	Bacteria	0.77709
Pig	Bacteria	0.62849
Pig	Bacteria	0.83272
Pig	Bacteria	0.66957
Pig	Bacteria	0.66775
Pig	Bacteria	0.80418
Pig	Bacteria	0.85372
Pig	Bacteria	0.70995
Pig	Bacteria	0.67624
Pig	Bacteria	0.68575
Pig	Bacteria	0.75473
Pig	Bacteria	0.78669
Pig	Bacteria	0.79549
Pig	Bacteria	0.77079
Pig	Bacteria	0.69741
Pig	Bacteria	0.76104
Pig	Bacteria	0.65095
Pig	Bacteria	0.77492
Pig	Bacteria	0.62479
Pig	Bacteria	0.78532
Pig	Bacteria	0.63786
Pig	Bacteria	0.78368
Pig	Bacteria	0.71229
Pig	Bacteria	0.76227
Pig	Bacteria	0.7578
Pig	Bacteria	0.75289
Pig	Bacteria	0.6741
Pig	Bacteria	0.7794
Pig	Bacteria	0.76209
Pig	Bacteria	0.77801
Pig	Bacteria	0.83558
Pig	Bacteria	0.83543
Pig	Bacteria	0.83802
Pig	Bacteria	0.82348
Pig	Bacteria	0.79511
Pig	Bacteria	0.13478
Pig	Bacteria	0.7635
Pig	Bacteria	0.60155
Pig	Bacteria	0.70947
Pig	Bacteria	0.8269
Pig	Bacteria	0.76528
Pig	Bacteria	0.8016
Pig	Bacteria	0.71395
Pig	Bacteria	0.72315
Pig	Bacteria	0.6847
Pig	Bacteria	0.76693
Pig	Bacteria	0.76388
Pig	Bacteria	0.72411
Pig	Bacteria	0.79177
Pig	Bacteria	0.78626
Pig	Bacteria	0.79613
Pig	Bacteria	0.57246
Pig	Bacteria	0.68021
Pig	Bacteria	0.65503
Pig	Bacteria	0.7824
Pig	Bacteria	0.65699
Pig	Bacteria	0.72247
Pig	Bacteria	0.67661
Pig	Bacteria	0.81935
Pig	Bacteria	0.65511
Pig	Bacteria	0.65652
Pig	Bacteria	0.76173
Pig	Bacteria	0.72411
Pig	Bacteria	0.75995
Pig	Bacteria	0.79958
Pig	Bacteria	0.65919
Pig	Bacteria	0.7502
Pig	Bacteria	0.66556
Pig	Bacteria	0.6902
Pig	Bacteria	0.72864
Pig	Bacteria	0.62882
Pig	Bacteria	0.65059
Pig	Bacteria	0.59431
Pig	Bacteria	0.80792
Pig	Bacteria	0.6711
Pig	Bacteria	0.77614
Pig	Bacteria	0.73943
Pig	Bacteria	0.67354
Pig	Bacteria	0.72753
Pig	Bacteria	0.6242
Pig	Bacteria	0.6646
Pig	Bacteria	0.67226
Pig	Bacteria	0.66808
Pig	Bacteria	0.63335
Pig	Bacteria	0.76364
Pig	Bacteria	0.77734
Pig	Bacteria	0.75815
Pig	Bacteria	0.75552
Pig	Bacteria	0.63241
Pig	Bacteria	0.84492
Pig	Bacteria	0.70425
Pig	Bacteria	0.80567
Pig	Bacteria	0.6821
Pig	Bacteria	0.76791
Pig	Bacteria	0.76553
Pig	Bacteria	0.71982
Pig	Bacteria	0.84729
Pig	Bacteria	0.60853
Pig	Bacteria	0.68633
Pig	Bacteria	0.64076
Pig	Bacteria	0.73126
Pig	Bacteria	0.12962
Pig	Bacteria	0.62616
Pig	Bacteria	0.67631
Pig	Bacteria	0.76407
Pig	Bacteria	0.76479
Pig	Bacteria	0.66093
Pig	Bacteria	0.77649
Pig	Bacteria	0.62149
Pig	Bacteria	0.65458
Pig	Bacteria	0.78854
Pig	Bacteria	0.78569
Pig	Bacteria	0.7368
Pig	Bacteria	0.79153
Pig	Bacteria	0.62391
Pig	Bacteria	0.7895
Pig	Bacteria	0.7796
Pig	Bacteria	0.79549
Pig	Bacteria	0.71191
Pig	Bacteria	0.82774
Pig	Bacteria	0.85845
Pig	Bacteria	0.66318
Pig	Bacteria	0.71606
Pig	Bacteria	0.60983
Pig	Bacteria	0.86228
Pig	Bacteria	0.74442
Pig	Bacteria	0.7845
Pig	Bacteria	0.67116
Pig	Bacteria	0.74176
Pig	Bacteria	0.65504
Pig	Bacteria	0.64548
Pig	Bacteria	0.76872
Pig	Bacteria	0.66485
Pig	Bacteria	0.67602
Pig	Bacteria	0.64574
Pig	Bacteria	0.67345
Pig	Bacteria	0.63421
Pig	Bacteria	0.76138
Pig	Bacteria	0.74836
Pig	Bacteria	0.85364
Pig	Bacteria	0.73683
Pig	Bacteria	0.17923
Pig	Bacteria	0.81537
Pig	Bacteria	0.67192
Pig	Bacteria	0.64813
Pig	Bacteria	0.60114
Pig	Bacteria	0.70903
Pig	Bacteria	0.65061
Pig	Bacteria	0.65827
Pig	Bacteria	0.65273
Pig	Bacteria	0.68169
Pig	Bacteria	0.64485
Pig	Bacteria	0.7805
Pig	Bacteria	0.57918
Pig	Bacteria	0.69296
Pig	Bacteria	0.85518
Pig	Bacteria	0.76122
Pig	Bacteria	0.76119
Pig	Bacteria	0.65721
Pig	Bacteria	0.61924
Pig	Bacteria	0.75473
Pig	Bacteria	0.71861
Pig	Bacteria	0.6086
Pig	Bacteria	0.66475
Pig	Bacteria	0.72502
Pig	Bacteria	0.71666
Pig	Bacteria	0.79818
Pig	Bacteria	0.71522
Pig	Bacteria	0.64436
Pig	Bacteria	0.82622
Pig	Bacteria	0.74234
Pig	Bacteria	0.81213
Pig	Bacteria	0.65993
Pig	Bacteria	0.74034
Pig	Bacteria	0.73108
Pig	Bacteria	0.75486
Pig	Bacteria	0.76184
Pig	Bacteria	0.77446
Pig	Bacteria	0.78556
Pig	Bacteria	0.71307
Pig	Bacteria	0.63612
Pig	Bacteria	0.81871
Pig	Bacteria	0.61361
Pig	Bacteria	0.865
Pig	Bacteria	0.67835
Pig	Bacteria	0.67186
Pig	Bacteria	0.75262
Pig	Bacteria	0.77956
Pig	Bacteria	0.63382
Pig	Bacteria	0.67409
Pig	Bacteria	0.70547
Pig	Bacteria	0.6842
Pig	Bacteria	0.63714
Pig	Bacteria	0.64842
Pig	Bacteria	0.86169
Pig	Bacteria	0.83479
Pig	Bacteria	0.63436
Pig	Bacteria	0.58705
Pig	Bacteria	0.75623
Pig	Bacteria	0.80073
Pig	Bacteria	0.74997
Pig	Bacteria	0.76281
Pig	Bacteria	0.74123
Pig	Bacteria	0.72701
Pig	Bacteria	0.77809
Pig	Bacteria	0.78096
Pig	Bacteria	0.1337
Pig	Bacteria	0.65752
Pig	Bacteria	0.64973
Pig	Bacteria	0.77163
Pig	Bacteria	0.88733
Pig	Bacteria	0.66598
Pig	Bacteria	0.65123
Pig	Bacteria	0.70926
Pig	Bacteria	0.62154
Pig	Bacteria	0.75219
Pig	Bacteria	0.81914
Pig	Bacteria	0.59424
Pig	Bacteria	0.67785
Pig	Bacteria	0.63349
Pig	Bacteria	0.76452
Pig	Bacteria	0.74981
Pig	Bacteria	0.74678
Pig	Bacteria	0.76066
Pig	Bacteria	0.77998
Pig	Bacteria	0.71786
Pig	Bacteria	0.6695
Pig	Bacteria	0.65684
Pig	Bacteria	0.69536
Pig	Bacteria	0.7073
Pig	Bacteria	0.64365
Pig	Bacteria	0.69011
Pig	Bacteria	0.67533
Pig	Bacteria	0.49152
Pig	Bacteria	0.78698
Pig	Bacteria	0.72412
Pig	Bacteria	0.80613
Pig	Bacteria	0.78889
Pig	Bacteria	0.67865
Pig	Bacteria	0.68714
Pig	Bacteria	0.78709
Pig	Bacteria	0.74576
Pig	Bacteria	0.74633
Pig	Bacteria	0.68887
Pig	Bacteria	0.58877
Pig	Bacteria	0.68621
Pig	Bacteria	0.77282
Pig	Bacteria	0.67139
Pig	Bacteria	0.68952
Pig	Bacteria	0.70971
Pig	Bacteria	0.65791
Pig	Bacteria	0.78618
Pig	Bacteria	0.73643
Pig	Bacteria	0.72098
Pig	Bacteria	0.63354
Pig	Bacteria	0.58138
Pig	Bacteria	0.67405
Pig	Bacteria	0.69421
Pig	Bacteria	0.78907
Pig	Bacteria	0.81104
Pig	Bacteria	0.68393
Pig	Bacteria	0.7585
Pig	Bacteria	0.76742
Pig	Bacteria	0.62314
Pig	Bacteria	0.78439
Pig	Bacteria	0.55983
Pig	Bacteria	0.78967
Pig	Bacteria	0.47555
Pig	Bacteria	0.70617
Pig	Bacteria	0.76817
Pig	Bacteria	0.77614
Pig	Bacteria	0.68438
Pig	Bacteria	0.69819
Pig	Bacteria	0.69286
Pig	Bacteria	0.6249
Pig	Bacteria	0.76157
Pig	Bacteria	0.69525
Pig	Bacteria	0.68389
Pig	Bacteria	0.59926
Pig	Bacteria	0.74114
Pig	Bacteria	0.67925
Pig	Bacteria	0.74287
Pig	Bacteria	0.54282
Pig	Bacteria	0.72772
Pig	Bacteria	0.8217
Pig	Bacteria	0.75974
Pig	Bacteria	0.47575
Pig	Bacteria	0.65849
Pig	Bacteria	0.6771
Pig	Bacteria	0.61854
Pig	Bacteria	0.75513
Pig	Bacteria	0.65328
Pig	Bacteria	0.68945
Pig	Bacteria	0.78136
Pig	Bacteria	0.75925
Pig	Bacteria	0.62426
Pig	Bacteria	0.81637
Pig	Bacteria	0.3127
Pig	Bacteria	0.64878
Pig	Bacteria	0.65602
Pig	Bacteria	0.76143
Pig	Bacteria	0.76411
Pig	Bacteria	0.65195
Pig	Bacteria	0.60817
Pig	Bacteria	0.69615
Pig	Bacteria	0.65932
Pig	Bacteria	0.77378
Pig	Bacteria	0.75481
Pig	Bacteria	0.81364
Pig	Bacteria	0.78919
Pig	Bacteria	0.71987
Pig	Bacteria	0.7755
Pig	Bacteria	0.7378
Pig	Bacteria	0.8094
Pig	Bacteria	0.78788
Pig	Bacteria	0.66313
Pig	Bacteria	0.75367
Pig	Bacteria	0.7412
Pig	Bacteria	0.80124
Pig	Bacteria	0.82041
Pig	Bacteria	0.6765
Pig	Bacteria	0.81231
Pig	Bacteria	0.70289
Pig	Bacteria	0.69144
Pig	Bacteria	0.68313
Pig	Bacteria	0.68192
Pig	Bacteria	0.3252
Pig	Bacteria	0.70009
Pig	Bacteria	0.76292
Pig	Bacteria	0.66741
Pig	Bacteria	0.62112
Pig	Bacteria	0.708
Pig	Bacteria	0.65521
Pig	Bacteria	0.78143
Pig	Bacteria	0.77751
Pig	Bacteria	0.36968
Pig	Bacteria	0.67813
Pig	Bacteria	0.58054
Pig	Bacteria	0.76341
Pig	Bacteria	0.69868
Pig	Bacteria	0.55379
Pig	Bacteria	0.76194
Pig	Bacteria	0.63116
Pig	Bacteria	0.50135
Pig	Bacteria	0.69374
Pig	Bacteria	0.80716
Pig	Bacteria	0.78524
Pig	Bacteria	0.81204
Pig	Bacteria	0.74165
Pig	Bacteria	0.7756
Pig	Bacteria	0.76911
Pig	Bacteria	0.77203
Pig	Bacteria	0.72424
Pig	Bacteria	0.70337
Pig	Bacteria	0.61845
Pig	Bacteria	0.66028
Pig	Bacteria	0.71118
Pig	Bacteria	0.60345
Pig	Bacteria	0.77941
Pig	Bacteria	0.77371
Pig	Bacteria	0.75716
Pig	Bacteria	0.67093
Pig	Bacteria	0.62261
Pig	Bacteria	0.76857
Pig	Bacteria	0.77013
Pig	Bacteria	0.64002
Pig	Bacteria	0.65189
Pig	Bacteria	0.67685
Pig	Bacteria	0.65653
Pig	Bacteria	0.6304
Pig	Bacteria	0.79941
Pig	Bacteria	0.73081
Pig	Bacteria	0.83618
Pig	Bacteria	0.75571
Pig	Bacteria	0.75381
Pig	Bacteria	0.59486
Pig	Bacteria	0.6618
Pig	Bacteria	0.63132
Pig	Bacteria	0.63431
Pig	Bacteria	0.61697
Pig	Bacteria	0.5824
Pig	Bacteria	0.60865
Pig	Bacteria	0.58324
Pig	Bacteria	0.61833
Pig	Bacteria	0.6663
Pig	Bacteria	0.66078
Pig	Bacteria	0.15444
Pig	Bacteria	0.56589
Pig	Bacteria	0.65748
Pig	Bacteria	0.6504
Pig	Bacteria	0.6974
Pig	Bacteria	0.62876
Pig	Bacteria	0.52313
Pig	Bacteria	0.69975
Pig	Bacteria	0.63162
Pig	Bacteria	0.63489
Pig	Bacteria	0.68712
Pig	Bacteria	0.64805
Pig	Bacteria	0.57265
Pig	Bacteria	0.6698
Pig	Bacteria	0.55147
Pig	Bacteria	0.62112
Pig	Bacteria	0.60388
Pig	Bacteria	0.64207
Pig	Bacteria	0.64255
Pig	Bacteria	0.6191
Pig	Bacteria	0.6685
Pig	Bacteria	0.66694
Pig	Bacteria	0.6698
Pig	Bacteria	0.6284
Pig	Bacteria	0.58581
Pig	Bacteria	0.64883
Pig	Bacteria	0.12068
Pig	Bacteria	0.64309
Pig	Bacteria	0.67299
Pig	Bacteria	0.63504
Pig	Bacteria	0.57544
Pig	Bacteria	0.61221
Pig	Bacteria	0.58884
Pig	Bacteria	0.72562
Pig	Bacteria	0.56272
Pig	Bacteria	0.63893
Pig	Bacteria	0.59611
Pig	Bacteria	0.73445
Pig	Bacteria	0.69608
Pig	Bacteria	0.71874
Pig	Bacteria	0.64079
Pig	Bacteria	0.70213
Pig	Bacteria	0.63337
Pig	Bacteria	0.66424
Pig	Bacteria	0.57848
Pig	Bacteria	0.6534
Pig	Bacteria	0.61371
Pig	Bacteria	0.65645
Pig	Bacteria	0.11663
Pig	Bacteria	0.62247
Pig	Bacteria	0.69014
Pig	Bacteria	0.63044
Pig	Bacteria	0.63135
Pig	Bacteria	0.66029
Pig	Bacteria	0.64215
Pig	Bacteria	0.68845
Pig	Bacteria	0.69771
Pig	Bacteria	0.67776
Pig	Bacteria	0.59372
Pig	Bacteria	0.5953
Pig	Bacteria	0.59163
Pig	Bacteria	0.71005
Pig	Bacteria	0.63389
Pig	Bacteria	0.66747
Pig	Bacteria	0.57818
Pig	Bacteria	0.71858
Pig	Bacteria	0.74921
Pig	Bacteria	0.64073
Pig	Bacteria	0.54026
Pig	Bacteria	0.62328
Pig	Bacteria	0.6705
Pig	Bacteria	0.63062
Pig	Bacteria	0.7354
Pig	Bacteria	0.69887
Pig	Bacteria	0.70098
Pig	Bacteria	0.62417
Pig	Bacteria	0.64991
Pig	Bacteria	0.5902
Pig	Bacteria	0.59126
Pig	Bacteria	0.66725
Pig	Bacteria	0.68129
Pig	Bacteria	0.63111
Pig	Bacteria	0.6633
Pig	Bacteria	0.6318
Pig	Bacteria	0.67905
Pig	Bacteria	0.69435
Pig	Bacteria	0.67847
Pig	Bacteria	0.59356
Pig	Bacteria	0.70009
Pig	Bacteria	0.62753
Pig	Bacteria	0.74316
Pig	Bacteria	0.67039
Pig	Bacteria	0.63846
Pig	Bacteria	0.65647
Pig	Bacteria	0.6536
Pig	Bacteria	0.68613
Pig	Bacteria	0.62573
Pig	Bacteria	0.55789
Pig	Bacteria	0.58561
Pig	Bacteria	0.66202
Pig	Bacteria	0.73639
Pig	Bacteria	0.12573
Pig	Bacteria	0.67058
Pig	Bacteria	0.62481
Pig	Bacteria	0.66179
Pig	Bacteria	0.56295
Pig	Bacteria	0.75836
Pig	Bacteria	0.54181
Pig	Bacteria	0.66483
Pig	Bacteria	0.62647
Pig	Bacteria	0.66889
Pig	Bacteria	0.6408
Pig	Bacteria	0.63962
Pig	Bacteria	0.60776
Pig	Bacteria	0.71006
Pig	Bacteria	0.62234
Pig	Bacteria	0.72279
Pig	Bacteria	0.73942
Pig	Bacteria	0.6136
Pig	Bacteria	0.63918
Pig	Bacteria	0.69945
Pig	Bacteria	0.66764
Pig	Bacteria	0.66354
Pig	Bacteria	0.75027
Pig	Bacteria	0.64865
Pig	Bacteria	0.62051
Pig	Bacteria	0.63395
Pig	Bacteria	0.71141
Pig	Bacteria	0.1303
Pig	Bacteria	0.65392
Pig	Bacteria	0.60507
Pig	Bacteria	0.65328
Pig	Bacteria	0.60072
Pig	Bacteria	0.65218
Pig	Bacteria	0.62774
Pig	Bacteria	0.61903
Pig	Bacteria	0.61351
Pig	Bacteria	0.44937
Pig	Bacteria	0.67497
Pig	Bacteria	0.60422
Pig	Bacteria	0.74157
Pig	Bacteria	0.64271
Pig	Bacteria	0.70035
Pig	Bacteria	0.65211
Pig	Bacteria	0.62365
Pig	Bacteria	0.64879
Pig	Bacteria	0.61916
Pig	Bacteria	0.66202
Pig	Bacteria	0.6017
Pig	Bacteria	0.60996
Pig	Bacteria	0.63482
Pig	Bacteria	0.63007
Pig	Bacteria	0.70486
Pig	Bacteria	0.67964
Pig	Bacteria	0.6318
Pig	Bacteria	0.65561
Pig	Bacteria	0.725
Pig	Bacteria	0.66478
Pig	Bacteria	0.62268
Pig	Bacteria	0.65668
Pig	Bacteria	0.59679
Pig	Bacteria	0.64189
Pig	Bacteria	0.65076
Pig	Bacteria	0.69368
Pig	Bacteria	0.68564
Pig	Bacteria	0.65224
Pig	Bacteria	0.72161
Pig	Bacteria	0.65198
Pig	Bacteria	0.68519
Pig	Bacteria	0.64596
Pig	Bacteria	0.63817
Pig	Bacteria	0.61903
Pig	Bacteria	0.62118
Pig	Bacteria	0.60314
Pig	Bacteria	0.59173
Pig	Bacteria	0.57057
Pig	Bacteria	0.64971
Pig	Bacteria	0.61047
Pig	Bacteria	0.5961
Pig	Bacteria	0.62402
Pig	Bacteria	0.58623
Pig	Bacteria	0.68411
Pig	Bacteria	0.66375
Pig	Bacteria	0.59127
Pig	Bacteria	0.69651
Pig	Bacteria	0.63173
Pig	Bacteria	0.67551
Pig	Bacteria	0.63634
Pig	Bacteria	0.61762
Pig	Bacteria	0.60397
Pig	Bacteria	0.6125
Pig	Bacteria	0.59609
Pig	Bacteria	0.66085
Pig	Bacteria	0.63712
Pig	Bacteria	0.64973
Pig	Bacteria	0.6968
Pig	Bacteria	0.71732
Pig	Bacteria	0.6828
Pig	Bacteria	0.7444
Pig	Bacteria	0.61855
Pig	Bacteria	0.69645
Pig	Bacteria	0.68884
Pig	Bacteria	0.59365
Pig	Bacteria	0.63016
Pig	Bacteria	0.52796
Pig	Bacteria	0.62426
Pig	Bacteria	0.66173
Pig	Bacteria	0.65481
Pig	Bacteria	0.63612
Pig	Bacteria	0.64551
Pig	Bacteria	0.53569
Pig	Bacteria	0.65495
Pig	Bacteria	0.69228
Pig	Bacteria	0.66899
Pig	Bacteria	0.59781
Pig	Bacteria	0.64062
Pig	Bacteria	0.6516
Pig	Bacteria	0.60848
Pig	Bacteria	0.63604
Pig	Bacteria	0.58577
Pig	Bacteria	0.59371
Pig	Bacteria	0.67869
Pig	Bacteria	0.69258
Pig	Bacteria	0.70618
Pig	Bacteria	0.66302
Pig	Bacteria	0.65779
Pig	Bacteria	0.69899
Pig	Bacteria	0.6377
Pig	Bacteria	0.70287
Pig	Bacteria	0.69153
Pig	Bacteria	0.67234
Pig	Bacteria	0.64229
Pig	Bacteria	0.65727
Pig	Bacteria	0.61099
Pig	Bacteria	0.67372
Pig	Bacteria	0.5339
Pig	Bacteria	0.6263
Pig	Bacteria	0.72095
Pig	Bacteria	0.69741
Pig	Bacteria	0.64786
Pig	Bacteria	0.62736
Pig	Bacteria	0.65078
Pig	Bacteria	0.66196
Pig	Bacteria	0.69503
Pig	Bacteria	0.66928
Pig	Bacteria	0.5068
Pig	Bacteria	0.65992
Pig	Bacteria	0.60454
Pig	Bacteria	0.11553
Pig	Bacteria	0.72861
Pig	Bacteria	0.62963
Pig	Bacteria	0.5935
Pig	Bacteria	0.60725
Pig	Bacteria	0.21788
Pig	Bacteria	0.63619
Pig	Bacteria	0.61262
Pig	Bacteria	0.68063
Pig	Bacteria	0.71748
Pig	Bacteria	0.64147
Pig	Bacteria	0.71787
Pig	Bacteria	0.6545
Pig	Bacteria	0.60666
Pig	Bacteria	0.61234
Pig	Bacteria	0.70735
Pig	Bacteria	0.64199
Pig	Bacteria	0.64727
Pig	Bacteria	0.6068
Pig	Bacteria	0.63999
Pig	Bacteria	0.6926
Pig	Bacteria	0.66077
Pig	Bacteria	0.76494
Pig	Bacteria	0.6956
Pig	Bacteria	0.57489
Pig	Bacteria	0.66553
Pig	Bacteria	0.64619
Pig	Bacteria	0.69863
Pig	Bacteria	0.68837
Pig	Bacteria	0.59144
Pig	Bacteria	0.58112
Pig	Bacteria	0.53462
Pig	Bacteria	0.59269
Pig	Bacteria	0.67614
Pig	Bacteria	0.63045
Pig	Bacteria	0.73615
Pig	Bacteria	0.14707
Pig	Bacteria	0.63107
Pig	Bacteria	0.71082
Pig	Bacteria	0.69123
Pig	Bacteria	0.60473
Pig	Bacteria	0.64508
Pig	Bacteria	0.6593
Pig	Bacteria	0.67062
Pig	Bacteria	0.63606
Pig	Bacteria	0.68036
Pig	Bacteria	0.72672
Pig	Bacteria	0.62232
Pig	Bacteria	0.66102
Pig	Bacteria	0.7138
Pig	Bacteria	0.69383
Pig	Bacteria	0.73608
Pig	Bacteria	0.74167
Pig	Bacteria	0.64495
Pig	Bacteria	0.59757
Pig	Bacteria	0.64176
Pig	Bacteria	0.44746
Pig	Bacteria	0.47101
Pig	Bacteria	0.63156
Pig	Bacteria	0.59543
Pig	Bacteria	0.63259
Pig	Bacteria	0.64558
Pig	Bacteria	0.66185
Pig	Bacteria	0.64003
Pig	Bacteria	0.67046
Pig	Bacteria	0.61744
Pig	Bacteria	0.65204
Pig	Bacteria	0.59995
Pig	Bacteria	0.60991
Pig	Bacteria	0.58205
Pig	Bacteria	0.73697
Pig	Bacteria	0.5694
Pig	Bacteria	0.64472
Pig	Bacteria	0.64431
Pig	Bacteria	0.66388
Pig	Bacteria	0.60896
Pig	Bacteria	0.67601
Pig	Bacteria	0.71413
Pig	Bacteria	0.63141
Pig	Bacteria	0.67492
Pig	Bacteria	0.15166
Pig	Bacteria	0.66215
Pig	Bacteria	0.63979
Pig	Bacteria	0.64012
Pig	Bacteria	0.62843
Pig	Bacteria	0.63928
Pig	Bacteria	0.69812
Pig	Bacteria	0.67027
Pig	Bacteria	0.7434
Pig	Bacteria	0.65549
Pig	Bacteria	0.65135
Pig	Bacteria	0.66225
Pig	Bacteria	0.65471
Pig	Bacteria	0.63733
Pig	Bacteria	0.64096
Pig	Bacteria	0.64515
Pig	Bacteria	0.63836
Pig	Bacteria	0.62958
Pig	Bacteria	0.62406
Pig	Bacteria	0.63968
Pig	Bacteria	0.63917
Pig	Bacteria	0.68366
Pig	Bacteria	0.62247
Pig	Bacteria	0.71762
Pig	Bacteria	0.64699
Pig	Bacteria	0.64112
Pig	Ratio	0.04847
Pig	Ratio	0.03616
Pig	Ratio	0.12022
Pig	Ratio	0.10841
Pig	Ratio	0.13372
