Species	Category	Rate
Pig	Phage	0.04729
Pig	Phage	0.02912
Pig	Phage	0.0301
Pig	Phage	0.028
Pig	Phage	0.03934
Pig	Phage	0.02919
Pig	Phage	0.02795
Pig	Phage	0.03105
Pig	Phage	0.0241
Pig	Phage	0.02802
Pig	Phage	0.02632
Pig	Phage	0.02929
Pig	Phage	0.02881
Pig	Phage	0.02904
Pig	Phage	0.02983
Pig	Phage	0.02863
Pig	Phage	0.02303
Pig	Phage	0.03656
Pig	Phage	0.02747
Pig	Phage	0.04125
Pig	Phage	0.02918
Pig	Phage	0.02761
Pig	Phage	0.02882
Pig	Phage	0.03603
Pig	Phage	0.02567
Pig	Phage	0.02655
Pig	Phage	0.03289
Pig	Phage	0.02017
Pig	Phage	0.0341
Pig	Phage	0.03214
Pig	Phage	0.02793
Pig	Phage	0.03783
Pig	Phage	0.03022
Pig	Phage	0.02824
Pig	Phage	0.03461
Pig	Phage	0.02958
Pig	Phage	0.03556
Pig	Phage	0.03133
Pig	Phage	0.03227
Pig	Phage	0.04289
Pig	Phage	0.03726
Pig	Phage	0.03828
Pig	Phage	0.04391
Pig	Phage	0.03122
Pig	Phage	0.03148
Pig	Phage	0.02769
Pig	Phage	0.04
Pig	Phage	0.03506
Pig	Phage	0.02573
Pig	Phage	0.03023
Pig	Phage	0.03247
Pig	Phage	0.02605
Pig	Phage	0.02839
Pig	Phage	0.02672
Pig	Phage	0.03512
Pig	Phage	0.03477
Pig	Phage	0.03733
Pig	Phage	0.03744
Pig	Phage	0.04439
Pig	Phage	0.03222
Pig	Phage	0.03826
Pig	Phage	0.03801
Pig	Phage	0.03261
Pig	Phage	0.03135
Pig	Phage	0.04119
Pig	Phage	0.04253
Pig	Phage	0.02995
Pig	Phage	0.02951
Pig	Phage	0.03118
Pig	Phage	0.03117
Pig	Phage	0.03767
Pig	Phage	0.02888
Pig	Phage	0.03939
Pig	Phage	0.02609
Pig	Phage	0.02827
Pig	Phage	0.0263
Pig	Phage	0.0242
Pig	Phage	0.0446
Pig	Phage	0.03614
Pig	Phage	0.03724
Pig	Phage	0.04906
Pig	Phage	0.04021
Pig	Phage	0.03507
Pig	Phage	0.05318
Pig	Phage	0.03139
Pig	Phage	0.03361
Pig	Phage	0.0361
Pig	Phage	0.04187
Pig	Phage	0.03885
Pig	Phage	0.02399
Pig	Phage	0.02326
Pig	Phage	0.03096
Pig	Phage	0.03112
Pig	Phage	0.03199
Pig	Phage	0.03101
Pig	Phage	0.02527
Pig	Phage	0.02783
Pig	Phage	0.02749
Pig	Phage	0.02972
Pig	Phage	0.02799
Pig	Phage	0.02921
Pig	Phage	0.02763
Pig	Phage	0.0105
Pig	Phage	0.03906
Pig	Phage	0.01401
Pig	Phage	0.01669
Pig	Phage	0.01954
Pig	Phage	0.023
Pig	Phage	0.00885
Pig	Phage	0.00811
Pig	Phage	0.02438
Pig	Phage	0.03551
Pig	Phage	0.0331
Pig	Phage	0.02352
Pig	Phage	0.01492
Pig	Phage	0.02602
Pig	Phage	0.02175
Pig	Phage	0.01752
Pig	Phage	0.01704
Pig	Phage	0.016
Pig	Phage	0.0309
Pig	Phage	0.02485
Pig	Phage	0.0308
Pig	Phage	0.01798
Pig	Phage	0.02615
Pig	Phage	0.01634
Pig	Phage	0.02639
Pig	Phage	0.02551
Pig	Phage	0.01703
Pig	Phage	0.01337
Pig	Phage	0.01921
Pig	Phage	0.02166
Pig	Phage	0.01129
Pig	Phage	0.01992
Pig	Phage	0.01374
Pig	Phage	0.03042
Pig	Phage	0.01165
Pig	Phage	0.01541
Pig	Phage	0.02523
Pig	Phage	0.02489
Pig	Phage	0.01679
Pig	Phage	0.01535
Pig	Phage	0.04189
Pig	Phage	0.0294
Pig	Phage	0.01975
Pig	Phage	0.0171
Pig	Phage	0.02601
Pig	Phage	0.02436
Pig	Phage	0.01486
Pig	Phage	0.01903
Pig	Phage	0.02827
Pig	Phage	0.02606
Pig	Phage	0.03171
Pig	Phage	0.02527
Pig	Phage	0.0175
Pig	Phage	0.02327
Pig	Phage	0.02744
Pig	Phage	0.02308
Pig	Phage	0.035
Pig	Phage	0.01407
Pig	Phage	0.01968
Pig	Phage	0.01396
Pig	Phage	0.0146
Pig	Phage	0.02743
Pig	Phage	0.01626
Pig	Phage	0.01282
Pig	Phage	0.01962
Pig	Phage	0.0213
Pig	Phage	0.0151
Pig	Phage	0.02518
Pig	Phage	0.01923
Pig	Phage	0.01931
Pig	Phage	0.01295
Pig	Phage	0.00761
Pig	Phage	0.02666
Pig	Phage	0.01712
Pig	Phage	0.01678
Pig	Phage	0.01457
Pig	Phage	0.03062
Pig	Phage	0.01253
Pig	Phage	0.01589
Pig	Phage	0.02713
Pig	Phage	0.02033
Pig	Phage	0.01444
Pig	Phage	0.01811
Pig	Phage	0.02048
Pig	Phage	0.03393
Pig	Phage	0.0133
Pig	Phage	0.02446
Pig	Phage	0.02389
Pig	Phage	0.01288
Pig	Phage	0.01535
Pig	Phage	0.01337
Pig	Phage	0.01861
Pig	Phage	0.01146
Pig	Phage	0.01667
Pig	Phage	0.01864
Pig	Phage	0.04182
Pig	Phage	0.02646
Pig	Phage	0.01568
Pig	Phage	0.0162
Pig	Phage	0.01337
Pig	Phage	0.04042
Pig	Phage	0.02225
Pig	Phage	0.01164
Pig	Phage	0.01082
Pig	Phage	0.02205
Pig	Phage	0.01405
Pig	Phage	0.01318
Pig	Phage	0.01108
Pig	Phage	0.01415
Pig	Phage	0.01768
Pig	Phage	0.02893
Pig	Phage	0.0142
Pig	Phage	0.01197
Pig	Phage	0.03683
Pig	Phage	0.01577
Pig	Phage	0.02108
Pig	Phage	0.00854
Pig	Phage	0.01863
Pig	Phage	0.01348
Pig	Phage	0.01704
Pig	Phage	0.02812
Pig	Phage	0.02075
Pig	Phage	0.02103
Pig	Phage	0.02859
Pig	Phage	0.02269
Pig	Phage	0.02268
Pig	Phage	0.01547
Pig	Phage	0.02219
Pig	Phage	0.0171
Pig	Phage	0.02828
Pig	Phage	0.03104
Pig	Phage	0.02924
Pig	Phage	0.02154
Pig	Phage	0.02585
Pig	Phage	0.01453
Pig	Phage	0.01405
Pig	Phage	0.01805
Pig	Phage	0.01948
Pig	Phage	0.0219
Pig	Phage	0.02348
Pig	Phage	0.0168
Pig	Phage	0.01946
Pig	Phage	0.02064
Pig	Phage	0.03042
Pig	Phage	0.02624
Pig	Phage	0.01069
Pig	Phage	0.01453
Pig	Phage	0.01708
Pig	Phage	0.01668
Pig	Phage	0.0156
Pig	Phage	0.03539
Pig	Phage	0.02124
Pig	Phage	0.01461
Pig	Phage	0.02565
Pig	Phage	0.01203
Pig	Phage	0.03506
Pig	Phage	0.02264
Pig	Phage	0.02447
Pig	Phage	0.03161
Pig	Phage	0.02584
Pig	Phage	0.01218
Pig	Phage	0.00732
Pig	Phage	0.01921
Pig	Phage	0.01311
Pig	Phage	0.02757
Pig	Phage	0.01566
Pig	Phage	0.00868
Pig	Phage	0.02443
Pig	Phage	0.0222
Pig	Phage	0.01251
Pig	Phage	0.01428
Pig	Phage	0.02025
Pig	Phage	0.01711
Pig	Phage	0.0101
Pig	Phage	0.02624
Pig	Phage	0.01922
Pig	Phage	0.02494
Pig	Phage	0.02338
Pig	Phage	0.0185
Pig	Phage	0.01512
Pig	Phage	0.028
Pig	Phage	0.02467
Pig	Phage	0.01079
Pig	Phage	0.02031
Pig	Phage	0.02617
Pig	Phage	0.01198
Pig	Phage	0.01624
Pig	Phage	0.01706
Pig	Phage	0.01764
Pig	Phage	0.02916
Pig	Phage	0.02261
Pig	Phage	0.02855
Pig	Phage	0.02048
Pig	Phage	0.01246
Pig	Phage	0.01829
Pig	Phage	0.01274
Pig	Phage	0.02904
Pig	Phage	0.02362
Pig	Phage	0.0166
Pig	Phage	0.02276
Pig	Phage	0.01776
Pig	Phage	0.02522
Pig	Phage	0.01555
Pig	Phage	0.00964
Pig	Phage	0.0278
Pig	Phage	0.01739
Pig	Phage	0.02266
Pig	Phage	0.0197
Pig	Phage	0.03498
Pig	Phage	0.02886
Pig	Phage	0.02401
Pig	Phage	0.04031
Pig	Phage	0.0138
Pig	Phage	0.02407
Pig	Phage	0.01212
Pig	Phage	0.02858
Pig	Phage	0.03055
Pig	Phage	0.02013
Pig	Phage	0.0189
Pig	Phage	0.01392
Pig	Phage	0.02483
Pig	Phage	0.01473
Pig	Phage	0.02518
Pig	Phage	0.02081
Pig	Phage	0.01908
Pig	Phage	0.01174
Pig	Phage	0.00997
Pig	Phage	0.03557
Pig	Phage	0.02378
Pig	Phage	0.02178
Pig	Phage	0.01838
Pig	Phage	0.01491
Pig	Phage	0.01658
Pig	Phage	0.02153
Pig	Phage	0.0152
Pig	Phage	0.01406
Pig	Phage	0.01305
Pig	Phage	0.00705
Pig	Phage	0.03884
Pig	Phage	0.02709
Pig	Phage	0.01842
Pig	Phage	0.03167
Pig	Phage	0.01733
Pig	Phage	0.02578
Pig	Phage	0.02421
Pig	Phage	0.01817
Pig	Phage	0.02135
Pig	Phage	0.01457
Pig	Phage	0.02439
Pig	Phage	0.01523
Pig	Phage	0.02365
Pig	Phage	0.02613
Pig	Phage	0.01871
Pig	Phage	0.01875
Pig	Phage	0.01814
Pig	Phage	0.03392
Pig	Phage	0.02115
Pig	Phage	0.01944
Pig	Phage	0.02447
Pig	Phage	0.01124
Pig	Phage	0.01929
Pig	Phage	0.01878
Pig	Phage	0.02177
Pig	Phage	0.02191
Pig	Phage	0.00716
Pig	Phage	0.01912
Pig	Phage	0.0236
Pig	Phage	0.0194
Pig	Phage	0.0117
Pig	Phage	0.02003
Pig	Phage	0.01733
Pig	Phage	0.02191
Pig	Phage	0.02004
Pig	Phage	0.01038
Pig	Phage	0.01715
Pig	Phage	0.02017
Pig	Phage	0.01451
Pig	Phage	0.01168
Pig	Phage	0.01498
Pig	Phage	0.01753
Pig	Phage	0.01919
Pig	Phage	0.01883
Pig	Phage	0.02126
Pig	Phage	0.01436
Pig	Phage	0.02249
Pig	Phage	0.0205
Pig	Phage	0.02018
Pig	Phage	0.01754
Pig	Phage	0.01499
Pig	Phage	0.01789
Pig	Phage	0.01452
Pig	Phage	0.01415
Pig	Phage	0.0127
Pig	Phage	0.02002
Pig	Phage	0.02362
Pig	Phage	0.02252
Pig	Phage	0.02138
Pig	Phage	0.02487
Pig	Phage	0.01962
Pig	Phage	0.02158
Pig	Phage	0.01808
Pig	Phage	0.01986
Pig	Phage	0.01484
Pig	Phage	0.01755
Pig	Phage	0.01689
Pig	Phage	0.01488
Pig	Phage	0.01335
Pig	Phage	0.01686
Pig	Phage	0.01332
Pig	Phage	0.02455
Pig	Phage	0.01793
Pig	Phage	0.02107
Pig	Phage	0.01784
Pig	Phage	0.01581
Pig	Phage	0.02325
Pig	Phage	0.01898
Pig	Phage	0.01958
Pig	Phage	0.01167
Pig	Phage	0.01489
Pig	Phage	0.01651
Pig	Phage	0.01514
Pig	Phage	0.02872
Pig	Phage	0.01629
Pig	Phage	0.01553
Pig	Phage	0.0155
Pig	Phage	0.01399
Pig	Phage	0.01927
Pig	Phage	0.01761
Pig	Phage	0.02297
Pig	Phage	0.01531
Pig	Phage	0.0182
Pig	Phage	0.0225
Pig	Phage	0.02013
Pig	Phage	0.02051
Pig	Phage	0.01019
Pig	Phage	0.01788
Pig	Phage	0.02089
Pig	Phage	0.01982
Pig	Phage	0.01272
Pig	Phage	0.02129
Pig	Phage	0.01835
Pig	Phage	0.02021
Pig	Phage	0.01921
Pig	Phage	0.01334
Pig	Phage	0.01892
Pig	Phage	0.01715
Pig	Phage	0.01672
Pig	Phage	0.01426
Pig	Phage	0.01422
Pig	Phage	0.01809
Pig	Phage	0.02664
Pig	Phage	0.02069
Pig	Phage	0.01659
Pig	Phage	0.01941
Pig	Phage	0.02004
Pig	Phage	0.02459
Pig	Phage	0.01339
Pig	Phage	0.02453
Pig	Phage	0.00955
Pig	Phage	0.00748
Pig	Phage	0.01538
Pig	Phage	0.01994
Pig	Phage	0.02095
Pig	Phage	0.01157
Pig	Phage	0.02175
Pig	Phage	0.02488
Pig	Phage	0.01639
Pig	Phage	0.01295
Pig	Phage	0.02404
Pig	Phage	0.02285
Pig	Phage	0.01529
Pig	Phage	0.02281
Pig	Phage	0.01983
Pig	Phage	0.02016
Pig	Phage	0.02006
Pig	Phage	0.01722
Pig	Phage	0.02141
Pig	Phage	0.0294
Pig	Phage	0.01528
Pig	Phage	0.01681
Pig	Phage	0.01717
Pig	Phage	0.01562
Pig	Phage	0.01576
Pig	Phage	0.01439
Pig	Phage	0.01702
Pig	Phage	0.02216
Pig	Phage	0.02249
Pig	Phage	0.025
Pig	Phage	0.01327
Pig	Phage	0.01869
Pig	Phage	0.0198
Pig	Phage	0.01662
Pig	Phage	0.02064
Pig	Phage	0.01035
Pig	Phage	0.02199
Pig	Phage	0.01727
Pig	Phage	0.01502
Pig	Phage	0.02219
Pig	Phage	0.018
Pig	Phage	0.02275
Pig	Phage	0.0212
Pig	Phage	0.03027
Pig	Phage	0.02306
Pig	Phage	0.02029
Pig	Phage	0.0191
Pig	Phage	0.01152
Pig	Phage	0.01656
Pig	Phage	0.02049
Pig	Phage	0.02023
Pig	Phage	0.02064
Pig	Phage	0.01395
Pig	Phage	0.02161
Pig	Phage	0.02055
Pig	Phage	0.01684
Pig	Phage	0.02695
Pig	Phage	0.01927
Pig	Phage	0.01592
Pig	Phage	0.01862
Pig	Phage	0.01744
Pig	Phage	0.02009
Pig	Phage	0.01701
Pig	Phage	0.01991
Pig	Phage	0.02043
Pig	Phage	0.01974
Pig	Phage	0.01682
Pig	Phage	0.02521
Pig	Phage	0.01558
Pig	Phage	0.00399
Pig	Phage	0.01148
Pig	Phage	0.01433
Pig	Phage	0.0123
Pig	Phage	0.03059
Pig	Phage	0.01455
Pig	Phage	0.01
Pig	Phage	0.02493
Pig	Phage	0.01589
Pig	Phage	0.01867
Pig	Phage	0.0173
Pig	Phage	0.01433
Pig	Phage	0.01613
Pig	Phage	0.01813
Pig	Phage	0.01388
Pig	Phage	0.01729
Pig	Phage	0.01563
Pig	Phage	0.00463
Pig	Phage	0.02113
Pig	Phage	0.01569
Pig	Phage	0.01977
Pig	Phage	0.01198
Pig	Phage	0.0108
Pig	Phage	0.01873
Pig	Phage	0.01862
Pig	Phage	0.01684
Pig	Phage	0.00896
Pig	Phage	0.01957
Pig	Phage	0.00994
Pig	Phage	0.01217
Pig	Phage	0.0119
Pig	Phage	0.03484
Pig	Phage	0.02948
Pig	Phage	0.01362
Pig	Phage	0.02816
Pig	Phage	0.02404
Pig	Phage	0.03697
Pig	Phage	0.01914
Pig	Phage	0.02084
Pig	Phage	0.04185
Pig	Phage	0.02538
Pig	Phage	0.04507
Pig	Phage	0.02755
Pig	Phage	0.01863
Pig	Phage	0.02972
Pig	Phage	0.03835
Pig	Phage	0.01792
Pig	Phage	0.02705
Pig	Phage	0.02962
Pig	Phage	0.03729
Pig	Phage	0.02973
Pig	Phage	0.04345
Pig	Phage	0.03748
Pig	Phage	0.03874
Pig	Phage	0.0334
Pig	Phage	0.00474
Pig	Phage	0.03545
Pig	Phage	0.04058
Pig	Phage	0.05773
Pig	Phage	0.04441
Pig	Phage	0.04021
Pig	Phage	0.04378
Pig	Phage	0.04701
Pig	Phage	0.05308
Pig	Phage	0.02914
Pig	Phage	0.03294
Pig	Phage	0.02682
Pig	Phage	0.02014
Pig	Phage	0.03742
Pig	Phage	0.03876
Pig	Phage	0.09994
Pig	Phage	0.03947
Pig	Phage	0.04405
Pig	Phage	0.03612
Pig	Phage	0.04056
Pig	Phage	0.04612
Pig	Phage	0.03854
Pig	Phage	0.03886
Pig	Phage	0.04963
Pig	Phage	0.02131
Pig	Phage	0.06412
Pig	Phage	0.03177
Pig	Phage	0.03957
Pig	Phage	0.0343
Pig	Phage	0.04694
Pig	Phage	0.04109
Pig	Phage	0.03994
Pig	Phage	0.03717
Pig	Phage	0.0459
Pig	Phage	0.0316
Pig	Phage	0.04356
Pig	Phage	0.02715
Pig	Phage	0.03473
Pig	Phage	0.0346
Pig	Phage	0.04018
Pig	Phage	0.03298
Pig	Phage	0.03359
Pig	Phage	0.04583
Pig	Phage	0.04568
Pig	Phage	0.04586
Pig	Phage	0.05352
Pig	Phage	0.0362
Pig	Phage	0.04672
Pig	Phage	0.03486
Pig	Phage	0.04413
Pig	Phage	0.04815
Pig	Phage	0.03972
Pig	Phage	0.03576
Pig	Phage	0.04137
Pig	Phage	0.04041
Pig	Phage	0.07635
Pig	Phage	0.0459
Pig	Phage	0.03533
Pig	Phage	0.06762
Pig	Phage	0.03791
Pig	Phage	0.03418
Pig	Phage	0.03633
Pig	Phage	0.05262
Pig	Phage	0.03599
Pig	Phage	0.0311
Pig	Phage	0.04154
Pig	Phage	0.04811
Pig	Phage	0.03874
Pig	Phage	0.0328
Pig	Phage	0.03979
Pig	Phage	0.0416
Pig	Phage	0.03177
Pig	Phage	0.03785
Pig	Phage	0.04001
Pig	Phage	0.04223
Pig	Phage	0.04116
Pig	Phage	0.04258
Pig	Phage	0.03086
Pig	Phage	0.03658
Pig	Phage	0.03622
Pig	Phage	0.03775
Pig	Phage	0.03626
Pig	Phage	0.03045
Pig	Phage	0.03645
Pig	Phage	0.02337
Pig	Phage	0.03032
Pig	Phage	0.05849
Pig	Phage	0.0364
Pig	Phage	0.03468
Pig	Phage	0.03835
Pig	Phage	0.04272
Pig	Phage	0.04047
Pig	Phage	0.04512
Pig	Phage	0.04539
Pig	Phage	0.02883
Pig	Phage	0.04083
Pig	Phage	0.03874
Pig	Phage	0.03917
Pig	Phage	0.0335
Pig	Phage	0.03857
Pig	Phage	0.04038
Pig	Phage	0.02704
Pig	Phage	0.03171
Pig	Phage	0.03636
Pig	Phage	0.0353
Pig	Phage	0.05424
Pig	Phage	0.02715
Pig	Phage	0.04004
Pig	Phage	0.03874
Pig	Phage	0.04232
Pig	Phage	0.03858
Pig	Phage	0.04715
Pig	Phage	0.04179
Pig	Phage	0.04071
Pig	Phage	0.06369
Pig	Phage	0.03699
Pig	Phage	0.0329
Pig	Phage	0.04524
Pig	Phage	0.03863
Pig	Phage	0.03892
Pig	Phage	0.02816
Pig	Phage	0.0347
Pig	Phage	0.03286
Pig	Phage	0.03808
Pig	Phage	0.0281
Pig	Phage	0.05033
Pig	Phage	0.04398
Pig	Phage	0.03964
Pig	Phage	0.03442
Pig	Phage	0.03277
Pig	Phage	0.03423
Pig	Phage	0.03244
Pig	Phage	0.03555
Pig	Phage	0.04082
Pig	Phage	0.02967
Pig	Phage	0.04735
Pig	Phage	0.04009
Pig	Phage	0.03544
Pig	Phage	0.04379
Pig	Phage	0.03619
Pig	Phage	0.03628
Pig	Phage	0.0568
Pig	Phage	0.04588
Pig	Phage	0.03687
Pig	Phage	0.03822
Pig	Phage	0.03345
Pig	Phage	0.03089
Pig	Phage	0.04341
Pig	Phage	0.03451
Pig	Phage	0.02607
Pig	Phage	0.03892
Pig	Phage	0.03689
Pig	Phage	0.05292
Pig	Phage	0.03354
Pig	Phage	0.04873
Pig	Phage	0.04064
Pig	Phage	0.03094
Pig	Phage	0.03743
Pig	Phage	0.03721
Pig	Phage	0.03746
Pig	Phage	0.03624
Pig	Phage	0.04834
Pig	Phage	0.03623
Pig	Phage	0.03764
Pig	Phage	0.03767
Pig	Phage	0.03907
Pig	Phage	0.03367
Pig	Phage	0.03902
Pig	Phage	0.04552
Pig	Phage	0.04858
Pig	Phage	0.03226
Pig	Phage	0.04146
Pig	Phage	0.04522
Pig	Phage	0.03337
Pig	Phage	0.06231
Pig	Phage	0.03609
Pig	Phage	0.0389
Pig	Phage	0.03432
Pig	Phage	0.03061
Pig	Phage	0.02212
Pig	Phage	0.02983
Pig	Phage	0.04105
Pig	Phage	0.03666
Pig	Phage	0.03377
Pig	Phage	0.06131
Pig	Phage	0.02527
Pig	Phage	0.02018
Pig	Phage	0.04416
Pig	Phage	0.04615
Pig	Phage	0.03394
Pig	Phage	0.03881
Pig	Phage	0.04029
Pig	Phage	0.04435
Pig	Phage	0.04817
Pig	Phage	0.03492
Pig	Phage	0.03232
Pig	Phage	0.03639
Pig	Phage	0.03638
Pig	Phage	0.03439
Pig	Phage	0.03848
Pig	Phage	0.03404
Pig	Phage	0.03189
Pig	Phage	0.03204
Pig	Phage	0.03294
Pig	Phage	0.03372
Pig	Phage	0.03082
Pig	Phage	0.0496
Pig	Phage	0.04458
Pig	Phage	0.07443
Pig	Phage	0.02899
Pig	Phage	0.04332
Pig	Phage	0.02764
Pig	Phage	0.00427
Pig	Phage	0.04071
Pig	Phage	0.03068
Pig	Phage	0.03102
Pig	Phage	0.04015
Pig	Phage	0.07475
Pig	Phage	0.0419
Pig	Phage	0.03887
Pig	Phage	0.04109
Pig	Phage	0.03035
Pig	Phage	0.03316
Pig	Phage	0.03873
Pig	Phage	0.03663
Pig	Phage	0.04039
Pig	Phage	0.0425
Pig	Phage	0.03723
Pig	Phage	0.03543
Pig	Phage	0.03969
Pig	Phage	0.02849
Pig	Phage	0.0315
Pig	Phage	0.0337
Pig	Phage	0.03258
Pig	Phage	0.03719
Pig	Phage	0.03868
Pig	Phage	0.02856
Pig	Phage	0.0332
Pig	Phage	0.04117
Pig	Phage	0.0482
Pig	Phage	0.034
Pig	Phage	0.03459
Pig	Phage	0.04153
Pig	Phage	0.047
Pig	Phage	0.04253
Pig	Phage	0.03594
Pig	Phage	0.04062
Pig	Phage	0.02667
Pig	Phage	0.03066
Pig	Phage	0.05288
Pig	Phage	0.03915
Pig	Phage	0.03394
Pig	Phage	0.03876
Pig	Phage	0.05301
Pig	Phage	0.0318
Pig	Phage	0.06069
Pig	Phage	0.04044
Pig	Phage	0.07699
Pig	Phage	0.03178
Pig	Phage	0.04536
Pig	Phage	0.03609
Pig	Phage	0.04859
Pig	Phage	0.03872
Pig	Phage	0.0415
Pig	Phage	0.03709
Pig	Phage	0.0327
Pig	Phage	0.04033
Pig	Phage	0.02845
Pig	Phage	0.04508
Pig	Phage	0.04484
Pig	Phage	0.06415
Pig	Phage	0.02756
Pig	Phage	0.03859
Pig	Phage	0.02685
Pig	Phage	0.04093
Pig	Phage	0.03786
Pig	Phage	0.05322
Pig	Phage	0.04107
Pig	Phage	0.02966
Pig	Phage	0.03884
Pig	Phage	0.03295
Pig	Phage	0.03587
Pig	Phage	0.03915
Pig	Phage	0.03543
Pig	Phage	0.0398
Pig	Phage	0.035
Pig	Phage	0.04056
Pig	Phage	0.03336
Pig	Phage	0.03549
Pig	Phage	0.03386
Pig	Phage	0.00428
Pig	Phage	0.02938
Pig	Phage	0.03431
Pig	Phage	0.02758
Pig	Phage	0.03911
Pig	Phage	0.04307
Pig	Phage	0.03491
Pig	Phage	0.04579
Pig	Phage	0.02651
Pig	Phage	0.07684
Pig	Phage	0.03237
Pig	Phage	0.03604
Pig	Phage	0.04564
Pig	Phage	0.0359
Pig	Phage	0.02982
Pig	Phage	0.03364
Pig	Phage	0.03789
Pig	Phage	0.04463
Pig	Phage	0.04549
Pig	Phage	0.04193
Pig	Phage	0.02018
Pig	Phage	0.0386
Pig	Phage	0.0231
Pig	Phage	0.02765
Pig	Phage	0.03666
Pig	Phage	0.02755
Pig	Phage	0.04587
Pig	Phage	0.03874
Pig	Phage	0.04181
Pig	Phage	0.04592
Pig	Phage	0.03681
Pig	Phage	0.03472
Pig	Phage	0.03581
Pig	Phage	0.05309
Pig	Phage	0.03786
Pig	Phage	0.03827
Pig	Phage	0.03733
Pig	Phage	0.03835
Pig	Phage	0.0366
Pig	Phage	0.03766
Pig	Phage	0.03464
Pig	Phage	0.05202
Pig	Phage	0.03517
Pig	Phage	0.04148
Pig	Phage	0.03186
Pig	Phage	0.03161
Pig	Phage	0.04477
Pig	Phage	0.03604
Pig	Phage	0.03851
Pig	Phage	0.03022
Pig	Phage	0.0267
Pig	Phage	0.03609
Pig	Phage	0.03526
Pig	Phage	0.02715
Pig	Phage	0.03117
Pig	Phage	0.03578
Pig	Phage	0.05793
Pig	Phage	0.04335
Pig	Phage	0.03529
Pig	Phage	0.0283
Pig	Phage	0.04481
Pig	Phage	0.0403
Pig	Phage	0.03267
Pig	Phage	0.03441
Pig	Phage	0.03999
Pig	Phage	0.04364
Pig	Phage	0.03055
Pig	Phage	0.03289
Pig	Phage	0.02998
Pig	Phage	0.03969
Pig	Phage	0.02713
Pig	Phage	0.04416
Pig	Phage	0.03065
Pig	Phage	0.04446
Pig	Phage	0.03963
Pig	Phage	0.03348
Pig	Phage	0.06054
Pig	Phage	0.03468
Pig	Phage	0.04088
Pig	Phage	0.0417
Pig	Phage	0.03678
Pig	Phage	0.03979
Pig	Phage	0.02743
Pig	Phage	0.04346
Pig	Phage	0.03521
Pig	Phage	0.04686
Pig	Phage	0.04741
Pig	Phage	0.03283
Pig	Phage	0.04356
Pig	Phage	0.0377
Pig	Phage	0.04504
Pig	Phage	0.04538
Pig	Phage	0.0286
Pig	Phage	0.03865
Pig	Phage	0.0389
Pig	Phage	0.05244
Pig	Phage	0.05594
Pig	Phage	0.00415
Pig	Phage	0.04006
Pig	Phage	0.03394
Pig	Phage	0.0476
Pig	Phage	0.03749
Pig	Phage	0.03421
Pig	Phage	0.04368
Pig	Phage	0.0269
Pig	Phage	0.07194
Pig	Phage	0.03309
Pig	Phage	0.03204
Pig	Phage	0.03219
Pig	Phage	0.06106
Pig	Phage	0.0277
Pig	Phage	0.03124
Pig	Phage	0.03119
Pig	Phage	0.03367
Pig	Phage	0.04139
Pig	Phage	0.03563
Pig	Phage	0.03907
Pig	Phage	0.03295
Pig	Phage	0.04412
Pig	Phage	0.039
Pig	Phage	0.03709
Pig	Phage	0.02949
Pig	Phage	0.02995
Pig	Phage	0.02798
Pig	Phage	0.04708
Pig	Phage	0.04788
Pig	Phage	0.0457
Pig	Phage	0.03624
Pig	Phage	0.03893
Pig	Phage	0.03088
Pig	Phage	0.03773
Pig	Phage	0.03813
Pig	Phage	0.03759
Pig	Phage	0.03858
Pig	Phage	0.03762
Pig	Phage	0.03894
Pig	Phage	0.03944
Pig	Phage	0.03703
Pig	Phage	0.04976
Pig	Phage	0.05363
Pig	Phage	0.04526
Pig	Phage	0.03684
Pig	Phage	0.0468
Pig	Phage	0.03237
Pig	Phage	0.03629
Pig	Phage	0.02547
Pig	Phage	0.03759
Pig	Phage	0.04081
Pig	Phage	0.03898
Pig	Phage	0.03645
Pig	Phage	0.028
Pig	Phage	0.03545
Pig	Phage	0.03842
Pig	Phage	0.04275
Pig	Phage	0.04476
Pig	Phage	0.00445
Pig	Phage	0.04166
Pig	Phage	0.02969
Pig	Phage	0.03733
Pig	Phage	0.04707
Pig	Phage	0.03777
Pig	Phage	0.03212
Pig	Phage	0.02275
Pig	Phage	0.0415
Pig	Phage	0.03977
Pig	Phage	0.03343
Pig	Phage	0.0426
Pig	Phage	0.05101
Pig	Phage	0.05292
Pig	Phage	0.04322
Pig	Phage	0.04094
Pig	Phage	0.02341
Pig	Phage	0.0297
Pig	Phage	0.02866
Pig	Phage	0.04086
Pig	Phage	0.03247
Pig	Phage	0.03779
Pig	Phage	0.04582
Pig	Phage	0.03841
Pig	Phage	0.0281
Pig	Phage	0.0476
Pig	Phage	0.02206
Pig	Phage	0.04071
Pig	Phage	0.03942
Pig	Phage	0.04204
Pig	Phage	0.05016
Pig	Phage	0.02218
Pig	Phage	0.03031
Pig	Phage	0.02995
Pig	Phage	0.03117
Pig	Phage	0.03652
Pig	Phage	0.03734
Pig	Phage	0.03415
Pig	Phage	0.03178
Pig	Phage	0.03498
Pig	Phage	0.0386
Pig	Phage	0.03497
Pig	Phage	0.03693
Pig	Phage	0.00408
Pig	Phage	0.04847
Pig	Phage	0.02678
Pig	Phage	0.04256
Pig	Phage	0.03903
