otu,otu_occ,otu_rel,fill,Group,Group2
cow_phage_09436,0.153163152,5.64E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12146,0.30299667,4.85E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11307,0.083795782,3.15E-06,no,Ruminant,Ruminant-no
cow_phage_12175,0.381243063,1.77E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15094,0.116537181,7.60E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11745,0.084350721,2.12E-06,no,Ruminant,Ruminant-no
cow_phage_30735,0.35127636,1.67E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02933,0.100443951,3.86E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12523,0.11154273,8.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23246,0.165926748,4.41E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24452,0.224195339,3.30E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01291,0.048834628,2.48E-06,no,Ruminant,Ruminant-no
cow_phage_36918,0.326304107,4.49E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03394,0.057158713,2.33E-06,no,Ruminant,Ruminant-no
cow_phage_16910,0.004439512,9.67E-07,no,Ruminant,Ruminant-no
cow_phage_03199,0.16481687,1.68E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14782,0.301886792,1.03E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24230,0.031631521,1.90E-06,no,Ruminant,Ruminant-no
cow_phage_23005,0.06936737,3.43E-06,no,Ruminant,Ruminant-no
cow_phage_30322,0.39345172,5.20E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29855,0.365149834,2.20E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33300,0.268035516,2.91E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13865,0.241953385,1.46E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27570,0.231409545,1.59E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07613,0.223085461,6.05E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02765,0.073251942,1.00E-05,no,Ruminant,Ruminant-no
cow_phage_14221,0.020532741,2.34E-06,no,Ruminant,Ruminant-no
cow_phage_09905,0.208102109,4.31E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15561,0.241953385,1.74E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29499,0.032741398,7.89E-06,no,Ruminant,Ruminant-no
cow_phage_15214,0.335738069,9.15E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06232,0.266370699,3.10E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32415,0.780244173,6.77E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04732,0.211986681,8.42E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15825,0.33518313,9.16E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17285,0.19700333,3.89E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27454,0.239733629,6.57E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29106,0.259711432,3.31E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00096,0.026082131,8.83E-06,no,Ruminant,Ruminant-no
cow_phage_31992,0.398446171,1.36E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20280,0.23917869,7.00E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29973,0.369034406,6.64E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06799,0.183684795,1.97E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25961,0.050499445,3.30E-06,no,Ruminant,Ruminant-no
cow_phage_23178,0.144284129,1.92E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16985,0.062708102,8.48E-06,no,Ruminant,Ruminant-no
cow_phage_06131,0.043840178,5.95E-06,no,Ruminant,Ruminant-no
cow_phage_22861,0.150943396,7.82E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08542,0.2763596,8.33E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03404,0.19700333,4.74E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20511,0.161487236,2.22E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21604,0.089345172,2.63E-05,no,Ruminant,Ruminant-no
cow_phage_27656,0.332408435,1.74E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16875,0.261376249,3.13E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22085,0.352941176,2.01E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11380,0.116537181,3.86E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02598,0.158157603,1.90E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02155,0.503884573,1.99E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26186,0.35127636,2.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19660,0.158712542,5.88E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18656,0.062153163,2.79E-06,no,Ruminant,Ruminant-no
cow_phage_03129,0.008879023,7.88E-06,no,Ruminant,Ruminant-no
cow_phage_19688,0.645948946,3.42E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12116,0.284128746,6.83E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02270,0.118201998,4.52E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16691,0.278024417,1.48E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30652,0.874028857,2.50E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04800,0.210321865,2.95E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30739,0.338512764,3.88E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00491,0.31409545,1.37E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35072,0.275249723,1.90E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17237,0.204772475,3.13E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09006,0.274139845,6.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15563,0.283018868,1.92E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04460,0.082685905,1.52E-06,no,Ruminant,Ruminant-no
cow_phage_11945,0.061043285,4.26E-06,no,Ruminant,Ruminant-no
cow_phage_04798,0.157047725,0.000124123,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20208,0.416759156,6.25E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26153,0.046614872,2.10E-06,no,Ruminant,Ruminant-no
cow_phage_31386,0.52108768,4.77E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28471,0.19145394,5.07E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03543,0.099334073,5.74E-06,no,Ruminant,Ruminant-no
cow_phage_31645,0.491675916,8.81E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10925,0.341842397,1.63E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31275,0.172586016,2.09E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05840,0.085460599,2.27E-05,no,Ruminant,Ruminant-no
cow_phage_04568,0.236958935,3.50E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08745,0.101553829,4.39E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25847,0.08490566,3.02E-06,no,Ruminant,Ruminant-no
cow_phage_24120,0.11154273,1.34E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04375,0.340732519,9.25E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_34507,0.246392897,7.92E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23809,0.077136515,4.22E-06,no,Ruminant,Ruminant-no
cow_phage_03383,0.188679245,1.44E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32563,0.075471698,2.86E-06,no,Ruminant,Ruminant-no
cow_phage_18490,0.457824639,4.34E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11253,0.028301887,1.18E-05,no,Ruminant,Ruminant-no
cow_phage_07986,0.094339623,4.28E-06,no,Ruminant,Ruminant-no
cow_phage_30548,0.076026637,3.16E-05,no,Ruminant,Ruminant-no
cow_phage_05220,0.049944506,3.91E-05,no,Ruminant,Ruminant-no
cow_phage_00690,0.492785794,3.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08517,0.099889012,7.73E-06,no,Ruminant,Ruminant-no
cow_phage_09046,0.338512764,0.000118655,Compartments,Ruminant,Ruminant-Compartments
cow_phage_24944,0.172031077,1.22E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05585,0.356825749,4.29E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27520,0.075471698,7.32E-06,no,Ruminant,Ruminant-no
cow_phage_27585,0.469478357,7.45E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_34175,0.903440622,0.000168671,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32693,0.327413984,6.06E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20344,0.026082131,1.31E-05,no,Ruminant,Ruminant-no
cow_phage_17666,0.431187569,1.28E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23195,0.179245283,6.07E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06720,0.551054384,1.20E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02800,0.200887902,1.23E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28215,0.105438402,8.78E-07,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19736,0.24472808,7.58E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28345,0.115982242,1.10E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15538,0.094339623,3.03E-06,no,Ruminant,Ruminant-no
cow_phage_32899,0.278579356,4.00E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26777,0.086570477,2.74E-06,no,Ruminant,Ruminant-no
cow_phage_10444,0.352386238,1.36E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06742,0.222530522,7.16E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09437,0.110432852,5.06E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19431,0.147613762,8.29E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01629,0.046614872,2.21E-06,no,Ruminant,Ruminant-no
cow_phage_03184,0.113207547,8.82E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23365,0.532741398,1.56E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02687,0.062153163,3.16E-06,no,Ruminant,Ruminant-no
cow_phage_22076,0.153718091,4.03E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27089,0.066037736,1.16E-05,no,Ruminant,Ruminant-no
cow_phage_29998,0.316870144,7.38E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_31721,0.436736959,5.71E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_05729,0.067147614,7.51E-06,no,Ruminant,Ruminant-no
cow_phage_08357,0.241398446,1.27E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22693,0.461709212,8.19E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13901,0.209766926,1.20E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11613,0.020532741,2.28E-06,no,Ruminant,Ruminant-no
cow_phage_08762,0.186459489,1.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13075,0.43618202,3.88E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00560,0.392341842,4.25E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_10422,0.222530522,9.44E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06655,0.146503885,3.96E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11261,0.07991121,7.61E-06,no,Ruminant,Ruminant-no
cow_phage_34548,0.791897891,3.60E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_34346,0.375693674,2.61E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30427,0.466148724,1.74E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14317,0.172586016,6.14E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_37483,0.666481687,4.68E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28563,0.112097669,3.79E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23175,0.279134295,3.88E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03332,0.062153163,4.56E-06,no,Ruminant,Ruminant-no
cow_phage_00512,0.194783574,2.90E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28587,0.157602664,3.11E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27884,0.019422863,3.22E-06,no,Ruminant,Ruminant-no
cow_phage_02699,0.248057714,5.55E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35472,0.226970033,5.69E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_03551,0.00554939,2.53E-06,no,Ruminant,Ruminant-no
cow_phage_26609,0.05327414,0.000138535,no,Ruminant,Ruminant-no
cow_phage_29917,0.381798002,1.25E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06875,0.208102109,2.72E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02428,0.071032186,1.37E-05,no,Ruminant,Ruminant-no
cow_phage_07912,0.203107658,1.93E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29870,0.315205327,9.24E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07641,0.329078801,1.82E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33463,0.551609323,4.71E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19281,0.103773585,2.03E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01547,0.142064373,2.06E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_38899,0.491120977,4.96E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32060,0.108213097,8.87E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23231,0.354605993,9.75E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16820,0.254716981,6.38E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21229,0.189234184,4.43E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13351,0.089900111,1.35E-05,no,Ruminant,Ruminant-no
cow_phage_05943,0.313540511,1.95E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14564,0.214761376,1.86E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33828,0.543840178,2.18E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12184,0.025527192,1.68E-05,no,Ruminant,Ruminant-no
cow_phage_06512,0.085460599,3.28E-06,no,Ruminant,Ruminant-no
cow_phage_19291,0.094894562,6.54E-06,no,Ruminant,Ruminant-no
cow_phage_14749,0.062153163,2.18E-05,no,Ruminant,Ruminant-no
cow_phage_04440,0.012208657,2.46E-05,no,Ruminant,Ruminant-no
cow_phage_18867,0.113762486,6.05E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14166,0.019977802,6.24E-07,no,Ruminant,Ruminant-no
cow_phage_17633,0.245837958,1.29E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06122,0.02108768,1.27E-06,no,Ruminant,Ruminant-no
cow_phage_33674,0.613762486,0.000131091,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20971,0.356825749,4.75E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23427,0.189789123,6.52E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21429,0.139289678,5.65E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_19173,0.103218646,4.68E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13349,0.269700333,1.89E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33405,0.380133185,7.46E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13241,0.069922309,7.80E-05,no,Ruminant,Ruminant-no
cow_phage_19978,0.124306326,2.66E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26561,0.056603774,3.79E-06,no,Ruminant,Ruminant-no
cow_phage_06732,0.357935627,0.000106614,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17239,0.199778024,1.44E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35139,0.857935627,0.000316944,Compartments,Ruminant,Ruminant-Compartments
cow_phage_09391,0.23917869,5.31E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_36360,0.432852386,0.000107611,Compartments,Ruminant,Ruminant-Compartments
cow_phage_39436,0.256381798,4.72E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11438,0.01054384,7.63E-06,no,Ruminant,Ruminant-no
cow_phage_16512,0.17036626,1.44E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06544,0.072142064,1.33E-06,no,Ruminant,Ruminant-no
cow_phage_22498,0.104328524,4.30E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02072,0.147613762,1.72E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_08216,0.290233074,9.11E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11851,0.198668147,3.01E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30505,0.251387347,2.74E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07665,0.206437292,9.48E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26185,0.26082131,5.20E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27534,0.188679245,4.19E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30809,0.291342952,1.66E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30234,0.461709212,2.30E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22443,0.057158713,0.000152863,no,Ruminant,Ruminant-no
cow_phage_18351,0.193118757,1.20E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29690,0.424528302,2.46E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27421,0.262486127,2.88E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21466,0.049944506,3.28E-06,no,Ruminant,Ruminant-no
cow_phage_14916,0.282463929,2.64E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20727,0.143174251,4.85E-07,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27028,0.435072142,4.66E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33224,0.83518313,2.19E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04827,0.204772475,4.49E-07,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04099,0.178135405,3.20E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02997,0.17036626,1.24E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29031,0.096559378,2.73E-06,no,Ruminant,Ruminant-no
cow_phage_23609,0.244173141,7.96E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_29053,0.167591565,5.96E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00037,0.40954495,2.58E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27596,0.099334073,4.07E-05,no,Ruminant,Ruminant-no
cow_phage_01606,0.271920089,5.59E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32965,0.076026637,1.93E-05,no,Ruminant,Ruminant-no
cow_phage_01105,0.021642619,4.89E-06,no,Ruminant,Ruminant-no
cow_phage_16620,0.341287458,1.05E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30973,0.066037736,4.44E-06,no,Ruminant,Ruminant-no
cow_phage_29229,0.397336293,1.71E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23588,0.095449501,5.44E-06,no,Ruminant,Ruminant-no
cow_phage_12000,0.282463929,1.86E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23822,0.073251942,3.26E-06,no,Ruminant,Ruminant-no
cow_phage_08952,0.161487236,6.23E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12092,0.067702553,5.85E-06,no,Ruminant,Ruminant-no
cow_phage_19948,0.296337403,1.79E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15310,0.487236404,2.18E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12595,0.131520533,3.41E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06389,0.216426193,1.16E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_30602,0.05327414,3.62E-06,no,Ruminant,Ruminant-no
cow_phage_32429,0.359600444,8.00E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_20274,0.322974473,1.49E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12762,0.214206437,8.75E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32785,0.432297447,3.89E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_32275,0.381798002,5.66E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13017,0.103773585,1.93E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_27116,0.164261931,3.81E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02740,0.018867925,2.57E-06,no,Ruminant,Ruminant-no
cow_phage_08258,0.103218646,7.72E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_37363,0.209211987,0.000174414,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13162,0.006104329,4.55E-07,no,Ruminant,Ruminant-no
cow_phage_33473,0.87791343,0.000123364,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17486,0.312985572,7.53E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28047,0.284683685,1.46E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26819,0.030521643,3.36E-06,no,Ruminant,Ruminant-no
cow_phage_12747,0.07991121,4.93E-06,no,Ruminant,Ruminant-no
cow_phage_19366,0.03718091,8.78E-06,no,Ruminant,Ruminant-no
cow_phage_30659,0.414539401,9.01E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22252,0.025527192,8.55E-06,no,Ruminant,Ruminant-no
cow_phage_10652,0.298557159,7.06E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11609,0.288568257,7.55E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16752,0.274139845,6.81E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14786,0.203662597,2.31E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02606,0.149278579,3.67E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_35892,0.067147614,5.53E-06,no,Ruminant,Ruminant-no
cow_phage_06979,0.139844617,6.65E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06928,0.232519423,6.51E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23308,0.083240844,4.50E-06,no,Ruminant,Ruminant-no
cow_phage_17051,0.037735849,2.68E-06,no,Ruminant,Ruminant-no
cow_phage_29309,0.108213097,8.19E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_34978,0.146503885,1.18E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15502,0.204772475,2.08E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00191,0.01609323,1.97E-06,no,Ruminant,Ruminant-no
cow_phage_16434,0.190899001,1.78E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_02563,0.033296337,4.89E-06,no,Ruminant,Ruminant-no
cow_phage_27410,0.539955605,0.001382999,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18932,0.201442841,1.23E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_01539,0.432297447,0.000212916,Compartments,Ruminant,Ruminant-Compartments
cow_phage_12936,0.309655938,4.26E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22516,0.365149834,1.67E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_15237,0.217536071,6.98E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26516,0.161487236,7.67E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17258,0.193118757,1.02E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_17244,0.069922309,7.10E-06,no,Ruminant,Ruminant-no
cow_phage_00534,0.208657048,5.19E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_36104,0.15982242,8.53E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_21028,0.098779134,5.19E-06,no,Ruminant,Ruminant-no
cow_phage_31179,0.043840178,5.34E-06,no,Ruminant,Ruminant-no
cow_phage_00569,0.231964484,1.01E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06637,0.067702553,1.10E-06,no,Ruminant,Ruminant-no
cow_phage_37202,0.417869034,2.94E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26390,0.210876804,3.09E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33327,0.495560488,2.75E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00170,0.118201998,5.62E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_06287,0.20754717,7.76E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13615,0.043285239,4.78E-06,no,Ruminant,Ruminant-no
cow_phage_12237,0.190344062,8.44E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_28528,0.081576027,0.000111951,no,Ruminant,Ruminant-no
cow_phage_16307,0.182574917,1.38E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_13533,0.171476138,4.89E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_26576,0.296337403,0.000206821,Compartments,Ruminant,Ruminant-Compartments
cow_phage_34796,0.245837958,1.73E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_11465,0.115982242,9.43E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33495,0.637624861,0.000170851,Compartments,Ruminant,Ruminant-Compartments
cow_phage_18048,0.331853496,2.06E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_00891,0.366259711,4.67E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_23173,0.023862375,1.50E-05,no,Ruminant,Ruminant-no
cow_phage_25113,0.132630411,1.21E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16497,0.068257492,3.64E-06,no,Ruminant,Ruminant-no
cow_phage_25523,0.101553829,2.35E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_39403,0.253052164,8.62E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_25716,0.084350721,2.42E-06,no,Ruminant,Ruminant-no
cow_phage_06572,0.285238624,1.07E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_33650,0.200332963,1.21E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_04167,0.077136515,4.19E-07,no,Ruminant,Ruminant-no
cow_phage_07366,0.240843507,2.41E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_22885,0.453385128,3.24E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_16338,0.193118757,1.51E-05,Compartments,Ruminant,Ruminant-Compartments
cow_phage_14426,0.092119867,3.28E-06,no,Ruminant,Ruminant-no
cow_phage_04037,0.127081021,1.72E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07798,0.047169811,5.82E-06,no,Ruminant,Ruminant-no
cow_phage_28414,0.19145394,5.64E-06,Compartments,Ruminant,Ruminant-Compartments
cow_phage_07737,0.120976693,8.02E-06,Compartments,Ruminant,Ruminant-Compartments
