Phage,Host,Source
36778.15535,149492.9283,Pig
39163.54502,146924.751,Pig
87823.06865,321345.8533,Pig
67264.37725,217673.0445,Pig
47163.98272,175818.1324,Pig
34164.71663,125157.1069,Pig
62080.63922,236959.477,Pig
53685.55905,204619.7648,Pig
50049.2445,214365.2282,Pig
46094.72713,341077.0697,Pig
49266.6009,172528.2845,Pig
74745.21213,339965.2977,Pig
84328.49895,316348.3051,Pig
45567.77564,79877.69493,Pig
17775.89193,54334.24454,Pig
35773.32367,167328.2351,Pig
40223.61227,189138.576,Pig
54069.26859,261932.6818,Pig
71716.59281,275749.2152,Pig
63880.67837,232250.482,Pig
59283.38674,235798.8592,Pig
42411.73339,190008.9386,Pig
82193.35949,294570.7937,Pig
70439.62824,200844.1116,Pig
40198.37059,140301.577,Pig
28694.17178,135466.0351,Pig
37784.88546,114019.7978,Pig
52246.4756,254254.2549,Pig
63274.60676,336590.2983,Pig
24323.26564,161257.7003,Pig
75638.01485,281735.2661,Pig
69119.44826,264794.6903,Pig
44225.05642,240741.0866,Pig
44066.61478,121933.0936,Pig
28355.03796,48820.86267,Pig
71134.3853,233693.2803,Pig
41193.92132,150723.2748,Pig
95977.97117,131940.8378,Pig
40493.07527,231051.5669,Pig
29166.1963,145823.6307,Pig
39982.89149,189376.9861,Pig
57601.75992,302759.2735,Pig
52578.38865,174152.2807,Pig
26390.98945,111982.1324,Pig
28272.50216,212623.2367,Pig
50587.68565,227820.5173,Pig
41784.1943,256975.9018,Pig
39364.27255,257601.1427,Pig
36709.26035,240829.5811,Pig
58319.13232,296822.7035,Pig
40304.32252,266027.3718,Pig
52639.91715,253023.9439,Pig
46019.15164,267693.9459,Pig
27421.5833,192102.831,Pig
45289.91021,271134.2835,Pig
35805.35453,217357.0886,Pig
39870.15102,230717.016,Pig
30494.60592,222359.5819,Pig
33302.70093,216170.3512,Pig
47200.18311,271931.7872,Pig
44261.81959,295744.6866,Pig
44264.17611,286403.3544,Pig
37364.0189,225073.8687,Pig
46391.02697,213501.6861,Pig
69232.90597,390675.004,Pig
23955.20197,150487.7862,Pig
48758.80109,272447.9403,Pig
25564.03147,135215.9925,Pig
17458.69388,85549.98329,Pig
34834.63764,217878.4686,Pig
34285.39153,189437.7676,Pig
36229.16991,156645.8287,Pig
26656.92985,170731.7076,Pig
39158.46805,244963.03,Pig
20779.28961,119382.1892,Pig
22731.25568,159706.9508,Pig
28056.63764,187002.4387,Pig
26123.3231,106514.5173,Pig
29648.19285,177958.0487,Pig
18568.35971,108108.2557,Pig
31972.33767,193223.4722,Pig
26121.01019,132610.7333,Pig
41543.95217,249799.0474,Pig
58003.69935,244055.9399,Pig
39222.16726,218645.7334,Pig
42800.79039,251332.2874,Pig
23549.08574,137216.0255,Pig
40913.94923,221843.4264,Pig
51704.20393,179869.5693,Pig
35281.24828,205805.6103,Pig
29995.56893,212529.4613,Pig
52500.31402,301338.9767,Pig
27765.79132,135906.545,Pig
22817.6412,21493.86985,Pig
30755.05342,35261.60992,Pig
20972.84748,30676.57215,Pig
27528.13018,110821.6797,Pig
29020.60642,33637.13806,Pig
23554.93599,52248.80241,Pig
24750.78165,36501.26116,Pig
19519.05673,55110.9892,Pig
22274.76025,58552.56204,Pig
21692.2893,26474.63455,Pig
24207.17212,38998.52193,Pig
23965.72039,49040.38655,Pig
22874.75236,36454.15254,Pig
23535.43494,30869.04643,Pig
21936.38362,41661.92025,Pig
20633.88516,59520.1614,Pig
25307.10431,55183.65005,Pig
31212.01884,69946.78065,Pig
21807.11346,44314.08327,Pig
11088.53876,30780.986,Pig
20233.7951,21111.49186,Pig
19766.31985,32782.69127,Pig
29299.20843,104786.1654,Pig
22934.18038,49147.67727,Pig
25315.09494,31914.46583,Pig
13829.47428,47871.59755,Pig
21075.62909,40608.39239,Pig
31438.48847,43677.57215,Pig
50893.32052,24192.76331,Pig
34589.83535,42001.34648,Pig
18670.87237,21208.27127,Pig
20279.40233,70579.76209,Pig
20731.7527,36248.75443,Pig
22413.69521,64897.55839,Pig
20784.13282,37009.73221,Pig
16032.04006,54182.31982,Pig
21180.22516,77346.65321,Pig
22138.43117,22384.74216,Pig
21020.63871,27317.81904,Pig
47903.48479,46522.53567,Pig
33399.85827,29619.16703,Pig
29461.1636,21774.36341,Pig
49467.25007,36670.26551,Pig
16896.66446,27625.29142,Pig
60077.38313,40592.35113,Pig
38819.09198,49691.24856,Pig
29621.31518,20604.01537,Pig
14174.30451,31957.14165,Pig
20637.29532,33338.18796,Pig
31774.44493,39377.80055,Pig
31936.95393,39514.83023,Pig
29696.74477,40805.16184,Pig
30859.95946,40789.49478,Pig
19310.10543,25371.54428,Pig
43306.50118,32808.84513,Pig
27084.23629,14336.35129,Pig
26829.12842,14428.22503,Pig
31744.21296,33700.36501,Pig
31504.9377,33775.87479,Pig
43421.31067,52461.42498,Pig
42821.41283,52674.32576,Pig
46206.86448,23727.998,Pig
43007.49226,23841.6974,Pig
26642.80667,25082.02327,Pig
26841.7928,25191.30189,Pig
19648.07088,29517.72504,Pig
23449.24696,30013.53516,Pig
24562.4475,25587.00426,Pig
44138.04672,39488.1008,Pig
23909.7977,42751.80695,Pig
36266.39142,61180.20034,Pig
25941.19172,27949.35543,Pig
28012.72286,21793.18154,Pig
16970.84083,29804.59153,Pig
67178.48718,26890.38742,Pig
26437.2159,42478.0346,Pig
36328.48774,37403.85477,Pig
15696.82431,22754.99405,Pig
16498.53541,26182.73389,Pig
39106.70734,23214.46613,Pig
23669.71681,44592.77499,Pig
14581.76115,47597.8109,Pig
16148.95054,44248.42975,Pig
26575.45821,90369.24565,Pig
18784.46134,22176.38984,Pig
18795.57921,22257.99633,Pig
40799.29166,31569.65214,Pig
38030.20839,31265.54039,Pig
19183.80455,57586.76733,Pig
26529.7619,20620.58866,Pig
21585.07035,37139.42079,Pig
16114.05055,39654.87746,Pig
27707.98703,23452.39088,Pig
17088.06639,43131.41881,Pig
31165.39936,26980.23471,Pig
33389.799,245062.1418,Pig
47690.37923,218723.7598,Pig
29610.8956,131550.9252,Pig
25458.1739,119710.1787,Pig
25149.83047,94416.46948,Pig
26925.1908,85677.35212,Pig
44837.56341,223780.2083,Pig
17051.67545,179738.1224,Pig
45912.15762,350390.3531,Pig
20718.88049,95784.40275,Pig
22203.52989,68286.03074,Pig
32306.89196,52430.66974,Pig
21719.62495,99887.43723,Pig
28192.73862,35609.60159,Pig
18682.53111,97181.8541,Pig
27927.65506,101120.0788,Pig
17849.14813,61884.54112,Pig
16834.7406,65751.74469,Pig
27098.30581,167849.7951,Pig
22553.55087,132122.3591,Pig
14976.52856,71959.49843,Pig
13927.63486,35577.42773,Pig
37381.05175,110851.7371,Pig
16178.84929,110404.9608,Pig
14891.94046,36038.03023,Pig
24914.65554,99546.02101,Pig
23712.74077,38668.78144,Pig
55270.4771,223697.5745,Pig
21206.95944,73068.2334,Pig
47359.83203,197273.0714,Pig
43112.98715,178291.7345,Pig
41414.8196,99932.9132,Pig
41177.89334,151764.0949,Pig
28206.70173,87860.91264,Pig
17705.19991,91795.67054,Pig
17934.22898,92294.85269,Pig
43912.11478,233096.6946,Pig
56066.31157,257702.089,Pig
35770.9868,193762.1065,Pig
34133.45907,184554.3311,Pig
40289.7191,185434.2515,Pig
16079.43755,91222.22501,Pig
40750.10205,237010.4996,Pig
51766.40181,360686.4232,Pig
77099.30051,440860.5118,Pig
31197.88734,178369.1572,Pig
17731.4079,127721.0857,Pig
39001.79476,224064.6215,Pig
47396.05622,322994.1617,Pig
53920.06707,328812.8234,Pig
40251.77048,263696.5354,Pig
25466.10996,167728.6856,Pig
33783.57539,222495.0473,Pig
37322.92247,287899.381,Pig
35821.10281,264596.9609,Pig
54250.40222,289413.694,Pig
31363.34118,251981.2915,Pig
19087.56726,138952.0873,Pig
57602.51109,334027.5595,Pig
46096.95263,246710.1415,Pig
35925.12349,245718.4218,Pig
34356.03677,214401.9527,Pig
64689.8488,361505.886,Pig
85975.31873,440905.5596,Pig
46983.4614,274234.5578,Pig
77160.74873,387071.0896,Pig
68283.84941,366947.3622,Pig
30345.41719,62489.62628,Pig
52809.13812,279059.1458,Pig
47113.12135,236963.1254,Pig
35291.23907,223150.3094,Pig
45089.61402,282238.5216,Pig
14890.66449,91013.50099,Pig
13267.74301,67098.09835,Pig
13184.25608,29113.74226,Pig
20944.80026,108674.7062,Pig
27232.55285,164707.2203,Pig
28049.4888,192820.2392,Pig
66425.04748,379939.6945,Pig
42282.89045,283175.8336,Pig
19606.66361,79577.84599,Pig
20670.60996,173013.5752,Pig
28063.6224,149708.0363,Pig
49487.73756,276896.9283,Pig
35714.58208,225752.8877,Pig
103737.1749,400386.6021,Pig
76288.94558,396892.8734,Pig
93871.13962,391197.1406,Pig
69586.8987,286957.4269,Pig
90131.52615,392702.1368,Pig
89424.56286,423403.8517,Pig
44190.85753,229131.3818,Pig
49012.03638,213254.5734,Pig
70212.13554,426354.0604,Pig
79324.55979,430471.6346,Pig
62408.93021,392316.8716,Pig
65926.08639,351808.8126,Pig
76101.0262,437140.9978,Pig
50537.81373,331305.5605,Pig
52546.35811,297470.5935,Pig
79894.53042,248682.902,Pig
53698.34282,222224.3525,Pig
28275.79104,132547.3767,Pig
43194.71177,187780.5834,Pig
34177.70855,144761.6286,Pig
20234.71515,30463.17018,Pig
20574.82308,91024.30287,Pig
31961.55729,145283.2081,Pig
32240.36914,137709.3338,Pig
76653.60556,322019.719,Pig
53288.19975,211590.9673,Pig
36831.39968,175616.4664,Pig
28829.47141,119823.0719,Pig
51124.74166,230103.791,Pig
45511.99943,199225.4624,Pig
40019.87972,207841.662,Pig
39212.45048,317796.0872,Pig
43521.43226,168481.7984,Pig
68182.22597,349408.8576,Pig
68719.90661,311289.0111,Pig
29927.39192,79054.04319,Pig
14384.59773,53802.78222,Pig
32584.43569,162603.3607,Pig
35554.34334,185482.1428,Pig
51414.79037,250466.093,Pig
56827.27739,268490.7209,Pig
51941.47472,217485.4462,Pig
48407.64526,229976.1875,Pig
35309.90003,191753.1837,Pig
63716.81191,288786.5577,Pig
50084.40901,190434.7754,Pig
31581.61319,146442.6283,Pig
23668.74635,136916.2331,Pig
29544.52828,108261.4654,Pig
45446.46645,252313.1579,Pig
56828.78448,330534.5557,Pig
22772.94124,163594.5587,Pig
62271.44335,282951.8495,Pig
46887.29802,247094.9283,Pig
35548.81849,240312.2643,Pig
32268.02804,113345.4057,Pig
19152.32319,47032.60725,Pig
55667.8244,229151.0342,Pig
28578.32223,137097.6627,Pig
63658.25007,120742.3206,Pig
32307.28972,213040.4997,Pig
23055.58148,133885.8581,Pig
32474.31548,174115.2823,Pig
47819.85433,298318.7702,Pig
41795.55883,165354.2283,Pig
22397.44586,114766.4342,Pig
24985.65751,212559.2058,Pig
45641.39576,222823.4001,Pig
37894.27686,247013.5347,Pig
32628.78419,249415.3247,Pig
35329.08368,226488.7067,Pig
51383.37991,288917.812,Pig
34489.7702,261953.2595,Pig
44099.89538,238536.8842,Pig
39085.91454,258921.9013,Pig
19836.596,187845.2417,Pig
36085.62214,244392.4534,Pig
29267.858,208272.54,Pig
33941.66029,217280.7745,Pig
27606.85933,221522.8684,Pig
26133.45384,213666.0218,Pig
40488.04434,269382.1013,Pig
34996.70871,279669.858,Pig
36949.11718,272029.0809,Pig
29961.18957,226596.9226,Pig
37223.01774,204513.5497,Pig
57145.24523,377765.8107,Pig
19829.30153,143463.2182,Pig
38899.94097,252661.8766,Pig
16253.68206,127490.1405,Pig
15257.7355,84148.12508,Pig
29584.18572,198313.5024,Pig
28669.83952,174676.4046,Pig
23491.56888,141560.1827,Pig
24215.0003,155495.5627,Pig
32000.87711,226525.9762,Pig
15979.62787,113021.3584,Pig
15371.62286,146932.7998,Pig
24835.49357,172185.0595,Pig
22482.2583,100189.3284,Pig
24117.15439,167027.2697,Pig
17568.31682,103639.8121,Pig
25937.40101,183779.0756,Pig
17139.20005,115580.4876,Pig
34369.82355,234792.6804,Pig
39034.66486,225463.9638,Pig
29514.19749,200788.6628,Pig
37895.48406,249230.7094,Pig
18124.53242,125381.0874,Pig
29966.22014,214725.9874,Pig
33445.29021,162827.5966,Pig
28889.27609,195100.1511,Pig
23675.32893,197090.1674,Pig
48001.29418,286801.3847,Pig
20548.81917,127192.8295,Pig
14811.36035,22967.23622,Pig
22459.65913,37594.62778,Pig
15427.11426,31178.87771,Pig
25195.39715,106273.8872,Pig
20749.90901,36672.92003,Pig
21664.54639,53523.55283,Pig
19802.82749,39042.69744,Pig
17584.78932,59973.22023,Pig
17886.22238,58377.87327,Pig
13478.56198,27147.52639,Pig
19472.06379,41934.72109,Pig
20269.14219,51874.82008,Pig
17043.64967,38022.53597,Pig
17630.97709,32174.39358,Pig
15676.04896,44088.52635,Pig
17192.39482,66610.86975,Pig
18583.81975,53629.55208,Pig
27727.45517,70805.20166,Pig
16562.74613,50589.46103,Pig
8739.924215,31975.00358,Pig
14185.57631,22254.07184,Pig
12048.27146,32601.83511,Pig
25973.09285,102925.5289,Pig
16505.08248,50110.62383,Pig
16902.2423,35799.55069,Pig
13303.28903,48750.93113,Pig
16374.36699,39103.14116,Pig
20868.8156,41932.12478,Pig
34570.3086,24233.30436,Pig
25064.02815,40520.41091,Pig
14334.58773,22545.79611,Pig
12885.93055,59773.6443,Pig
16662.27499,35399.66808,Pig
17112.72734,59287.95365,Pig
14781.56378,37002.8242,Pig
13291.89196,52162.89016,Pig
15353.27478,66958.36217,Pig
15101.73578,21861.13759,Pig
17958.20585,29699.53201,Pig
33073.82866,44349.2856,Pig
22615.67389,28230.79541,Pig
18095.10178,22102.76037,Pig
31576.99593,34382.20354,Pig
14477.41017,27791.90712,Pig
40712.3163,38211.43572,Pig
27830.01537,48150.1135,Pig
18671.77859,20946.22724,Pig
12071.87492,33535.71925,Pig
14010.72061,33071.94065,Pig
23944.30082,36045.04744,Pig
20935.49449,35868.4182,Pig
23203.02989,39952.8516,Pig
21991.56318,40054.65372,Pig
15209.11393,23596.77284,Pig
31923.78985,32691.98083,Pig
17046.99102,15099.48397,Pig
18948.97898,14778.10343,Pig
24325.78141,32219.90026,Pig
23693.54461,32396.84462,Pig
27003.45692,50487.2468,Pig
26452.37043,50368.02512,Pig
29864.9261,24492.117,Pig
25733.89939,24148.50124,Pig
18697.05988,25618.18204,Pig
18905.31451,25472.98865,Pig
12241.41742,28462.36738,Pig
15892.0091,29950.7894,Pig
14653.64876,24505.84976,Pig
27139.60257,36940.15028,Pig
15903.36476,42201.7424,Pig
22889.29081,55933.52613,Pig
19539.24786,31393.11056,Pig
20959.36111,22025.7648,Pig
14001.38824,28600.39368,Pig
42883.7191,25707.86934,Pig
18947.3083,38292.50901,Pig
23686.09318,36421.15146,Pig
12816.76922,23614.2176,Pig
13106.80222,24317.3879,Pig
27126.95683,26285.3883,Pig
14840.8087,39044.34479,Pig
12435.6952,44468.58168,Pig
13234.96768,40777.29675,Pig
19602.4506,82553.14699,Pig
11514.5162,20079.8051,Pig
10464.46152,20109.99894,Pig
24565.0847,30518.32239,Pig
23784.00924,30246.47693,Pig
17405.01632,53549.50196,Pig
16962.27932,20212.57129,Pig
14288.80323,35907.54172,Pig
13875.66567,40331.48844,Pig
18900.30354,22545.85371,Pig
14288.21196,38829.51895,Pig
19738.82344,25156.61792,Pig
50627.60532,202943.7557,Pig
47793.28795,225546.7776,Pig
52876.40415,212363.5652,Pig
35461.62871,170510.6443,Pig
45597.84413,158540.2251,Pig
54479.16667,179970.5987,Pig
53906.66629,220882.9696,Pig
37946.91203,127843.2567,Pig
60558.44423,225400.683,Pig
51654.39523,196074.0929,Pig
54196.95588,260139.8021,Pig
37025.51042,158309.195,Pig
49265.15181,213281.0757,Pig
61995.28602,274680.5195,Pig
38518.92177,164890.5021,Pig
78971.34398,261456.6364,Pig
45387.26591,173841.7566,Pig
39092.66612,97633.83765,Pig
44423.58813,208683.4468,Pig
52452.70157,151743.3694,Pig
33788.58376,95206.8949,Pig
42299.43472,104083.7923,Pig
56704.88085,65204.62431,Pig
68111.16386,73347.09308,Pig
49760.88378,48648.17523,Pig
33634.83936,89508.18831,Pig
59402.75613,85621.17593,Pig
35024.8264,52506.3292,Pig
42255.76039,47075.00406,Pig
37325.21455,129917.1791,Pig
25020.31902,38944.67732,Pig
8232.730076,22871.2829,Pig
15786.98516,49309.61084,Pig
25970.42731,61772.30907,Pig
22353.10749,56916.75992,Pig
46948.34115,13557.32502,Pig
13637.3883,56531.58464,Pig
37104.76174,52216.5757,Pig
38862.656,70029.28076,Pig
40459.11781,200327.6429,Pig
32691.54205,61429.54073,Pig
25465.10318,100976.8964,Pig
36278.65767,71577.85093,Pig
30112.68328,56903.69388,Pig
34702.88042,159673.3808,Pig
31458.69677,123215.2076,Pig
44065.01431,137018.497,Pig
29127.11516,115025.4234,Pig
33941.89143,110964.0185,Pig
40488.11704,106854.3834,Pig
20498.58291,69554.10372,Pig
28622.29527,88209.19508,Pig
42072.55535,128646.7119,Pig
48899.04313,152492.9931,Pig
46089.65428,160758.8115,Pig
52716.60011,112136.0973,Pig
28307.75356,46791.94869,Pig
43572.3628,89289.00267,Pig
29449.71177,103580.4971,Pig
30145.00227,68387.00222,Pig
51771.1243,123152.1949,Pig
27690.82638,113489.7329,Pig
44190.9901,80395.27606,Pig
31128.33014,69558.36829,Pig
74385.8643,79779.54304,Pig
34651.23109,74039.51804,Pig
33915.18853,62624.44858,Pig
27896.4104,72337.04013,Pig
22141.22556,56369.47794,Pig
63103.12426,78117.25082,Pig
43974.25867,49683.7069,Pig
43332.53061,57094.40212,Pig
53647.93124,78515.67185,Pig
42546.6846,50641.46795,Pig
29831.44342,65084.59913,Pig
42337.63455,52440.76328,Pig
47611.19609,70148.29952,Pig
35156.86164,66618.12395,Pig
44703.69284,115057.0224,Pig
36124.42842,102200.6089,Pig
35438.51197,101971.5687,Pig
49098.24643,126378.4099,Pig
33151.20421,196269.2101,Pig
37999.91204,202518.7181,Pig
40248.69528,179419.164,Pig
42035.15041,106639.4358,Pig
52420.86969,202415.8377,Pig
70606.82756,200493.635,Pig
25603.36209,111869.5923,Pig
30322.90247,159660.3812,Pig
44329.91369,173377.3219,Pig
59015.50048,238468.9362,Pig
42241.3793,116603.1981,Pig
44612.05829,123424.466,Pig
45395.47308,193407.0948,Pig
44218.49838,186436.1897,Pig
27944.80344,94053.68105,Pig
59744.81148,214367.246,Pig
57223.94365,131672.4968,Pig
53631.06201,48732.20328,Pig
28031.98402,127236.9913,Pig
31101.05284,111207.3983,Pig
21021.72738,51093.76705,Pig
20298.57073,66660.59014,Pig
43216.98195,149909.3345,Pig
38234.68929,96201.40326,Pig
33200.80785,130064.0796,Pig
18275.46566,77107.1739,Pig
23361.39458,95784.93168,Pig
46674.971,169955.6081,Pig
33574.02195,155571.609,Pig
38451.20295,136943.8317,Pig
15256.211,52953.05234,Pig
57221.37198,164477.0215,Pig
26437.13025,130067.8407,Pig
46245.00141,189883.8823,Pig
31529.09764,146078.9961,Pig
20020.36423,97348.60145,Pig
40796.27601,171607.4443,Pig
32560.39316,110080.0079,Pig
63358.43229,308080.1813,Pig
34253.41904,100604.7416,Pig
34206.83728,132676.2446,Pig
34987.40336,118014.4723,Pig
76110.67115,242372.6688,Pig
90063.42673,307340.7287,Pig
39879.45778,151539.0147,Pig
45400.10226,171340.4247,Pig
56051.95325,220721.9922,Pig
31642.48836,140287.9326,Pig
90489.09092,298975.3377,Pig
59070.02779,241018.2027,Pig
38415.56328,198097.9471,Pig
40455.35866,177754.2479,Pig
80354.68061,259882.3645,Pig
28974.94464,107530.0405,Pig
69422.08951,235045.1529,Pig
48094.84355,171286.0948,Pig
73343.96927,300400.1743,Pig
58762.29363,175677.9867,Pig
87220.7197,245084.6663,Pig
68872.92981,307280.3829,Pig
44791.98341,128184.0759,Pig
89305.89141,242904.8582,Pig
35292.52658,92751.10638,Pig
38461.36074,96002.07042,Pig
25894.50421,54254.56985,Pig
29051.00084,70954.77586,Pig
57547.70713,261252.559,Pig
44698.6877,222063.9199,Pig
44098.14604,256160.8559,Pig
31760.16908,174565.4318,Pig
34641.42894,226628.7006,Pig
32047.0196,97768.67827,Pig
63526.1547,235179.3103,Pig
32221.18284,147604.7358,Pig
29547.12947,157327.7705,Pig
40958.59013,201461.7562,Pig
44857.57874,219073.9337,Pig
47977.62994,191647.3765,Pig
29173.96795,144526.8466,Pig
36205.21985,184553.4824,Pig
30914.6373,205715.8947,Pig
37105.22518,235692.8722,Pig
45530.42363,262185.8344,Pig
87326.05341,364603.9759,Pig
65059.33767,269223.6023,Pig
59225.9375,238648.13,Pig
68475.74005,248081.9486,Pig
24638.73644,62089.37813,Pig
88856.42552,234258.0333,Pig
51547.66049,179724.4238,Pig
54997.90747,142079.0467,Pig
43445.26505,165103.1564,Pig
56029.79264,328986.4061,Pig
78218.41319,231800.6632,Pig
44110.89926,122213.4151,Pig
25210.57684,75499.00941,Pig
24339.50085,185357.1706,Pig
60352.12869,148144.138,Pig
51874.10473,68856.8624,Pig
50990.54517,210994.9863,Pig
37377.73138,102501.5495,Pig
57131.60987,249189.2003,Pig
31272.96403,129013.2008,Pig
35873.44178,170051.9773,Pig
35461.80577,170510.6465,Pig
44733.90961,158723.9579,Pig
54389.32492,180146.9354,Pig
54246.05965,221210.1037,Pig
38534.5,127870.7274,Pig
61425.65937,225725.4293,Pig
51479.44642,196455.0956,Pig
54731.64087,261130.8017,Pig
37334.61944,158429.3791,Pig
49629.51052,213261.5174,Pig
61914.5317,274823.2358,Pig
33122.2437,15744.90212,Pig
23358.02123,98133.14942,Pig
29891.54583,61941.38372,Pig
42297.29191,106596.6949,Pig
52080.16293,201599.2187,Pig
70947.26913,200021.2528,Pig
30727.98855,160352.1834,Pig
44382.46522,174929.6337,Pig
58955.21666,239238.3046,Pig
43081.3647,116648.5772,Pig
44928.74326,123371.2925,Pig
45990.27705,192919.9767,Pig
44616.45247,186899.0437,Pig
28409.56421,94242.36174,Pig
42889.61055,149895.4608,Pig
37723.46105,96387.83179,Pig
32676.63193,130347.9324,Pig
47122.14514,170127.9493,Pig
38781.71076,137845.3826,Pig
15003.81724,53043.42258,Pig
56626.82037,165562.7732,Pig
26377.34171,130664.0809,Pig
46522.85726,190662.2574,Pig
31122.93475,146276.8906,Pig
19964.01168,97452.17646,Pig
76268.83869,243647.6423,Pig
89133.46932,308756.4431,Pig
39602.73191,151683.1389,Pig
45368.60159,171609.5919,Pig
55607.93611,221035.6076,Pig
29993.80869,139538.7516,Pig
89685.78147,299670.9324,Pig
58417.98398,241823.0685,Pig
38974.57673,199125.1562,Pig
40634.66791,178070.3377,Pig
80073.63572,261283.6555,Pig
31435.14241,98376.16555,Pig
37323.4816,201822.9866,Pig
17748.09429,87832.00333,Pig
34426.21719,238678.7747,Pig
16995.14033,121283.632,Pig
28945.01094,98235.88789,Pig
45373.91339,242578.0023,Pig
30884.40012,177609.7643,Pig
72267.01027,267287.8877,Pig
24904.48677,49198.7946,Pig
38226.47716,112432.1757,Pig
20331.75716,29290.91242,Pig
32635.85916,64948.43866,Pig
46186.19384,55759.52996,Pig
24000.95996,110550.8943,Pig
39626.30491,86091.9815,Pig
36766.088,176274.729,Pig
28365.54317,113212.6174,Pig
92821.43717,165221.9067,Pig
60227.04361,250547.3556,Pig
32317.56356,111447.3354,Pig
135343.1109,44120.93945,Pig
20291.66749,53377.97129,Pig
23693.08762,124127.5995,Pig
26256.21477,142594.5617,Pig
50400.14568,237178.7836,Pig
52183.17048,234639.0024,Pig
47832.17166,229222.5688,Pig
70513.04352,151340.6303,Pig
37613.17864,62782.81514,Pig
32948.36364,159004.629,Pig
35335.32711,167963.6118,Pig
16506.25185,53111.85206,Pig
14568.15696,72662.06188,Pig
44075.48394,217759.8827,Pig
98513.74236,343058.6672,Pig
64323.45512,205326.2886,Pig
46812.29911,150885.4085,Pig
42768.01614,201634.6935,Pig
76632.18344,201871.2905,Pig
39977.94022,174232.7755,Pig
12056.932,58381.60444,Pig
73482.48027,34841.662,Pig
6688.444445,18166.68178,Pig
2577.022537,12170.23524,Pig
2851.698998,9608.419973,Pig
5504.30105,13800.30298,Pig
9177.66258,18915.07035,Pig
8543.874432,35707.09007,Pig
13915.02259,22140.46571,Pig
8812.7332,15540.97017,Pig
46626.8459,65459.34229,Pig
14495.33298,14113.6312,Pig
9207.637041,7675.940192,Pig
6991.404912,14569.02501,Pig
24417.48266,18210.41758,Pig
8059.800945,12837.21432,Pig
6268.571652,30987.74653,Pig
23041.94176,40482.50523,Pig
33585.92294,4337.542522,Pig
8098.454324,32544.63459,Pig
3334.544232,16441.75064,Pig
8083.198831,11532.44388,Pig
6684.154899,34143.38793,Pig
4619.466112,25359.98934,Pig
14324.54536,41009.13466,Pig
6931.842583,7042.407033,Pig
5919.865932,9159.695526,Pig
4282.61342,7286.893046,Pig
8348.864774,39254.83141,Pig
4423.366877,32601.58175,Pig
6395.508677,12330.33805,Pig
11943.24582,6755.281885,Pig
4130.733719,7884.629571,Pig
5063.981053,24292.7405,Pig
20025.09836,104382.0953,Pig
713.4463,137.656511,Pig
31.404331,680.475925,Pig
12248.14105,48431.2532,Pig
45.274,32.293415,Pig
120.794131,504.947388,Pig
1924.0837,416.444074,Pig
50.9833,962.008686,Pig
8209.612084,57692.43019,Pig
1179.8677,507.017485,Pig
8141.078947,47086.18121,Pig
8449.326491,21623.91778,Pig
13716.87205,50497.02233,Pig
4322.712728,33824.44896,Pig
8417.711078,49417.49744,Pig
12823.34823,25043.31864,Pig
13111.84414,23952.43855,Pig
9433.346772,24229.91316,Pig
4446.971311,21412.67676,Pig
10490.81307,17798.95235,Pig
21474.24947,27482.77344,Pig
11913.41449,28706.85303,Pig
7324.388056,10959.71453,Pig
7012.427564,16478.38086,Pig
58599.98085,81612.44241,Pig
7513.79644,24952.94242,Pig
8084.637636,30226.20426,Pig
11840.69363,14704.30416,Pig
8815.615069,26447.46214,Pig
18249.8537,7541.790446,Pig
10002.68985,29775.18638,Pig
16068.08412,89302.91195,Pig
9163.549173,21148.64324,Pig
12768.76981,22020.75382,Pig
45588.00455,183332.8618,Pig
11878.47703,78405.02857,Pig
6109.45531,33296.19823,Pig
9726.294767,52599.35428,Pig
9226.332844,52288.08933,Pig
27737.2359,97494.80603,Pig
1802.637448,10937.48478,Pig
10567.13533,46774.48943,Pig
16089.36482,46308.50462,Pig
27870.24775,78014.92587,Pig
16859.6236,42259.44806,Pig
12327.011,77104.07431,Pig
3886.702805,11811.00444,Pig
9810.879091,41495.81918,Pig
19673.61675,65103.64345,Pig
4256.663843,8208.492988,Pig
18810.11917,33069.78964,Pig
6247.337555,22731.05817,Pig
49319.4131,35938.91404,Pig
5548.78076,25687.72954,Pig
9934.077383,3738.797468,Pig
13054.10332,26146.75407,Pig
6911.967088,17423.61534,Pig
5606.066002,9454.960193,Pig
7439.249594,27409.47417,Pig
12514.54084,11169.53527,Pig
3679.174824,7824.206747,Pig
14515.42255,16410.96349,Pig
8971.810764,9045.295177,Pig
4790.983396,26431.12364,Pig
4554.504989,20302.48653,Pig
4829.983256,16235.83744,Pig
11626.52572,61086.25517,Pig
7647.693317,50227.03894,Pig
2943.277583,5652.443422,Pig
8933.605161,18410.65422,Pig
8272.200814,29823.50385,Pig
62602.09995,31316.59828,Pig
16289.60623,6863.635245,Pig
3458.72388,2408.920526,Pig
15217.47735,126600.7767,Pig
19294.26757,125588.2261,Pig
18245.87891,33571.72177,Pig
28096.91488,83489.63431,Pig
8890.295216,70292.87142,Pig
36298.92813,254032.0983,Pig
9502.3106,13567.8799,Pig
11578.21582,18586.05831,Pig
5419.168317,40332.62969,Pig
7886.113926,35155.76995,Pig
13193.94917,11161.86796,Pig
5825.744188,20906.61051,Pig
9995.809608,20084.22786,Pig
