id	BioProject	ource	continent	country
SRR6323342	PRJNA417359	jejunum	Asia	China
SRR6323343	PRJNA417359	colorectum	Asia	China
SRR6323344	PRJNA417359	colorectum	Asia	China
SRR6323345	PRJNA417359	duodenum	Asia	China
SRR6323346	PRJNA417359	duodenum	Asia	China
SRR6323347	PRJNA417359	jejunum	Asia	China
SRR6323348	PRJNA417359	jejunum	Asia	China
SRR6323349	PRJNA417359	jejunum	Asia	China
SRR6323350	PRJNA417359	jejunum	Asia	China
SRR6323351	PRJNA417359	jejunum	Asia	China
SRR6323352	PRJNA417359	jejunum	Asia	China
SRR6323353	PRJNA417359	jejunum	Asia	China
SRR6323354	PRJNA417359	colorectum	Asia	China
SRR6323355	PRJNA417359	colorectum	Asia	China
SRR6323356	PRJNA417359	colorectum	Asia	China
SRR6323357	PRJNA417359	ileum	Asia	China
SRR6323358	PRJNA417359	ileum	Asia	China
SRR6323359	PRJNA417359	jejunum	Asia	China
SRR6323360	PRJNA417359	jejunum	Asia	China
SRR6323361	PRJNA417359	ileum	Asia	China
SRR6323362	PRJNA417359	ileum	Asia	China
SRR6323363	PRJNA417359	ileum	Asia	China
SRR6323364	PRJNA417359	ileum	Asia	China
SRR6323365	PRJNA417359	jejunum	Asia	China
SRR6323366	PRJNA417359	jejunum	Asia	China
SRR6323367	PRJNA417359	colorectum	Asia	China
SRR6323368	PRJNA417359	colorectum	Asia	China
SRR6323369	PRJNA417359	ileum	Asia	China
SRR6323370	PRJNA417359	ileum	Asia	China
SRR6323371	PRJNA417359	duodenum	Asia	China
SRR6323372	PRJNA417359	ileum	Asia	China
SRR6323373	PRJNA417359	jejunum	Asia	China
SRR6323374	PRJNA417359	colorectum	Asia	China
SRR6323375	PRJNA417359	jejunum	Asia	China
SRR6323376	PRJNA417359	jejunum	Asia	China
SRR6323377	PRJNA417359	duodenum	Asia	China
SRR6323378	PRJNA417359	duodenum	Asia	China
SRR6323379	PRJNA417359	ileum	Asia	China
SRR6323380	PRJNA417359	duodenum	Asia	China
SRR6323381	PRJNA417359	duodenum	Asia	China
SRR6323382	PRJNA417359	ileum	Asia	China
SRR6323383	PRJNA417359	ileum	Asia	China
SRR6323384	PRJNA417359	ileum	Asia	China
SRR6323385	PRJNA417359	ileum	Asia	China
SRR6323386	PRJNA417359	ileum	Asia	China
SRR6323387	PRJNA417359	ileum	Asia	China
SRR6323388	PRJNA417359	jejunum	Asia	China
SRR6323389	PRJNA417359	ileum	Asia	China
SRR6323390	PRJNA417359	cecum	Asia	China
SRR6323391	PRJNA417359	cecum	Asia	China
SRR6323392	PRJNA417359	cecum	Asia	China
SRR6323393	PRJNA417359	cecum	Asia	China
SRR6323394	PRJNA417359	cecum	Asia	China
SRR6323395	PRJNA417359	jejunum	Asia	China
SRR6323396	PRJNA417359	jejunum	Asia	China
SRR6323397	PRJNA417359	cecum	Asia	China
SRR6323398	PRJNA417359	cecum	Asia	China
SRR6323399	PRJNA417359	ileum	Asia	China
SRR6323400	PRJNA417359	ileum	Asia	China
SRR6323401	PRJNA417359	duodenum	Asia	China
SRR6323402	PRJNA417359	jejunum	Asia	China
SRR6323403	PRJNA417359	ileum	Asia	China
SRR6323404	PRJNA417359	ileum	Asia	China
SRR6323405	PRJNA417359	ileum	Asia	China
SRR6323406	PRJNA417359	ileum	Asia	China
SRR6323407	PRJNA417359	jejunum	Asia	China
SRR6323408	PRJNA417359	jejunum	Asia	China
SRR6323409	PRJNA417359	jejunum	Asia	China
SRR6323410	PRJNA417359	colorectum	Asia	China
SRR6323411	PRJNA417359	jejunum	Asia	China
SRR6323412	PRJNA417359	jejunum	Asia	China
SRR6323413	PRJNA417359	jejunum	Asia	China
SRR6323414	PRJNA417359	jejunum	Asia	China
SRR6323415	PRJNA417359	colorectum	Asia	China
SRR6323416	PRJNA417359	colorectum	Asia	China
SRR6323417	PRJNA417359	duodenum	Asia	China
SRR6323418	PRJNA417359	duodenum	Asia	China
SRR6323419	PRJNA417359	duodenum	Asia	China
SRR6323420	PRJNA417359	duodenum	Asia	China
SRR6323421	PRJNA417359	ileum	Asia	China
SRR6323422	PRJNA417359	ileum	Asia	China
SRR6323423	PRJNA417359	ileum	Asia	China
SRR6323424	PRJNA417359	ileum	Asia	China
SRR6323425	PRJNA417359	ileum	Asia	China
SRR6323426	PRJNA417359	ileum	Asia	China
SRR6323427	PRJNA417359	cecum	Asia	China
SRR6323428	PRJNA417359	jejunum	Asia	China
SRR6323429	PRJNA417359	duodenum	Asia	China
SRR6323430	PRJNA417359	ileum	Asia	China
SRR6323431	PRJNA417359	jejunum	Asia	China
SRR6323432	PRJNA417359	ileum	Asia	China
SRR6323433	PRJNA417359	ileum	Asia	China
SRR6323434	PRJNA417359	duodenum	Asia	China
SRR6323435	PRJNA417359	duodenum	Asia	China
SRR6323436	PRJNA417359	cecum	Asia	China
SRR6323437	PRJNA417359	duodenum	Asia	China
SRR6323438	PRJNA417359	cecum	Asia	China
SRR6323439	PRJNA417359	cecum	Asia	China
SRR6323440	PRJNA417359	jejunum	Asia	China
SRR6323441	PRJNA417359	duodenum	Asia	China
SRR6323442	PRJNA417359	duodenum	Asia	China
SRR6323443	PRJNA417359	duodenum	Asia	China
SRR6323444	PRJNA417359	ileum	Asia	China
SRR6323445	PRJNA417359	ileum	Asia	China
SRR6323446	PRJNA417359	cecum	Asia	China
SRR6323447	PRJNA417359	cecum	Asia	China
SRR6323448	PRJNA417359	duodenum	Asia	China
SRR6323449	PRJNA417359	cecum	Asia	China
SRR6323450	PRJNA417359	jejunum	Asia	China
SRR6323451	PRJNA417359	ileum	Asia	China
SRR6323452	PRJNA417359	duodenum	Asia	China
SRR6323453	PRJNA417359	duodenum	Asia	China
SRR6323454	PRJNA417359	duodenum	Asia	China
SRR6323455	PRJNA417359	duodenum	Asia	China
SRR6323456	PRJNA417359	ileum	Asia	China
SRR6323457	PRJNA417359	ileum	Asia	China
SRR6323458	PRJNA417359	ileum	Asia	China
SRR6323459	PRJNA417359	ileum	Asia	China
SRR6323460	PRJNA417359	ileum	Asia	China
SRR6323461	PRJNA417359	ileum	Asia	China
SRR6323462	PRJNA417359	colorectum	Asia	China
SRR6323463	PRJNA417359	colorectum	Asia	China
SRR6323464	PRJNA417359	ileum	Asia	China
SRR6323465	PRJNA417359	jejunum	Asia	China
SRR6323466	PRJNA417359	jejunum	Asia	China
SRR6323467	PRJNA417359	jejunum	Asia	China
SRR6323468	PRJNA417359	jejunum	Asia	China
SRR6323469	PRJNA417359	jejunum	Asia	China
SRR6323470	PRJNA417359	jejunum	Asia	China
SRR6323471	PRJNA417359	jejunum	Asia	China
SRR6323472	PRJNA417359	ileum	Asia	China
SRR6323474	PRJNA417359	duodenum	Asia	China
SRR6323475	PRJNA417359	duodenum	Asia	China
SRR6323477	PRJNA417359	duodenum	Asia	China
SRR6323479	PRJNA417359	cecum	Asia	China
SRR6323480	PRJNA417359	duodenum	Asia	China
SRR6323481	PRJNA417359	duodenum	Asia	China
SRR6323482	PRJNA417359	duodenum	Asia	China
SRR6323483	PRJNA417359	duodenum	Asia	China
SRR6323484	PRJNA417359	duodenum	Asia	China
SRR6323485	PRJNA417359	duodenum	Asia	China
SRR6323486	PRJNA417359	cecum	Asia	China
SRR6323487	PRJNA417359	cecum	Asia	China
SRR6323488	PRJNA417359	duodenum	Asia	China
SRR6323489	PRJNA417359	duodenum	Asia	China
SRR6323490	PRJNA417359	duodenum	Asia	China
SRR6323491	PRJNA417359	ileum	Asia	China
SRR6323492	PRJNA417359	jejunum	Asia	China
SRR6323493	PRJNA417359	colorectum	Asia	China
SRR6323494	PRJNA417359	jejunum	Asia	China
SRR6323495	PRJNA417359	jejunum	Asia	China
SRR6323496	PRJNA417359	ileum	Asia	China
SRR6323497	PRJNA417359	ileum	Asia	China
SRR6323498	PRJNA417359	duodenum	Asia	China
SRR6323499	PRJNA417359	ileum	Asia	China
SRR6323500	PRJNA417359	colorectum	Asia	China
SRR6323501	PRJNA417359	colorectum	Asia	China
SRR6323502	PRJNA417359	colorectum	Asia	China
SRR6323503	PRJNA417359	colorectum	Asia	China
SRR6323504	PRJNA417359	colorectum	Asia	China
SRR6323505	PRJNA417359	colorectum	Asia	China
SRR6323506	PRJNA417359	colorectum	Asia	China
SRR6323507	PRJNA417359	duodenum	Asia	China
SRR6323508	PRJNA417359	duodenum	Asia	China
SRR6323509	PRJNA417359	duodenum	Asia	China
SRR6323510	PRJNA417359	jejunum	Asia	China
SRR6323511	PRJNA417359	jejunum	Asia	China
SRR6323512	PRJNA417359	colorectum	Asia	China
SRR6323513	PRJNA417359	colorectum	Asia	China
SRR6323514	PRJNA417359	cecum	Asia	China
SRR6323515	PRJNA417359	colorectum	Asia	China
SRR6323516	PRJNA417359	cecum	Asia	China
SRR6323517	PRJNA417359	cecum	Asia	China
SRR6323518	PRJNA417359	jejunum	Asia	China
SRR6323519	PRJNA417359	ileum	Asia	China
SRR6323520	PRJNA417359	ileum	Asia	China
SRR6323521	PRJNA417359	jejunum	Asia	China
SRR6323522	PRJNA417359	duodenum	Asia	China
SRR6323523	PRJNA417359	duodenum	Asia	China
SRR6323524	PRJNA417359	ileum	Asia	China
SRR6323525	PRJNA417359	ileum	Asia	China
SRR6323526	PRJNA417359	cecum	Asia	China
SRR6323527	PRJNA417359	cecum	Asia	China
SRR6323528	PRJNA417359	cecum	Asia	China
SRR6323529	PRJNA417359	duodenum	Asia	China
SRR6323530	PRJNA417359	ileum	Asia	China
SRR6323531	PRJNA417359	ileum	Asia	China
SRR6323532	PRJNA417359	duodenum	Asia	China
SRR6323533	PRJNA417359	duodenum	Asia	China
SRR6323534	PRJNA417359	duodenum	Asia	China
SRR6323535	PRJNA417359	duodenum	Asia	China
SRR6323536	PRJNA417359	ileum	Asia	China
SRR6323537	PRJNA417359	ileum	Asia	China
SRR6323538	PRJNA417359	ileum	Asia	China
SRR6323539	PRJNA417359	ileum	Asia	China
SRR6323540	PRJNA417359	cecum	Asia	China
SRR6323541	PRJNA417359	ileum	Asia	China
SRR6323542	PRJNA417359	cecum	Asia	China
SRR6323543	PRJNA417359	cecum	Asia	China
SRR6323544	PRJNA417359	cecum	Asia	China
SRR6323545	PRJNA417359	cecum	Asia	China
SRR6323546	PRJNA417359	cecum	Asia	China
SRR6323547	PRJNA417359	duodenum	Asia	China
SRR6323548	PRJNA417359	colorectum	Asia	China
SRR6323549	PRJNA417359	colorectum	Asia	China
SRR6323550	PRJNA417359	colorectum	Asia	China
SRR6323551	PRJNA417359	colorectum	Asia	China
SRR6323552	PRJNA417359	cecum	Asia	China
SRR6323553	PRJNA417359	cecum	Asia	China
SRR6323554	PRJNA417359	cecum	Asia	China
SRR6323555	PRJNA417359	colorectum	Asia	China
SRR6323556	PRJNA417359	cecum	Asia	China
SRR6323557	PRJNA417359	cecum	Asia	China
SRR6323559	PRJNA417359	ileum	Asia	China
SRR6323560	PRJNA417359	jejunum	Asia	China
SRR6323561	PRJNA417359	jejunum	Asia	China
SRR6323562	PRJNA417359	ileum	Asia	China
SRR6323563	PRJNA417359	ileum	Asia	China
SRR6323564	PRJNA417359	ileum	Asia	China
SRR6323565	PRJNA417359	ileum	Asia	China
SRR6323566	PRJNA417359	duodenum	Asia	China
SRR6323567	PRJNA417359	cecum	Asia	China
SRR6323568	PRJNA417359	cecum	Asia	China
SRR6323569	PRJNA417359	cecum	Asia	China
SRR6323570	PRJNA417359	jejunum	Asia	China
SRR6323571	PRJNA417359	jejunum	Asia	China
SRR6323572	PRJNA417359	cecum	Asia	China
SRR6323573	PRJNA417359	cecum	Asia	China
SRR6323574	PRJNA417359	cecum	Asia	China
SRR6323575	PRJNA417359	cecum	Asia	China
SRR6323576	PRJNA417359	duodenum	Asia	China
SRR8840688	PRJNA417359	jejunum	Asia	China
SRR8840689	PRJNA417359	colorectum	Asia	China
SRR8840690	PRJNA417359	ileum	Asia	China
SRR8840691	PRJNA417359	duodenum	Asia	China
SRR8840692	PRJNA417359	duodenum	Asia	China
SRR8840693	PRJNA417359	cecum	Asia	China
SRR8840694	PRJNA417359	colorectum	Asia	China
