newid	family
cow_phage_31379	Unknown
cow_phage_31380	Unknown
cow_phage_31382	Unknown
cow_phage_31383	Unknown
cow_phage_31384	Unknown
cow_phage_31385	Unknown
cow_phage_31386	Unknown
cow_phage_31388	Unknown
cow_phage_31389	Unknown
cow_phage_31390	Unknown
cow_phage_31391	Unknown
cow_phage_31392	Unknown
cow_phage_31393	Unknown
cow_phage_31394	Unknown
cow_phage_31395	Unknown
cow_phage_31396	Unknown
cow_phage_31397	Unknown
cow_phage_31398	Unknown
cow_phage_31400	Unknown
cow_phage_31401	Unknown
cow_phage_31403	Unknown
cow_phage_31404	Unknown
cow_phage_31405	Unknown
cow_phage_31406	Unknown
cow_phage_31407	Unknown
cow_phage_31408	Unknown
cow_phage_31409	Unknown
cow_phage_31410	Unknown
cow_phage_31411	Unknown
cow_phage_31412	Unknown
cow_phage_31413	Unknown
cow_phage_31415	Unknown
cow_phage_31416	Unknown
cow_phage_31417	Unknown
cow_phage_31418	Unknown
cow_phage_31419	Unknown
cow_phage_31420	Unknown
cow_phage_31421	Unknown
cow_phage_31422	Unknown
cow_phage_31423	Unknown
cow_phage_31424	Unknown
cow_phage_31425	Unknown
cow_phage_31426	Unknown
cow_phage_31427	Unknown
cow_phage_31428	Unknown
cow_phage_31429	Unknown
cow_phage_31430	Unknown
cow_phage_31431	Unknown
cow_phage_31432	Unknown
cow_phage_31433	Unknown
cow_phage_31434	Unknown
cow_phage_31435	Unknown
cow_phage_31436	Unknown
cow_phage_31438	Unknown
cow_phage_31439	Unknown
cow_phage_31440	Unknown
cow_phage_31442	Unknown
cow_phage_31443	Unknown
cow_phage_31444	Unknown
cow_phage_31445	Unknown
cow_phage_31446	Unknown
cow_phage_31448	Unknown
cow_phage_31449	Unknown
cow_phage_31450	Unknown
cow_phage_31451	Unknown
cow_phage_31453	Unknown
cow_phage_31454	Unknown
cow_phage_31455	Unknown
cow_phage_31456	Unknown
cow_phage_31457	Unknown
cow_phage_31459	Unknown
cow_phage_31460	Unknown
cow_phage_31462	Unknown
cow_phage_31463	Unknown
cow_phage_31464	Unknown
cow_phage_31465	Unknown
cow_phage_31467	Unknown
cow_phage_31469	Unknown
cow_phage_31470	Unknown
cow_phage_31471	Unknown
cow_phage_31472	Unknown
cow_phage_31473	Unknown
cow_phage_31475	Unknown
cow_phage_31476	Unknown
cow_phage_31477	Unknown
cow_phage_31479	Unknown
cow_phage_31480	Unknown
cow_phage_31484	Unknown
cow_phage_31485	Unknown
cow_phage_31486	Unknown
cow_phage_31487	Unknown
cow_phage_31488	Unknown
cow_phage_31489	Unknown
cow_phage_31490	Unknown
cow_phage_31491	Unknown
cow_phage_31492	Unknown
cow_phage_31493	Unknown
cow_phage_31494	Unknown
cow_phage_31495	Unknown
cow_phage_31496	Unknown
cow_phage_31497	Unknown
cow_phage_31499	Unknown
cow_phage_31500	Unknown
cow_phage_31501	Unknown
cow_phage_31502	Unknown
cow_phage_31503	Unknown
cow_phage_31504	Unknown
cow_phage_31505	Unknown
cow_phage_31508	Unknown
cow_phage_31509	Unknown
cow_phage_31511	Unknown
cow_phage_31512	Unknown
cow_phage_31513	Unknown
cow_phage_31514	Unknown
cow_phage_31515	Unknown
cow_phage_31516	Unknown
cow_phage_31519	Unknown
cow_phage_31520	Unknown
cow_phage_31521	Unknown
cow_phage_31523	Unknown
cow_phage_31524	Unknown
cow_phage_31525	Unknown
cow_phage_31526	Unknown
cow_phage_31527	Unknown
cow_phage_31529	Unknown
cow_phage_31530	Unknown
cow_phage_31532	Unknown
cow_phage_31533	Unknown
cow_phage_31534	Unknown
cow_phage_31536	Unknown
cow_phage_31537	Unknown
cow_phage_31538	Unknown
cow_phage_31539	Unknown
cow_phage_31540	Unknown
cow_phage_31541	Unknown
cow_phage_31542	Unknown
cow_phage_31543	Unknown
cow_phage_31544	Unknown
cow_phage_31545	Unknown
cow_phage_31546	Unknown
cow_phage_31547	Unknown
cow_phage_31548	Unknown
cow_phage_31549	Unknown
cow_phage_31550	Unknown
cow_phage_31551	Unknown
cow_phage_31553	Unknown
cow_phage_31554	Unknown
cow_phage_31556	Unknown
cow_phage_31557	Unknown
cow_phage_31558	Unknown
cow_phage_31559	Unknown
cow_phage_31560	Unknown
cow_phage_31561	Unknown
cow_phage_31562	Unknown
cow_phage_31563	Unknown
cow_phage_31564	Unknown
cow_phage_31565	Unknown
cow_phage_31566	Unknown
cow_phage_31567	Unknown
cow_phage_31568	Unknown
cow_phage_31569	Unknown
cow_phage_31570	Unknown
cow_phage_31572	Unknown
cow_phage_31573	Unknown
cow_phage_31574	Unknown
cow_phage_31575	Unknown
cow_phage_31576	Unknown
cow_phage_31577	Unknown
cow_phage_31578	Unknown
cow_phage_31579	Unknown
cow_phage_31580	Unknown
cow_phage_31582	Unknown
cow_phage_31583	Unknown
cow_phage_31584	Unknown
cow_phage_31585	Unknown
cow_phage_31586	Unknown
cow_phage_31587	Unknown
cow_phage_31590	Unknown
cow_phage_31591	Unknown
cow_phage_31593	Unknown
cow_phage_31594	Unknown
cow_phage_31595	Unknown
cow_phage_31597	Unknown
cow_phage_31598	Unknown
cow_phage_31599	Unknown
cow_phage_31601	Unknown
cow_phage_31603	Unknown
cow_phage_31605	Unknown
cow_phage_31606	Unknown
cow_phage_31607	Unknown
cow_phage_31608	Unknown
cow_phage_31609	Unknown
cow_phage_31610	Unknown
cow_phage_31611	Unknown
cow_phage_31612	Unknown
cow_phage_31613	Unknown
cow_phage_31615	Unknown
cow_phage_31616	Unknown
cow_phage_31617	Unknown
cow_phage_31619	Unknown
cow_phage_31620	Unknown
cow_phage_31621	Unknown
cow_phage_31622	Unknown
cow_phage_31623	Unknown
cow_phage_31625	Unknown
cow_phage_31626	Unknown
cow_phage_31627	Unknown
cow_phage_31628	Unknown
cow_phage_31629	Unknown
cow_phage_31632	Unknown
cow_phage_31635	Unknown
cow_phage_31636	Unknown
cow_phage_31637	Unknown
cow_phage_31638	Unknown
cow_phage_31639	Unknown
cow_phage_31640	Unknown
cow_phage_31641	Unknown
cow_phage_31642	Unknown
cow_phage_31643	Unknown
cow_phage_31644	Unknown
cow_phage_31646	Unknown
cow_phage_31647	Unknown
cow_phage_31648	Unknown
cow_phage_31650	Unknown
cow_phage_31651	Unknown
cow_phage_31652	Unknown
cow_phage_31653	Unknown
cow_phage_31654	Unknown
cow_phage_31655	Unknown
cow_phage_31656	Unknown
cow_phage_31657	Unknown
cow_phage_31658	Unknown
cow_phage_31659	Unknown
cow_phage_31660	Unknown
cow_phage_31661	Unknown
cow_phage_31662	Unknown
cow_phage_31664	Unknown
cow_phage_31665	Unknown
cow_phage_31666	Unknown
cow_phage_31667	Unknown
cow_phage_31668	Unknown
cow_phage_31669	Unknown
cow_phage_31672	Unknown
cow_phage_31673	Unknown
cow_phage_31674	Unknown
cow_phage_31675	Unknown
cow_phage_31676	Unknown
cow_phage_31679	Unknown
cow_phage_31680	Unknown
cow_phage_31681	Unknown
cow_phage_31682	Unknown
cow_phage_31684	Unknown
cow_phage_31685	Unknown
cow_phage_31687	Unknown
cow_phage_31688	Unknown
cow_phage_31689	Unknown
cow_phage_31690	Unknown
cow_phage_31691	Unknown
cow_phage_31692	Unknown
cow_phage_31693	Unknown
cow_phage_31694	Unknown
cow_phage_31695	Unknown
cow_phage_31696	Unknown
cow_phage_31697	Unknown
cow_phage_31698	Unknown
cow_phage_31700	Unknown
cow_phage_31702	Unknown
cow_phage_31703	Unknown
cow_phage_31704	Unknown
cow_phage_31705	Unknown
cow_phage_31706	Unknown
cow_phage_31708	Unknown
cow_phage_31709	Unknown
cow_phage_31710	Unknown
cow_phage_31711	Unknown
cow_phage_31713	Unknown
cow_phage_31715	Unknown
cow_phage_31717	Unknown
cow_phage_31718	Unknown
cow_phage_31719	Unknown
cow_phage_31720	Unknown
cow_phage_31721	Unknown
cow_phage_31722	Unknown
cow_phage_31724	Unknown
cow_phage_31725	Unknown
cow_phage_31726	Unknown
cow_phage_31727	Unknown
cow_phage_31728	Unknown
cow_phage_31729	Unknown
cow_phage_31731	Unknown
cow_phage_31733	Unknown
cow_phage_31734	Unknown
cow_phage_31735	Unknown
cow_phage_31736	Unknown
cow_phage_31737	Unknown
cow_phage_31738	Unknown
cow_phage_31742	Unknown
cow_phage_31743	Unknown
cow_phage_31745	Unknown
cow_phage_31746	Unknown
cow_phage_31747	Unknown
cow_phage_31748	Unknown
cow_phage_31749	Unknown
cow_phage_31750	Unknown
cow_phage_31751	Unknown
cow_phage_31752	Unknown
cow_phage_31754	Unknown
cow_phage_31755	Unknown
cow_phage_31757	Unknown
cow_phage_31758	Unknown
cow_phage_31759	Unknown
cow_phage_31760	Unknown
cow_phage_31761	Unknown
cow_phage_31762	Unknown
cow_phage_31763	Unknown
cow_phage_31764	Unknown
cow_phage_31765	Unknown
cow_phage_31766	Unknown
cow_phage_31767	Unknown
cow_phage_31768	Unknown
cow_phage_31770	Unknown
cow_phage_31772	Unknown
cow_phage_31773	Unknown
cow_phage_31775	Unknown
cow_phage_31776	Unknown
cow_phage_31777	Unknown
cow_phage_31778	Unknown
cow_phage_31779	Unknown
cow_phage_31780	Unknown
cow_phage_31781	Unknown
cow_phage_31782	Unknown
cow_phage_31783	Unknown
cow_phage_31784	Unknown
cow_phage_31785	Unknown
cow_phage_31786	Unknown
cow_phage_31787	Unknown
cow_phage_31788	Unknown
cow_phage_31789	Unknown
cow_phage_31790	Unknown
cow_phage_31791	Unknown
cow_phage_31793	Unknown
cow_phage_31794	Unknown
cow_phage_31795	Unknown
cow_phage_31796	Unknown
cow_phage_31797	Unknown
cow_phage_31798	Unknown
cow_phage_31800	Unknown
cow_phage_31801	Unknown
cow_phage_31802	Unknown
cow_phage_31803	Unknown
cow_phage_31804	Unknown
cow_phage_31805	Unknown
cow_phage_31806	Unknown
cow_phage_31808	Unknown
cow_phage_31809	Unknown
cow_phage_31810	Unknown
cow_phage_31811	Unknown
cow_phage_31813	Unknown
cow_phage_31814	Unknown
cow_phage_31815	Unknown
cow_phage_31816	Unknown
cow_phage_31817	Unknown
cow_phage_31818	Unknown
cow_phage_31819	Unknown
cow_phage_31820	Unknown
cow_phage_31821	Unknown
cow_phage_31822	Unknown
cow_phage_31823	Unknown
cow_phage_31824	Unknown
cow_phage_31825	Unknown
cow_phage_31827	Unknown
cow_phage_31828	Unknown
cow_phage_31829	Unknown
cow_phage_31830	Unknown
cow_phage_31831	Unknown
cow_phage_31832	Unknown
cow_phage_31833	Unknown
cow_phage_31834	Unknown
cow_phage_31836	Unknown
cow_phage_31837	Unknown
cow_phage_31838	Unknown
cow_phage_31840	Unknown
cow_phage_31842	Unknown
cow_phage_31843	Unknown
cow_phage_31844	Unknown
cow_phage_31846	Unknown
cow_phage_31847	Unknown
cow_phage_31848	Unknown
cow_phage_31849	Unknown
cow_phage_31850	Unknown
cow_phage_31851	Unknown
cow_phage_31852	Unknown
cow_phage_31853	Unknown
cow_phage_31854	Unknown
cow_phage_31856	Unknown
cow_phage_31858	Unknown
cow_phage_31859	Unknown
cow_phage_31860	Unknown
cow_phage_31861	Unknown
cow_phage_31862	Unknown
cow_phage_31864	Unknown
cow_phage_31865	Unknown
cow_phage_31866	Unknown
cow_phage_31867	Unknown
cow_phage_31868	Unknown
cow_phage_31869	Unknown
cow_phage_31870	Unknown
cow_phage_31872	Unknown
cow_phage_31873	Unknown
cow_phage_31874	Unknown
cow_phage_31875	Unknown
cow_phage_31876	Unknown
cow_phage_31877	Unknown
cow_phage_31878	Unknown
cow_phage_31879	Unknown
cow_phage_31880	Unknown
cow_phage_31881	Unknown
cow_phage_31882	Unknown
cow_phage_31883	Unknown
cow_phage_31884	Unknown
cow_phage_31885	Unknown
cow_phage_31886	Unknown
cow_phage_31887	Unknown
cow_phage_31888	Unknown
cow_phage_31889	Unknown
cow_phage_31891	Unknown
cow_phage_31892	Unknown
cow_phage_31893	Unknown
cow_phage_31894	Unknown
cow_phage_31895	Unknown
cow_phage_31896	Unknown
cow_phage_31897	Unknown
cow_phage_31899	Unknown
cow_phage_31900	Unknown
cow_phage_31901	Unknown
cow_phage_31902	Unknown
cow_phage_31903	Unknown
cow_phage_31904	Unknown
cow_phage_31905	Unknown
cow_phage_31906	Unknown
cow_phage_31907	Unknown
cow_phage_31908	Unknown
cow_phage_31909	Unknown
cow_phage_31911	Unknown
cow_phage_31912	Unknown
cow_phage_31913	Unknown
cow_phage_31914	Unknown
cow_phage_31915	Unknown
cow_phage_31916	Unknown
cow_phage_31917	Unknown
cow_phage_31918	Unknown
cow_phage_31919	Unknown
cow_phage_31920	Unknown
cow_phage_31922	Unknown
cow_phage_31923	Unknown
cow_phage_31924	Unknown
cow_phage_31925	Unknown
cow_phage_31926	Unknown
cow_phage_31927	Unknown
cow_phage_31928	Unknown
cow_phage_31929	Unknown
cow_phage_31930	Unknown
cow_phage_31931	Unknown
cow_phage_31933	Unknown
cow_phage_31934	Unknown
cow_phage_31935	Unknown
cow_phage_31936	Unknown
cow_phage_31937	Unknown
cow_phage_31938	Unknown
cow_phage_31939	Unknown
cow_phage_31940	Unknown
cow_phage_31942	Unknown
cow_phage_31945	Unknown
cow_phage_31946	Unknown
cow_phage_31947	Unknown
cow_phage_31948	Unknown
cow_phage_31949	Unknown
cow_phage_31950	Unknown
cow_phage_31951	Unknown
cow_phage_31952	Unknown
cow_phage_31953	Unknown
cow_phage_31954	Unknown
cow_phage_31955	Unknown
cow_phage_31956	Unknown
cow_phage_31957	Unknown
cow_phage_31958	Unknown
cow_phage_31959	Unknown
cow_phage_31960	Unknown
cow_phage_31962	Unknown
cow_phage_31963	Unknown
cow_phage_31964	Unknown
cow_phage_31965	Unknown
cow_phage_31966	Unknown
cow_phage_31967	Unknown
cow_phage_31968	Unknown
cow_phage_31969	Unknown
cow_phage_31970	Unknown
cow_phage_31971	Unknown
cow_phage_31972	Unknown
cow_phage_31973	Unknown
cow_phage_31974	Unknown
cow_phage_31975	Unknown
cow_phage_31976	Unknown
cow_phage_31978	Unknown
cow_phage_31979	Unknown
cow_phage_31980	Unknown
cow_phage_31981	Unknown
cow_phage_31982	Unknown
cow_phage_31983	Unknown
cow_phage_31984	Unknown
cow_phage_31985	Unknown
cow_phage_31986	Unknown
cow_phage_31987	Unknown
cow_phage_31988	Unknown
cow_phage_31989	Unknown
cow_phage_31990	Unknown
cow_phage_31992	Unknown
cow_phage_31993	Unknown
cow_phage_31994	Unknown
cow_phage_31995	Unknown
cow_phage_31996	Unknown
cow_phage_31997	Unknown
cow_phage_31998	Unknown
cow_phage_31999	Unknown
cow_phage_32000	Unknown
cow_phage_32001	Unknown
cow_phage_32002	Unknown
cow_phage_32003	Unknown
cow_phage_32004	Unknown
cow_phage_32005	Unknown
cow_phage_32006	Unknown
cow_phage_32007	Unknown
cow_phage_32008	Unknown
cow_phage_32009	Unknown
cow_phage_32010	Unknown
cow_phage_32011	Unknown
cow_phage_32014	Unknown
cow_phage_32015	Unknown
cow_phage_32016	Unknown
cow_phage_32017	Unknown
cow_phage_32018	Unknown
cow_phage_32019	Unknown
cow_phage_32020	Unknown
cow_phage_32021	Unknown
cow_phage_32022	Unknown
cow_phage_32024	Unknown
cow_phage_32025	Unknown
cow_phage_32026	Unknown
cow_phage_32027	Unknown
cow_phage_32028	Unknown
cow_phage_32029	Unknown
cow_phage_32030	Unknown
cow_phage_32031	Unknown
cow_phage_32032	Unknown
cow_phage_32033	Unknown
cow_phage_32034	Unknown
cow_phage_32035	Unknown
cow_phage_32036	Unknown
cow_phage_32037	Unknown
cow_phage_32040	Unknown
cow_phage_32041	Unknown
cow_phage_32042	Unknown
cow_phage_32043	Unknown
cow_phage_32044	Unknown
cow_phage_32046	Unknown
cow_phage_32048	Unknown
cow_phage_32049	Unknown
cow_phage_32050	Unknown
cow_phage_32051	Unknown
cow_phage_32052	Unknown
cow_phage_32053	Unknown
cow_phage_32054	Unknown
cow_phage_32055	Unknown
cow_phage_32056	Unknown
cow_phage_32057	Unknown
cow_phage_32058	Unknown
cow_phage_32059	Unknown
cow_phage_32060	Unknown
cow_phage_32061	Unknown
cow_phage_32062	Unknown
cow_phage_32063	Unknown
cow_phage_32064	Unknown
cow_phage_32066	Unknown
cow_phage_32068	Unknown
cow_phage_32069	Unknown
cow_phage_32070	Unknown
cow_phage_32071	Unknown
cow_phage_32072	Unknown
cow_phage_32074	Unknown
cow_phage_32076	Unknown
cow_phage_32077	Unknown
cow_phage_32078	Unknown
cow_phage_32080	Unknown
cow_phage_32081	Unknown
cow_phage_32082	Unknown
cow_phage_32083	Unknown
cow_phage_32084	Unknown
cow_phage_32086	Unknown
cow_phage_32087	Unknown
cow_phage_32088	Unknown
cow_phage_32089	Unknown
cow_phage_32090	Unknown
cow_phage_32091	Unknown
cow_phage_32093	Unknown
cow_phage_32094	Unknown
cow_phage_32095	Unknown
cow_phage_32097	Unknown
cow_phage_32098	Unknown
cow_phage_32099	Unknown
cow_phage_32100	Unknown
cow_phage_32101	Unknown
cow_phage_32102	Unknown
cow_phage_32104	Unknown
cow_phage_32105	Unknown
cow_phage_32106	Unknown
cow_phage_32108	Unknown
cow_phage_32109	Unknown
cow_phage_32110	Unknown
cow_phage_32111	Unknown
cow_phage_32112	Unknown
cow_phage_32115	Unknown
cow_phage_32116	Unknown
cow_phage_32117	Unknown
cow_phage_32118	Unknown
cow_phage_32119	Unknown
cow_phage_32120	Unknown
cow_phage_32121	Unknown
cow_phage_32122	Unknown
cow_phage_32124	Unknown
cow_phage_32125	Unknown
cow_phage_32126	Unknown
cow_phage_32127	Unknown
cow_phage_32128	Unknown
cow_phage_32129	Unknown
cow_phage_32130	Unknown
cow_phage_32131	Unknown
cow_phage_32132	Unknown
cow_phage_32133	Unknown
cow_phage_32134	Unknown
cow_phage_32135	Unknown
cow_phage_32136	Unknown
cow_phage_32137	Unknown
cow_phage_32138	Unknown
cow_phage_32139	Unknown
cow_phage_32140	Unknown
cow_phage_32141	Unknown
cow_phage_32142	Unknown
cow_phage_32143	Unknown
cow_phage_32144	Unknown
cow_phage_32145	Unknown
cow_phage_32146	Unknown
cow_phage_32147	Unknown
cow_phage_32148	Unknown
cow_phage_32149	Unknown
cow_phage_32150	Unknown
cow_phage_32151	Unknown
cow_phage_32152	Unknown
cow_phage_32154	Unknown
cow_phage_32155	Unknown
cow_phage_32156	Unknown
cow_phage_32158	Unknown
cow_phage_32160	Unknown
cow_phage_32161	Unknown
cow_phage_32162	Unknown
cow_phage_32163	Unknown
cow_phage_32164	Unknown
cow_phage_32165	Unknown
cow_phage_32167	Unknown
cow_phage_32170	Unknown
cow_phage_32171	Unknown
cow_phage_32172	Unknown
cow_phage_32173	Unknown
cow_phage_32174	Unknown
cow_phage_32175	Unknown
cow_phage_32178	Unknown
cow_phage_32179	Unknown
cow_phage_32180	Unknown
cow_phage_32181	Unknown
cow_phage_32182	Unknown
cow_phage_32183	Unknown
cow_phage_32184	Unknown
cow_phage_32185	Unknown
cow_phage_32186	Unknown
cow_phage_32188	Unknown
cow_phage_32189	Unknown
cow_phage_32190	Unknown
cow_phage_32191	Unknown
cow_phage_32192	Unknown
cow_phage_32194	Unknown
cow_phage_32195	Unknown
cow_phage_32196	Unknown
cow_phage_32197	Unknown
cow_phage_32198	Unknown
cow_phage_32199	Unknown
cow_phage_32200	Unknown
cow_phage_32201	Unknown
cow_phage_32203	Unknown
cow_phage_32204	Unknown
cow_phage_32205	Unknown
cow_phage_32206	Unknown
cow_phage_32207	Unknown
cow_phage_32208	Unknown
cow_phage_32209	Unknown
cow_phage_32210	Unknown
cow_phage_32211	Unknown
cow_phage_32213	Unknown
cow_phage_32215	Unknown
cow_phage_32217	Unknown
cow_phage_32218	Unknown
cow_phage_32219	Unknown
cow_phage_32220	Unknown
cow_phage_32222	Unknown
cow_phage_32223	Unknown
cow_phage_32224	Unknown
cow_phage_32225	Unknown
cow_phage_32227	Unknown
cow_phage_32228	Unknown
cow_phage_32229	Unknown
cow_phage_32230	Unknown
cow_phage_32233	Unknown
cow_phage_32234	Unknown
cow_phage_32235	Unknown
cow_phage_32236	Unknown
cow_phage_32237	Unknown
cow_phage_32238	Unknown
cow_phage_32239	Unknown
cow_phage_32240	Unknown
cow_phage_32241	Unknown
cow_phage_32243	Unknown
cow_phage_32244	Unknown
cow_phage_32245	Unknown
cow_phage_32246	Unknown
cow_phage_32247	Unknown
cow_phage_32248	Unknown
cow_phage_32249	Unknown
cow_phage_32250	Unknown
cow_phage_32251	Unknown
cow_phage_32252	Unknown
cow_phage_32253	Unknown
cow_phage_32254	Unknown
cow_phage_32255	Unknown
cow_phage_32256	Unknown
cow_phage_32257	Unknown
cow_phage_32258	Unknown
cow_phage_32259	Unknown
cow_phage_32260	Unknown
cow_phage_32261	Unknown
cow_phage_32263	Unknown
cow_phage_32264	Unknown
cow_phage_32265	Unknown
cow_phage_32266	Unknown
cow_phage_32267	Unknown
cow_phage_32268	Unknown
cow_phage_32269	Unknown
cow_phage_32270	Unknown
cow_phage_32272	Unknown
cow_phage_32273	Unknown
cow_phage_32274	Unknown
cow_phage_32275	Unknown
cow_phage_32276	Unknown
cow_phage_32277	Unknown
cow_phage_32278	Unknown
cow_phage_32279	Unknown
cow_phage_32280	Unknown
cow_phage_32281	Unknown
cow_phage_32282	Unknown
cow_phage_32283	Unknown
cow_phage_32284	Unknown
cow_phage_32285	Unknown
cow_phage_32287	Unknown
cow_phage_32288	Unknown
cow_phage_32289	Unknown
cow_phage_32290	Unknown
cow_phage_32291	Unknown
cow_phage_32292	Unknown
cow_phage_32293	Unknown
cow_phage_32294	Unknown
cow_phage_32295	Unknown
cow_phage_32296	Unknown
cow_phage_32297	Unknown
cow_phage_32298	Unknown
cow_phage_32299	Unknown
cow_phage_32300	Unknown
cow_phage_32301	Unknown
cow_phage_32302	Unknown
cow_phage_32303	Unknown
cow_phage_32304	Unknown
cow_phage_32305	Unknown
cow_phage_32307	Unknown
cow_phage_32308	Unknown
cow_phage_32309	Unknown
cow_phage_32310	Unknown
cow_phage_32311	Unknown
cow_phage_32312	Unknown
cow_phage_32313	Unknown
cow_phage_32314	Unknown
cow_phage_32315	Unknown
cow_phage_32316	Unknown
cow_phage_32317	Unknown
cow_phage_32318	Unknown
cow_phage_32319	Unknown
cow_phage_32320	Unknown
cow_phage_32321	Unknown
cow_phage_32322	Unknown
cow_phage_32323	Unknown
cow_phage_32324	Unknown
cow_phage_32325	Unknown
cow_phage_32326	Unknown
cow_phage_32327	Unknown
cow_phage_32328	Unknown
cow_phage_32329	Unknown
cow_phage_32330	Unknown
cow_phage_32331	Unknown
cow_phage_32332	Unknown
cow_phage_32334	Unknown
cow_phage_32335	Unknown
cow_phage_32336	Unknown
cow_phage_32337	Unknown
cow_phage_32339	Unknown
cow_phage_32340	Unknown
cow_phage_32341	Unknown
cow_phage_32342	Unknown
cow_phage_32344	Unknown
cow_phage_32345	Unknown
cow_phage_32346	Unknown
cow_phage_32348	Unknown
cow_phage_32349	Unknown
cow_phage_32350	Unknown
cow_phage_32351	Unknown
cow_phage_32352	Unknown
cow_phage_32354	Unknown
cow_phage_32356	Unknown
cow_phage_32357	Unknown
cow_phage_32359	Unknown
cow_phage_32360	Unknown
cow_phage_32361	Unknown
cow_phage_32362	Unknown
cow_phage_32364	Unknown
cow_phage_32365	Unknown
cow_phage_32366	Unknown
cow_phage_32367	Unknown
cow_phage_32368	Unknown
cow_phage_32369	Unknown
cow_phage_32370	Unknown
cow_phage_32371	Unknown
cow_phage_32372	Unknown
cow_phage_32373	Unknown
cow_phage_32374	Unknown
cow_phage_32375	Unknown
cow_phage_32376	Unknown
cow_phage_32377	Unknown
cow_phage_32381	Unknown
cow_phage_32382	Unknown
cow_phage_32384	Unknown
cow_phage_32385	Unknown
cow_phage_32386	Unknown
cow_phage_32387	Unknown
cow_phage_32388	Unknown
cow_phage_32389	Unknown
cow_phage_32390	Unknown
cow_phage_32391	Unknown
cow_phage_32392	Unknown
cow_phage_32393	Unknown
cow_phage_32394	Unknown
cow_phage_32395	Unknown
cow_phage_32396	Unknown
cow_phage_32398	Unknown
cow_phage_32399	Unknown
cow_phage_32400	Unknown
cow_phage_32401	Unknown
cow_phage_32402	Unknown
cow_phage_32403	Unknown
cow_phage_32404	Unknown
cow_phage_32405	Unknown
cow_phage_32406	Unknown
cow_phage_32408	Unknown
cow_phage_32409	Unknown
cow_phage_32410	Unknown
cow_phage_32411	Unknown
cow_phage_32412	Unknown
cow_phage_32413	Unknown
cow_phage_32414	Unknown
cow_phage_32415	Unknown
cow_phage_32416	Unknown
cow_phage_32418	Unknown
cow_phage_32419	Unknown
cow_phage_32420	Unknown
cow_phage_32421	Unknown
cow_phage_32422	Unknown
cow_phage_32423	Unknown
cow_phage_32424	Unknown
cow_phage_32425	Unknown
cow_phage_32426	Unknown
cow_phage_32427	Unknown
cow_phage_32429	Unknown
cow_phage_32430	Unknown
cow_phage_32431	Unknown
cow_phage_32432	Unknown
cow_phage_32435	Unknown
cow_phage_32436	Unknown
cow_phage_32438	Unknown
cow_phage_32439	Unknown
cow_phage_32440	Unknown
cow_phage_32441	Unknown
cow_phage_32443	Unknown
cow_phage_32444	Unknown
cow_phage_32446	Unknown
cow_phage_32447	Unknown
cow_phage_32448	Unknown
cow_phage_32451	Unknown
cow_phage_32452	Unknown
cow_phage_32453	Unknown
cow_phage_32454	Unknown
cow_phage_32456	Unknown
cow_phage_32459	Unknown
cow_phage_32460	Unknown
cow_phage_32461	Unknown
cow_phage_32462	Unknown
cow_phage_32464	Unknown
cow_phage_32465	Unknown
cow_phage_32466	Unknown
cow_phage_32467	Unknown
cow_phage_32468	Unknown
cow_phage_32469	Unknown
cow_phage_32474	Unknown
cow_phage_32475	Unknown
cow_phage_32476	Unknown
cow_phage_32477	Unknown
cow_phage_32478	Unknown
cow_phage_32482	Unknown
cow_phage_32485	Unknown
cow_phage_32486	Unknown
cow_phage_32487	Unknown
cow_phage_32488	Unknown
cow_phage_32489	Unknown
cow_phage_32491	Unknown
cow_phage_32492	Unknown
cow_phage_32493	Unknown
cow_phage_32494	Unknown
cow_phage_32495	Unknown
cow_phage_32497	Unknown
cow_phage_32498	Unknown
cow_phage_32499	Unknown
cow_phage_32502	Unknown
cow_phage_32503	Unknown
cow_phage_32504	Unknown
cow_phage_32505	Unknown
cow_phage_32507	Unknown
cow_phage_32508	Unknown
cow_phage_32509	Unknown
cow_phage_32510	Unknown
cow_phage_32511	Unknown
cow_phage_32512	Unknown
cow_phage_32513	Unknown
cow_phage_32514	Unknown
cow_phage_32515	Unknown
cow_phage_32516	Unknown
cow_phage_32518	Unknown
cow_phage_32519	Unknown
cow_phage_32520	Unknown
cow_phage_32521	Unknown
cow_phage_32522	Unknown
cow_phage_32523	Unknown
cow_phage_32524	Unknown
cow_phage_32525	Unknown
cow_phage_32526	Unknown
cow_phage_32527	Unknown
cow_phage_32530	Unknown
cow_phage_32532	Unknown
cow_phage_32533	Unknown
cow_phage_32534	Unknown
cow_phage_32535	Unknown
cow_phage_32536	Unknown
cow_phage_32539	Unknown
cow_phage_32540	Unknown
cow_phage_32541	Unknown
cow_phage_32542	Unknown
cow_phage_32543	Unknown
cow_phage_32544	Unknown
cow_phage_32545	Unknown
cow_phage_32546	Unknown
cow_phage_32548	Unknown
cow_phage_32550	Unknown
cow_phage_32551	Unknown
cow_phage_32553	Unknown
cow_phage_32555	Unknown
cow_phage_32556	Unknown
cow_phage_32558	Unknown
cow_phage_32560	Unknown
cow_phage_32561	Unknown
cow_phage_32563	Unknown
cow_phage_32564	Unknown
cow_phage_32565	Unknown
cow_phage_32567	Unknown
cow_phage_32568	Unknown
cow_phage_32569	Unknown
cow_phage_32570	Unknown
cow_phage_32571	Unknown
cow_phage_32572	Unknown
